"strain","tech_rep","bio_rep","rep","life_span","activity_type","time_d","activity"
"CB4856",2,6,3,15,"stim","18.5",NA
"CB4856",2,6,3,15,"stim","19",NA
"CB4856",2,6,3,15,"stim","19.5",NA
"CB4856",2,6,3,15,"stim","20",NA
"CB4856",2,6,3,15,"stim","20.5",NA
"CB4856",2,6,3,15,"stim","22",NA
"CB4856",2,6,3,15,"stim","22.5",NA
"CB4856",2,6,3,15,"stim","23",NA
"CB4856",2,6,3,15,"stim","23.5",NA
"CB4856",2,6,3,15,"stim","24",NA
"CB4856",2,6,3,15,"base","6.5",29
"CB4856",2,6,3,15,"base","7",0
"CB4856",2,6,3,15,"base","7.5",40
"CB4856",2,6,3,15,"base","11.5",0
"CB4856",2,6,3,15,"base","12",16
"CB4856",2,6,3,15,"base","12.5",0
"CB4856",2,6,3,15,"base","13",152
"CB4856",2,6,3,15,"base","15",NA
"CB4856",2,6,3,15,"base","17.5",NA
"CB4856",2,6,3,15,"base","18",NA
"CB4856",2,6,3,15,"base","18.5",NA
"CB4856",2,6,3,15,"base","19",NA
"CB4856",2,6,3,15,"base","19.5",NA
"CB4856",2,6,3,15,"base","20",NA
"CB4856",2,6,3,15,"base","20.5",NA
"CB4856",2,6,3,15,"base","22",NA
"CB4856",2,6,3,15,"base","22.5",NA
"CB4856",2,6,3,15,"base","23",NA
"CB4856",2,6,3,15,"base","23.5",NA
"CB4856",2,6,3,15,"base","24",NA
"CB4856",2,6,4,11.5,"stim","6.5",135
"CB4856",2,6,4,11.5,"stim","7",66
"CB4856",2,6,4,11.5,"stim","7.5",44
"CB4856",2,6,4,11.5,"stim","11.5",NA
"CB4856",2,6,4,11.5,"stim","12",NA
"CB4856",2,6,4,11.5,"stim","12.5",NA
"CB4856",2,6,4,11.5,"stim","13",NA
"CB4856",2,6,4,11.5,"stim","15",NA
"CB4856",2,6,4,11.5,"stim","17.5",NA
"CB4856",2,6,4,11.5,"stim","18",NA
"CB4856",2,6,4,11.5,"stim","18.5",NA
"CB4856",2,6,4,11.5,"stim","19",NA
"CB4856",2,6,4,11.5,"stim","19.5",NA
"CB4856",2,6,4,11.5,"stim","20",NA
"CB4856",2,6,4,11.5,"stim","20.5",NA
"CB4856",2,6,4,11.5,"stim","22",NA
"CB4856",2,6,4,11.5,"stim","22.5",NA
"CB4856",2,6,4,11.5,"stim","23",NA
"CB4856",2,6,4,11.5,"stim","23.5",NA
"CB4856",2,6,4,11.5,"stim","24",NA
"CB4856",2,6,4,11.5,"base","6.5",210
"CB4856",2,6,4,11.5,"base","7",37
"CB4856",2,6,4,11.5,"base","7.5",2
"CB4856",2,6,4,11.5,"base","11.5",NA
"CB4856",2,6,4,11.5,"base","12",NA
"CB4856",2,6,4,11.5,"base","12.5",NA
"CB4856",2,6,4,11.5,"base","13",NA
"CB4856",2,6,4,11.5,"base","15",NA
"CB4856",2,6,4,11.5,"base","17.5",NA
"CB4856",2,6,4,11.5,"base","18",NA
"CB4856",2,6,4,11.5,"base","18.5",NA
"CB4856",2,6,4,11.5,"base","19",NA
"CB4856",2,6,4,11.5,"base","19.5",NA
"CB4856",2,6,4,11.5,"base","20",NA
"CB4856",2,6,4,11.5,"base","20.5",NA
"CB4856",2,6,4,11.5,"base","22",NA
"CB4856",2,6,4,11.5,"base","22.5",NA
"CB4856",2,6,4,11.5,"base","23",NA
"CB4856",2,6,4,11.5,"base","23.5",NA
"CB4856",2,6,4,11.5,"base","24",NA
"CB4856",2,6,5,NA,"stim","6.5",0
"CB4856",2,6,5,NA,"stim","7",0
"CB4856",2,6,5,NA,"stim","7.5",3
"CB4856",2,6,5,NA,"stim","11.5",0
"CB4856",2,6,5,NA,"stim","12",0
"CB4856",2,6,5,NA,"stim","12.5",0
"CB4856",2,6,5,NA,"stim","13",0
"CB4856",2,6,5,NA,"stim","15",0
"CB4856",2,6,5,NA,"stim","17.5",0
"CB4856",2,6,5,NA,"stim","18",0
"CB4856",2,6,5,NA,"stim","18.5",0
"CB4856",2,6,5,NA,"stim","19",0
"CB4856",2,6,5,NA,"stim","19.5",0
"CB4856",2,6,5,NA,"stim","20",0
"CB4856",2,6,5,NA,"stim","20.5",0
"CB4856",2,6,5,NA,"stim","22",0
"CB4856",2,6,5,NA,"stim","22.5",0
"CB4856",2,6,5,NA,"stim","23",0
"CB4856",2,6,5,NA,"stim","23.5",0
"CB4856",2,6,5,NA,"stim","24",0
"CB4856",2,6,5,NA,"base","6.5",0
"CB4856",2,6,5,NA,"base","7",30
"CB4856",2,6,5,NA,"base","7.5",0
"CB4856",2,6,5,NA,"base","11.5",0
"CB4856",2,6,5,NA,"base","12",0
"CB4856",2,6,5,NA,"base","12.5",0
"CB4856",2,6,5,NA,"base","13",0
"CB4856",2,6,5,NA,"base","15",0
"CB4856",2,6,5,NA,"base","17.5",0
"CB4856",2,6,5,NA,"base","18",0
"CB4856",2,6,5,NA,"base","18.5",0
"CB4856",2,6,5,NA,"base","19",0
"CB4856",2,6,5,NA,"base","19.5",0
"CB4856",2,6,5,NA,"base","20",0
"CB4856",2,6,5,NA,"base","20.5",0
"CB4856",2,6,5,NA,"base","22",0
"CB4856",2,6,5,NA,"base","22.5",0
"CB4856",2,6,5,NA,"base","23",0
"CB4856",2,6,5,NA,"base","23.5",0
"CB4856",2,6,5,NA,"base","24",0
"CB4856",2,6,6,NA,"stim","6.5",0
"CB4856",2,6,6,NA,"stim","7",0
"CB4856",2,6,6,NA,"stim","7.5",0
"CB4856",2,6,6,NA,"stim","11.5",0
"CB4856",2,6,6,NA,"stim","12",0
"CB4856",2,6,6,NA,"stim","12.5",0
"CB4856",2,6,6,NA,"stim","13",0
"CB4856",2,6,6,NA,"stim","15",0
"CB4856",2,6,6,NA,"stim","17.5",0
"CB4856",2,6,6,NA,"stim","18",0
"CB4856",2,6,6,NA,"stim","18.5",0
"CB4856",2,6,6,NA,"stim","19",0
"CB4856",2,6,6,NA,"stim","19.5",0
"CB4856",2,6,6,NA,"stim","20",0
"CB4856",2,6,6,NA,"stim","20.5",0
"CB4856",2,6,6,NA,"stim","22",0
"CB4856",2,6,6,NA,"stim","22.5",0
"CB4856",2,6,6,NA,"stim","23",0
"CB4856",2,6,6,NA,"stim","23.5",0
"CB4856",2,6,6,NA,"stim","24",0
"CB4856",2,6,6,NA,"base","6.5",0
"CB4856",2,6,6,NA,"base","7",0
"CB4856",2,6,6,NA,"base","7.5",0
"CB4856",2,6,6,NA,"base","11.5",0
"CB4856",2,6,6,NA,"base","12",0
"CB4856",2,6,6,NA,"base","12.5",0
"CB4856",2,6,6,NA,"base","13",0
"CB4856",2,6,6,NA,"base","15",0
"CB4856",2,6,6,NA,"base","17.5",0
"CB4856",2,6,6,NA,"base","18",0
"CB4856",2,6,6,NA,"base","18.5",0
"CB4856",2,6,6,NA,"base","19",0
"CB4856",2,6,6,NA,"base","19.5",0
"CB4856",2,6,6,NA,"base","20",0
"CB4856",2,6,6,NA,"base","20.5",0
"CB4856",2,6,6,NA,"base","22",0
"CB4856",2,6,6,NA,"base","22.5",0
"CB4856",2,6,6,NA,"base","23",0
"CB4856",2,6,6,NA,"base","23.5",0
"CB4856",2,6,6,NA,"base","24",0
"CB4856",2,6,7,11.5,"stim","6.5",149
"CB4856",2,6,7,11.5,"stim","7",54
"CB4856",2,6,7,11.5,"stim","7.5",74
"CB4856",2,6,7,11.5,"stim","11.5",NA
"CB4856",2,6,7,11.5,"stim","12",NA
"CB4856",2,6,7,11.5,"stim","12.5",NA
"CB4856",2,6,7,11.5,"stim","13",NA
"CB4856",2,6,7,11.5,"stim","15",NA
"CB4856",2,6,7,11.5,"stim","17.5",NA
"CB4856",2,6,7,11.5,"stim","18",NA
"CB4856",2,6,7,11.5,"stim","18.5",NA
"CB4856",2,6,7,11.5,"stim","19",NA
"CB4856",2,6,7,11.5,"stim","19.5",NA
"CB4856",2,6,7,11.5,"stim","20",NA
"CB4856",2,6,7,11.5,"stim","20.5",NA
"CB4856",2,6,7,11.5,"stim","22",NA
"CB4856",2,6,7,11.5,"stim","22.5",NA
"CB4856",2,6,7,11.5,"stim","23",NA
"CB4856",2,6,7,11.5,"stim","23.5",NA
"CB4856",2,6,7,11.5,"stim","24",NA
"CB4856",2,6,7,11.5,"base","6.5",202
"CB4856",2,6,7,11.5,"base","7",148
"CB4856",2,6,7,11.5,"base","7.5",43
"CB4856",2,6,7,11.5,"base","11.5",NA
"CB4856",2,6,7,11.5,"base","12",NA
"CB4856",2,6,7,11.5,"base","12.5",NA
"CB4856",2,6,7,11.5,"base","13",NA
"CB4856",2,6,7,11.5,"base","15",NA
"CB4856",2,6,7,11.5,"base","17.5",NA
"CB4856",2,6,7,11.5,"base","18",NA
"CB4856",2,6,7,11.5,"base","18.5",NA
"CB4856",2,6,7,11.5,"base","19",NA
"CB4856",2,6,7,11.5,"base","19.5",NA
"CB4856",2,6,7,11.5,"base","20",NA
"CB4856",2,6,7,11.5,"base","20.5",NA
"CB4856",2,6,7,11.5,"base","22",NA
"CB4856",2,6,7,11.5,"base","22.5",NA
"CB4856",2,6,7,11.5,"base","23",NA
"CB4856",2,6,7,11.5,"base","23.5",NA
"CB4856",2,6,7,11.5,"base","24",NA
"CB4856",2,6,8,11.5,"stim","6.5",169
"CB4856",2,6,8,11.5,"stim","7",0
"CB4856",2,6,8,11.5,"stim","7.5",0
"CB4856",2,6,8,11.5,"stim","11.5",NA
"CB4856",2,6,8,11.5,"stim","12",NA
"CB4856",2,6,8,11.5,"stim","12.5",NA
"CB4856",2,6,8,11.5,"stim","13",NA
"CB4856",2,6,8,11.5,"stim","15",NA
"CB4856",2,6,8,11.5,"stim","17.5",NA
"CB4856",2,6,8,11.5,"stim","18",NA
"CB4856",2,6,8,11.5,"stim","18.5",NA
"CB4856",2,6,8,11.5,"stim","19",NA
"CB4856",2,6,8,11.5,"stim","19.5",NA
"CB4856",2,6,8,11.5,"stim","20",NA
"CB4856",2,6,8,11.5,"stim","20.5",NA
"CB4856",2,6,8,11.5,"stim","22",NA
"CB4856",2,6,8,11.5,"stim","22.5",NA
"CB4856",2,6,8,11.5,"stim","23",NA
"CB4856",2,6,8,11.5,"stim","23.5",NA
"CB4856",2,6,8,11.5,"stim","24",NA
"CB4856",2,6,8,11.5,"base","6.5",44
"CB4856",2,6,8,11.5,"base","7",0
"CB4856",2,6,8,11.5,"base","7.5",16
"CB4856",2,6,8,11.5,"base","11.5",NA
"CB4856",2,6,8,11.5,"base","12",NA
"CB4856",2,6,8,11.5,"base","12.5",NA
"CB4856",2,6,8,11.5,"base","13",NA
"CB4856",2,6,8,11.5,"base","15",NA
"CB4856",2,6,8,11.5,"base","17.5",NA
"CB4856",2,6,8,11.5,"base","18",NA
"CB4856",2,6,8,11.5,"base","18.5",NA
"CB4856",2,6,8,11.5,"base","19",NA
"CB4856",2,6,8,11.5,"base","19.5",NA
"CB4856",2,6,8,11.5,"base","20",NA
"CB4856",2,6,8,11.5,"base","20.5",NA
"CB4856",2,6,8,11.5,"base","22",NA
"CB4856",2,6,8,11.5,"base","22.5",NA
"CB4856",2,6,8,11.5,"base","23",NA
"CB4856",2,6,8,11.5,"base","23.5",NA
"CB4856",2,6,8,11.5,"base","24",NA
"CB4856",2,6,9,7,"stim","6.5",192
"CB4856",2,6,9,7,"stim","7",NA
"CB4856",2,6,9,7,"stim","7.5",NA
"CB4856",2,6,9,7,"stim","11.5",NA
"CB4856",2,6,9,7,"stim","12",NA
"CB4856",2,6,9,7,"stim","12.5",NA
"CB4856",2,6,9,7,"stim","13",NA
"CB4856",2,6,9,7,"stim","15",NA
"CB4856",2,6,9,7,"stim","17.5",NA
"CB4856",2,6,9,7,"stim","18",NA
"CB4856",2,6,9,7,"stim","18.5",NA
"CB4856",2,6,9,7,"stim","19",NA
"CB4856",2,6,9,7,"stim","19.5",NA
"CB4856",2,6,9,7,"stim","20",NA
"CB4856",2,6,9,7,"stim","20.5",NA
"CB4856",2,6,9,7,"stim","22",NA
"CB4856",2,6,9,7,"stim","22.5",NA
"CB4856",2,6,9,7,"stim","23",NA
"CB4856",2,6,9,7,"stim","23.5",NA
"CB4856",2,6,9,7,"stim","24",NA
"CB4856",2,6,9,7,"base","6.5",319
"CB4856",2,6,9,7,"base","7",NA
"CB4856",2,6,9,7,"base","7.5",NA
"CB4856",2,6,9,7,"base","11.5",NA
"CB4856",2,6,9,7,"base","12",NA
"CB4856",2,6,9,7,"base","12.5",NA
"CB4856",2,6,9,7,"base","13",NA
"CB4856",2,6,9,7,"base","15",NA
"CB4856",2,6,9,7,"base","17.5",NA
"CB4856",2,6,9,7,"base","18",NA
"CB4856",2,6,9,7,"base","18.5",NA
"CB4856",2,6,9,7,"base","19",NA
"CB4856",2,6,9,7,"base","19.5",NA
"CB4856",2,6,9,7,"base","20",NA
"CB4856",2,6,9,7,"base","20.5",NA
"CB4856",2,6,9,7,"base","22",NA
"CB4856",2,6,9,7,"base","22.5",NA
"CB4856",2,6,9,7,"base","23",NA
"CB4856",2,6,9,7,"base","23.5",NA
"CB4856",2,6,9,7,"base","24",NA
"CB4856",2,6,10,7.5,"stim","6.5",68
"CB4856",2,6,10,7.5,"stim","7",78
"CB4856",2,6,10,7.5,"stim","7.5",NA
"CB4856",2,6,10,7.5,"stim","11.5",NA
"CB4856",2,6,10,7.5,"stim","12",NA
"CB4856",2,6,10,7.5,"stim","12.5",NA
"CB4856",2,6,10,7.5,"stim","13",NA
"CB4856",2,6,10,7.5,"stim","15",NA
"CB4856",2,6,10,7.5,"stim","17.5",NA
"CB4856",2,6,10,7.5,"stim","18",NA
"CB4856",2,6,10,7.5,"stim","18.5",NA
"CB4856",2,6,10,7.5,"stim","19",NA
"CB4856",2,6,10,7.5,"stim","19.5",NA
"CB4856",2,6,10,7.5,"stim","20",NA
"CB4856",2,6,10,7.5,"stim","20.5",NA
"CB4856",2,6,10,7.5,"stim","22",NA
"CB4856",2,6,10,7.5,"stim","22.5",NA
"CB4856",2,6,10,7.5,"stim","23",NA
"CB4856",2,6,10,7.5,"stim","23.5",NA
"CB4856",2,6,10,7.5,"stim","24",NA
"CB4856",2,6,10,7.5,"base","6.5",117
"CB4856",2,6,10,7.5,"base","7",151
"CB4856",2,6,10,7.5,"base","7.5",NA
"CB4856",2,6,10,7.5,"base","11.5",NA
"CB4856",2,6,10,7.5,"base","12",NA
"CB4856",2,6,10,7.5,"base","12.5",NA
"CB4856",2,6,10,7.5,"base","13",NA
"CB4856",2,6,10,7.5,"base","15",NA
"CB4856",2,6,10,7.5,"base","17.5",NA
"CB4856",2,6,10,7.5,"base","18",NA
"CB4856",2,6,10,7.5,"base","18.5",NA
"CB4856",2,6,10,7.5,"base","19",NA
"CB4856",2,6,10,7.5,"base","19.5",NA
"CB4856",2,6,10,7.5,"base","20",NA
"CB4856",2,6,10,7.5,"base","20.5",NA
"CB4856",2,6,10,7.5,"base","22",NA
"CB4856",2,6,10,7.5,"base","22.5",NA
"CB4856",2,6,10,7.5,"base","23",NA
"CB4856",2,6,10,7.5,"base","23.5",NA
"CB4856",2,6,10,7.5,"base","24",NA
"CB4856",2,6,11,11.5,"stim","6.5",95
"CB4856",2,6,11,11.5,"stim","7",33
"CB4856",2,6,11,11.5,"stim","7.5",33
"CB4856",2,6,11,11.5,"stim","11.5",NA
"CB4856",2,6,11,11.5,"stim","12",NA
"CB4856",2,6,11,11.5,"stim","12.5",NA
"CB4856",2,6,11,11.5,"stim","13",NA
"CB4856",2,6,11,11.5,"stim","15",NA
"CB4856",2,6,11,11.5,"stim","17.5",NA
"CB4856",2,6,11,11.5,"stim","18",NA
"CB4856",2,6,11,11.5,"stim","18.5",NA
"CB4856",2,6,11,11.5,"stim","19",NA
"CB4856",2,6,11,11.5,"stim","19.5",NA
"CB4856",2,6,11,11.5,"stim","20",NA
"CB4856",2,6,11,11.5,"stim","20.5",NA
"CB4856",2,6,11,11.5,"stim","22",NA
"CB4856",2,6,11,11.5,"stim","22.5",NA
"CB4856",2,6,11,11.5,"stim","23",NA
"CB4856",2,6,11,11.5,"stim","23.5",NA
"CB4856",2,6,11,11.5,"stim","24",NA
"CB4856",2,6,11,11.5,"base","6.5",95
"CB4856",2,6,11,11.5,"base","7",1
"CB4856",2,6,11,11.5,"base","7.5",62
"CB4856",2,6,11,11.5,"base","11.5",NA
"CB4856",2,6,11,11.5,"base","12",NA
"CB4856",2,6,11,11.5,"base","12.5",NA
"CB4856",2,6,11,11.5,"base","13",NA
"CB4856",2,6,11,11.5,"base","15",NA
"CB4856",2,6,11,11.5,"base","17.5",NA
"CB4856",2,6,11,11.5,"base","18",NA
"CB4856",2,6,11,11.5,"base","18.5",NA
"CB4856",2,6,11,11.5,"base","19",NA
"CB4856",2,6,11,11.5,"base","19.5",NA
"CB4856",2,6,11,11.5,"base","20",NA
"CB4856",2,6,11,11.5,"base","20.5",NA
"CB4856",2,6,11,11.5,"base","22",NA
"CB4856",2,6,11,11.5,"base","22.5",NA
"CB4856",2,6,11,11.5,"base","23",NA
"CB4856",2,6,11,11.5,"base","23.5",NA
"CB4856",2,6,11,11.5,"base","24",NA
"CB4856",2,6,12,11.5,"stim","6.5",13
"CB4856",2,6,12,11.5,"stim","7",0
"CB4856",2,6,12,11.5,"stim","7.5",7
"CB4856",2,6,12,11.5,"stim","11.5",NA
"CB4856",2,6,12,11.5,"stim","12",NA
"CB4856",2,6,12,11.5,"stim","12.5",NA
"CB4856",2,6,12,11.5,"stim","13",NA
"CB4856",2,6,12,11.5,"stim","15",NA
"CB4856",2,6,12,11.5,"stim","17.5",NA
"CB4856",2,6,12,11.5,"stim","18",NA
"CB4856",2,6,12,11.5,"stim","18.5",NA
"CB4856",2,6,12,11.5,"stim","19",NA
"CB4856",2,6,12,11.5,"stim","19.5",NA
"CB4856",2,6,12,11.5,"stim","20",NA
"CB4856",2,6,12,11.5,"stim","20.5",NA
"CB4856",2,6,12,11.5,"stim","22",NA
"CB4856",2,6,12,11.5,"stim","22.5",NA
"CB4856",2,6,12,11.5,"stim","23",NA
"CB4856",2,6,12,11.5,"stim","23.5",NA
"CB4856",2,6,12,11.5,"stim","24",NA
"CB4856",2,6,12,11.5,"base","6.5",6
"CB4856",2,6,12,11.5,"base","7",16
"CB4856",2,6,12,11.5,"base","7.5",16
"CB4856",2,6,12,11.5,"base","11.5",NA
"CB4856",2,6,12,11.5,"base","12",NA
"CB4856",2,6,12,11.5,"base","12.5",NA
"CB4856",2,6,12,11.5,"base","13",NA
"CB4856",2,6,12,11.5,"base","15",NA
"CB4856",2,6,12,11.5,"base","17.5",NA
"CB4856",2,6,12,11.5,"base","18",NA
"CB4856",2,6,12,11.5,"base","18.5",NA
"CB4856",2,6,12,11.5,"base","19",NA
"CB4856",2,6,12,11.5,"base","19.5",NA
"CB4856",2,6,12,11.5,"base","20",NA
"CB4856",2,6,12,11.5,"base","20.5",NA
"CB4856",2,6,12,11.5,"base","22",NA
"CB4856",2,6,12,11.5,"base","22.5",NA
"CB4856",2,6,12,11.5,"base","23",NA
"CB4856",2,6,12,11.5,"base","23.5",NA
"CB4856",2,6,12,11.5,"base","24",NA
"CB4856",2,6,13,11.5,"stim","6.5",178
"CB4856",2,6,13,11.5,"stim","7",3
"CB4856",2,6,13,11.5,"stim","7.5",5
"CB4856",2,6,13,11.5,"stim","11.5",NA
"CB4856",2,6,13,11.5,"stim","12",NA
"CB4856",2,6,13,11.5,"stim","12.5",NA
"CB4856",2,6,13,11.5,"stim","13",NA
"CB4856",2,6,13,11.5,"stim","15",NA
"CB4856",2,6,13,11.5,"stim","17.5",NA
"CB4856",2,6,13,11.5,"stim","18",NA
"CB4856",2,6,13,11.5,"stim","18.5",NA
"CB4856",2,6,13,11.5,"stim","19",NA
"CB4856",2,6,13,11.5,"stim","19.5",NA
"CB4856",2,6,13,11.5,"stim","20",NA
"CB4856",2,6,13,11.5,"stim","20.5",NA
"CB4856",2,6,13,11.5,"stim","22",NA
"CB4856",2,6,13,11.5,"stim","22.5",NA
"CB4856",2,6,13,11.5,"stim","23",NA
"CB4856",2,6,13,11.5,"stim","23.5",NA
"CB4856",2,6,13,11.5,"stim","24",NA
"CB4856",2,6,13,11.5,"base","6.5",6
"CB4856",2,6,13,11.5,"base","7",0
"CB4856",2,6,13,11.5,"base","7.5",225
"CB4856",2,6,13,11.5,"base","11.5",NA
"CB4856",2,6,13,11.5,"base","12",NA
"CB4856",2,6,13,11.5,"base","12.5",NA
"CB4856",2,6,13,11.5,"base","13",NA
"CB4856",2,6,13,11.5,"base","15",NA
"CB4856",2,6,13,11.5,"base","17.5",NA
"CB4856",2,6,13,11.5,"base","18",NA
"CB4856",2,6,13,11.5,"base","18.5",NA
"CB4856",2,6,13,11.5,"base","19",NA
"CB4856",2,6,13,11.5,"base","19.5",NA
"CB4856",2,6,13,11.5,"base","20",NA
"CB4856",2,6,13,11.5,"base","20.5",NA
"CB4856",2,6,13,11.5,"base","22",NA
"CB4856",2,6,13,11.5,"base","22.5",NA
"CB4856",2,6,13,11.5,"base","23",NA
"CB4856",2,6,13,11.5,"base","23.5",NA
"CB4856",2,6,13,11.5,"base","24",NA
"CB4856",2,6,14,11.5,"stim","6.5",224
"CB4856",2,6,14,11.5,"stim","7",48
"CB4856",2,6,14,11.5,"stim","7.5",0
"CB4856",2,6,14,11.5,"stim","11.5",NA
"CB4856",2,6,14,11.5,"stim","12",NA
"CB4856",2,6,14,11.5,"stim","12.5",NA
"CB4856",2,6,14,11.5,"stim","13",NA
"CB4856",2,6,14,11.5,"stim","15",NA
"CB4856",2,6,14,11.5,"stim","17.5",NA
"CB4856",2,6,14,11.5,"stim","18",NA
"CB4856",2,6,14,11.5,"stim","18.5",NA
"CB4856",2,6,14,11.5,"stim","19",NA
"CB4856",2,6,14,11.5,"stim","19.5",NA
"CB4856",2,6,14,11.5,"stim","20",NA
"CB4856",2,6,14,11.5,"stim","20.5",NA
"CB4856",2,6,14,11.5,"stim","22",NA
"CB4856",2,6,14,11.5,"stim","22.5",NA
"CB4856",2,6,14,11.5,"stim","23",NA
"CB4856",2,6,14,11.5,"stim","23.5",NA
"CB4856",2,6,14,11.5,"stim","24",NA
"CB4856",2,6,14,11.5,"base","6.5",164
"CB4856",2,6,14,11.5,"base","7",95
"CB4856",2,6,14,11.5,"base","7.5",31
"CB4856",2,6,14,11.5,"base","11.5",NA
"CB4856",2,6,14,11.5,"base","12",NA
"CB4856",2,6,14,11.5,"base","12.5",NA
"CB4856",2,6,14,11.5,"base","13",NA
"CB4856",2,6,14,11.5,"base","15",NA
"CB4856",2,6,14,11.5,"base","17.5",NA
"CB4856",2,6,14,11.5,"base","18",NA
"CB4856",2,6,14,11.5,"base","18.5",NA
"CB4856",2,6,14,11.5,"base","19",NA
"CB4856",2,6,14,11.5,"base","19.5",NA
"CB4856",2,6,14,11.5,"base","20",NA
"CB4856",2,6,14,11.5,"base","20.5",NA
"CB4856",2,6,14,11.5,"base","22",NA
"CB4856",2,6,14,11.5,"base","22.5",NA
"CB4856",2,6,14,11.5,"base","23",NA
"CB4856",2,6,14,11.5,"base","23.5",NA
"CB4856",2,6,14,11.5,"base","24",NA
"CB4856",2,6,15,13,"stim","6.5",380
"CB4856",2,6,15,13,"stim","7",124
"CB4856",2,6,15,13,"stim","7.5",167
"CB4856",2,6,15,13,"stim","11.5",170
"CB4856",2,6,15,13,"stim","12",0
