"strain","tech_rep","bio_rep","rep","life_span","activity_type","time_d","activity"
"CB4856",1,3,18,12.5,"base","5",30
"CB4856",1,3,18,12.5,"base","9",100
"CB4856",1,3,18,12.5,"base","12.5",NA
"CB4856",1,3,18,12.5,"base","15.5",NA
"CB4856",1,3,18,12.5,"base","20.5",NA
"CB4856",1,3,18,12.5,"base","23.5",NA
"CB4856",1,3,19,NA,"stim","1.5",0
"CB4856",1,3,19,NA,"stim","5",0
"CB4856",1,3,19,NA,"stim","9",0
"CB4856",1,3,19,NA,"stim","12.5",0
"CB4856",1,3,19,NA,"stim","15.5",0
"CB4856",1,3,19,NA,"stim","20.5",0
"CB4856",1,3,19,NA,"stim","23.5",0
"CB4856",1,3,19,NA,"base","1.5",0
"CB4856",1,3,19,NA,"base","5",0
"CB4856",1,3,19,NA,"base","9",0
"CB4856",1,3,19,NA,"base","12.5",0
"CB4856",1,3,19,NA,"base","15.5",0
"CB4856",1,3,19,NA,"base","20.5",0
"CB4856",1,3,19,NA,"base","23.5",0
"CB4856",1,3,20,NA,"stim","1.5",0
"CB4856",1,3,20,NA,"stim","5",0
"CB4856",1,3,20,NA,"stim","9",0
"CB4856",1,3,20,NA,"stim","12.5",0
"CB4856",1,3,20,NA,"stim","15.5",0
"CB4856",1,3,20,NA,"stim","20.5",0
"CB4856",1,3,20,NA,"stim","23.5",0
"CB4856",1,3,20,NA,"base","1.5",0
"CB4856",1,3,20,NA,"base","5",0
"CB4856",1,3,20,NA,"base","9",0
"CB4856",1,3,20,NA,"base","12.5",0
"CB4856",1,3,20,NA,"base","15.5",0
"CB4856",1,3,20,NA,"base","20.5",0
"CB4856",1,3,20,NA,"base","23.5",0
"CX11314",1,3,1,23.5,"stim","1.5",0
"CX11314",1,3,1,23.5,"stim","5",0
"CX11314",1,3,1,23.5,"stim","9",21
"CX11314",1,3,1,23.5,"stim","12.5",0
"CX11314",1,3,1,23.5,"stim","15.5",0
"CX11314",1,3,1,23.5,"stim","20.5",9
"CX11314",1,3,1,23.5,"stim","23.5",NA
"CX11314",1,3,1,23.5,"base","1.5",95
"CX11314",1,3,1,23.5,"base","5",23
"CX11314",1,3,1,23.5,"base","9",0
"CX11314",1,3,1,23.5,"base","12.5",0
"CX11314",1,3,1,23.5,"base","15.5",0
"CX11314",1,3,1,23.5,"base","20.5",0
"CX11314",1,3,1,23.5,"base","23.5",NA
"CX11314",1,3,2,20.5,"stim","1.5",10
"CX11314",1,3,2,20.5,"stim","5",61
"CX11314",1,3,2,20.5,"stim","9",88
"CX11314",1,3,2,20.5,"stim","12.5",48
"CX11314",1,3,2,20.5,"stim","15.5",56
"CX11314",1,3,2,20.5,"stim","20.5",NA
"CX11314",1,3,2,20.5,"stim","23.5",NA
"CX11314",1,3,2,20.5,"base","1.5",5
"CX11314",1,3,2,20.5,"base","5",49
"CX11314",1,3,2,20.5,"base","9",101
"CX11314",1,3,2,20.5,"base","12.5",50
"CX11314",1,3,2,20.5,"base","15.5",47
"CX11314",1,3,2,20.5,"base","20.5",NA
"CX11314",1,3,2,20.5,"base","23.5",NA
"CX11314",1,3,3,12.5,"stim","1.5",2
"CX11314",1,3,3,12.5,"stim","5",167
"CX11314",1,3,3,12.5,"stim","9",228
"CX11314",1,3,3,12.5,"stim","12.5",NA
"CX11314",1,3,3,12.5,"stim","15.5",NA
"CX11314",1,3,3,12.5,"stim","20.5",NA
"CX11314",1,3,3,12.5,"stim","23.5",NA
"CX11314",1,3,3,12.5,"base","1.5",48
"CX11314",1,3,3,12.5,"base","5",43
"CX11314",1,3,3,12.5,"base","9",178
"CX11314",1,3,3,12.5,"base","12.5",NA
"CX11314",1,3,3,12.5,"base","15.5",NA
"CX11314",1,3,3,12.5,"base","20.5",NA
"CX11314",1,3,3,12.5,"base","23.5",NA
"CX11314",1,3,4,NA,"stim","1.5",0
"CX11314",1,3,4,NA,"stim","5",0
"CX11314",1,3,4,NA,"stim","9",0
"CX11314",1,3,4,NA,"stim","12.5",0
"CX11314",1,3,4,NA,"stim","15.5",0
"CX11314",1,3,4,NA,"stim","20.5",0
"CX11314",1,3,4,NA,"stim","23.5",0
"CX11314",1,3,4,NA,"base","1.5",0
"CX11314",1,3,4,NA,"base","5",0
"CX11314",1,3,4,NA,"base","9",0
"CX11314",1,3,4,NA,"base","12.5",0
"CX11314",1,3,4,NA,"base","15.5",0
"CX11314",1,3,4,NA,"base","20.5",0
"CX11314",1,3,4,NA,"base","23.5",0
"CX11314",1,3,5,20.5,"stim","1.5",35
"CX11314",1,3,5,20.5,"stim","5",246
"CX11314",1,3,5,20.5,"stim","9",271
"CX11314",1,3,5,20.5,"stim","12.5",16
"CX11314",1,3,5,20.5,"stim","15.5",34
"CX11314",1,3,5,20.5,"stim","20.5",NA
"CX11314",1,3,5,20.5,"stim","23.5",NA
"CX11314",1,3,5,20.5,"base","1.5",58
"CX11314",1,3,5,20.5,"base","5",284
"CX11314",1,3,5,20.5,"base","9",66
"CX11314",1,3,5,20.5,"base","12.5",14
"CX11314",1,3,5,20.5,"base","15.5",35
"CX11314",1,3,5,20.5,"base","20.5",NA
"CX11314",1,3,5,20.5,"base","23.5",NA
"CX11314",1,3,6,23.5,"stim","1.5",139
"CX11314",1,3,6,23.5,"stim","5",224
"CX11314",1,3,6,23.5,"stim","9",206
"CX11314",1,3,6,23.5,"stim","12.5",3
"CX11314",1,3,6,23.5,"stim","15.5",0
"CX11314",1,3,6,23.5,"stim","20.5",0
"CX11314",1,3,6,23.5,"stim","23.5",NA
"CX11314",1,3,6,23.5,"base","1.5",101
"CX11314",1,3,6,23.5,"base","5",246
"CX11314",1,3,6,23.5,"base","9",169
"CX11314",1,3,6,23.5,"base","12.5",0
"CX11314",1,3,6,23.5,"base","15.5",0
"CX11314",1,3,6,23.5,"base","20.5",7
"CX11314",1,3,6,23.5,"base","23.5",NA
"CX11314",1,3,7,23.5,"stim","1.5",0
"CX11314",1,3,7,23.5,"stim","5",59
"CX11314",1,3,7,23.5,"stim","9",63
"CX11314",1,3,7,23.5,"stim","12.5",0
"CX11314",1,3,7,23.5,"stim","15.5",0
"CX11314",1,3,7,23.5,"stim","20.5",0
"CX11314",1,3,7,23.5,"stim","23.5",NA
"CX11314",1,3,7,23.5,"base","1.5",108
"CX11314",1,3,7,23.5,"base","5",2
"CX11314",1,3,7,23.5,"base","9",185
"CX11314",1,3,7,23.5,"base","12.5",0
"CX11314",1,3,7,23.5,"base","15.5",0
"CX11314",1,3,7,23.5,"base","20.5",15
"CX11314",1,3,7,23.5,"base","23.5",NA
"CX11314",1,3,8,9,"stim","1.5",29
"CX11314",1,3,8,9,"stim","5",56
"CX11314",1,3,8,9,"stim","9",NA
"CX11314",1,3,8,9,"stim","12.5",NA
"CX11314",1,3,8,9,"stim","15.5",NA
"CX11314",1,3,8,9,"stim","20.5",NA
"CX11314",1,3,8,9,"stim","23.5",NA
"CX11314",1,3,8,9,"base","1.5",0
"CX11314",1,3,8,9,"base","5",58
"CX11314",1,3,8,9,"base","9",NA
"CX11314",1,3,8,9,"base","12.5",NA
"CX11314",1,3,8,9,"base","15.5",NA
"CX11314",1,3,8,9,"base","20.5",NA
"CX11314",1,3,8,9,"base","23.5",NA
"CX11314",1,3,9,9,"stim","1.5",46
"CX11314",1,3,9,9,"stim","5",2
"CX11314",1,3,9,9,"stim","9",NA
"CX11314",1,3,9,9,"stim","12.5",NA
"CX11314",1,3,9,9,"stim","15.5",NA
"CX11314",1,3,9,9,"stim","20.5",NA
"CX11314",1,3,9,9,"stim","23.5",NA
"CX11314",1,3,9,9,"base","1.5",22
"CX11314",1,3,9,9,"base","5",113
"CX11314",1,3,9,9,"base","9",NA
"CX11314",1,3,9,9,"base","12.5",NA
"CX11314",1,3,9,9,"base","15.5",NA
"CX11314",1,3,9,9,"base","20.5",NA
"CX11314",1,3,9,9,"base","23.5",NA
"CX11314",1,3,10,20.5,"stim","1.5",72
"CX11314",1,3,10,20.5,"stim","5",418
"CX11314",1,3,10,20.5,"stim","9",80
"CX11314",1,3,10,20.5,"stim","12.5",0
"CX11314",1,3,10,20.5,"stim","15.5",57
"CX11314",1,3,10,20.5,"stim","20.5",NA
"CX11314",1,3,10,20.5,"stim","23.5",NA
"CX11314",1,3,10,20.5,"base","1.5",166
"CX11314",1,3,10,20.5,"base","5",402
"CX11314",1,3,10,20.5,"base","9",186
"CX11314",1,3,10,20.5,"base","12.5",0
"CX11314",1,3,10,20.5,"base","15.5",0
"CX11314",1,3,10,20.5,"base","20.5",NA
"CX11314",1,3,10,20.5,"base","23.5",NA
"CX11314",1,3,11,15.5,"stim","1.5",299
"CX11314",1,3,11,15.5,"stim","5",232
"CX11314",1,3,11,15.5,"stim","9",68
"CX11314",1,3,11,15.5,"stim","12.5",163
"CX11314",1,3,11,15.5,"stim","15.5",NA
"CX11314",1,3,11,15.5,"stim","20.5",NA
"CX11314",1,3,11,15.5,"stim","23.5",NA
"CX11314",1,3,11,15.5,"base","1.5",6
"CX11314",1,3,11,15.5,"base","5",192
"CX11314",1,3,11,15.5,"base","9",141
"CX11314",1,3,11,15.5,"base","12.5",0
"CX11314",1,3,11,15.5,"base","15.5",NA
"CX11314",1,3,11,15.5,"base","20.5",NA
"CX11314",1,3,11,15.5,"base","23.5",NA
"CX11314",1,3,12,20.5,"stim","1.5",26
"CX11314",1,3,12,20.5,"stim","5",93
"CX11314",1,3,12,20.5,"stim","9",82
"CX11314",1,3,12,20.5,"stim","12.5",30
"CX11314",1,3,12,20.5,"stim","15.5",135
"CX11314",1,3,12,20.5,"stim","20.5",NA
"CX11314",1,3,12,20.5,"stim","23.5",NA
"CX11314",1,3,12,20.5,"base","1.5",20
"CX11314",1,3,12,20.5,"base","5",125
"CX11314",1,3,12,20.5,"base","9",37
"CX11314",1,3,12,20.5,"base","12.5",47
"CX11314",1,3,12,20.5,"base","15.5",132
"CX11314",1,3,12,20.5,"base","20.5",NA
"CX11314",1,3,12,20.5,"base","23.5",NA
"CX11314",1,3,13,20.5,"stim","1.5",25
"CX11314",1,3,13,20.5,"stim","5",124
"CX11314",1,3,13,20.5,"stim","9",16
"CX11314",1,3,13,20.5,"stim","12.5",0
"CX11314",1,3,13,20.5,"stim","15.5",37
"CX11314",1,3,13,20.5,"stim","20.5",NA
"CX11314",1,3,13,20.5,"stim","23.5",NA
"CX11314",1,3,13,20.5,"base","1.5",0
"CX11314",1,3,13,20.5,"base","5",105
"CX11314",1,3,13,20.5,"base","9",10
"CX11314",1,3,13,20.5,"base","12.5",0
"CX11314",1,3,13,20.5,"base","15.5",4
"CX11314",1,3,13,20.5,"base","20.5",NA
"CX11314",1,3,13,20.5,"base","23.5",NA
"CX11314",1,3,14,NA,"stim","1.5",0
"CX11314",1,3,14,NA,"stim","5",0
"CX11314",1,3,14,NA,"stim","9",0
"CX11314",1,3,14,NA,"stim","12.5",0
"CX11314",1,3,14,NA,"stim","15.5",0
"CX11314",1,3,14,NA,"stim","20.5",0
"CX11314",1,3,14,NA,"stim","23.5",0
"CX11314",1,3,14,NA,"base","1.5",0
"CX11314",1,3,14,NA,"base","5",0
"CX11314",1,3,14,NA,"base","9",0
"CX11314",1,3,14,NA,"base","12.5",0
"CX11314",1,3,14,NA,"base","15.5",0
"CX11314",1,3,14,NA,"base","20.5",0
"CX11314",1,3,14,NA,"base","23.5",0
"CX11314",1,3,15,15.5,"stim","1.5",39
"CX11314",1,3,15,15.5,"stim","5",143
"CX11314",1,3,15,15.5,"stim","9",58
"CX11314",1,3,15,15.5,"stim","12.5",7
"CX11314",1,3,15,15.5,"stim","15.5",NA
"CX11314",1,3,15,15.5,"stim","20.5",NA
"CX11314",1,3,15,15.5,"stim","23.5",NA
"CX11314",1,3,15,15.5,"base","1.5",85
"CX11314",1,3,15,15.5,"base","5",267
"CX11314",1,3,15,15.5,"base","9",49
"CX11314",1,3,15,15.5,"base","12.5",1
"CX11314",1,3,15,15.5,"base","15.5",NA
"CX11314",1,3,15,15.5,"base","20.5",NA
"CX11314",1,3,15,15.5,"base","23.5",NA
"CX11314",1,3,16,20.5,"stim","1.5",37
"CX11314",1,3,16,20.5,"stim","5",40
"CX11314",1,3,16,20.5,"stim","9",200
"CX11314",1,3,16,20.5,"stim","12.5",75
"CX11314",1,3,16,20.5,"stim","15.5",116
"CX11314",1,3,16,20.5,"stim","20.5",NA
"CX11314",1,3,16,20.5,"stim","23.5",NA
"CX11314",1,3,16,20.5,"base","1.5",116
"CX11314",1,3,16,20.5,"base","5",36
"CX11314",1,3,16,20.5,"base","9",48
"CX11314",1,3,16,20.5,"base","12.5",96
"CX11314",1,3,16,20.5,"base","15.5",0
"CX11314",1,3,16,20.5,"base","20.5",NA
"CX11314",1,3,16,20.5,"base","23.5",NA
"CX11314",1,3,17,23.5,"stim","1.5",210
"CX11314",1,3,17,23.5,"stim","5",196
"CX11314",1,3,17,23.5,"stim","9",166
"CX11314",1,3,17,23.5,"stim","12.5",6
"CX11314",1,3,17,23.5,"stim","15.5",40
"CX11314",1,3,17,23.5,"stim","20.5",18
"CX11314",1,3,17,23.5,"stim","23.5",NA
"CX11314",1,3,17,23.5,"base","1.5",218
"CX11314",1,3,17,23.5,"base","5",39
"CX11314",1,3,17,23.5,"base","9",96
"CX11314",1,3,17,23.5,"base","12.5",7
"CX11314",1,3,17,23.5,"base","15.5",0
"CX11314",1,3,17,23.5,"base","20.5",0
"CX11314",1,3,17,23.5,"base","23.5",NA
"CX11314",1,3,18,NA,"stim","1.5",0
"CX11314",1,3,18,NA,"stim","5",0
"CX11314",1,3,18,NA,"stim","9",0
"CX11314",1,3,18,NA,"stim","12.5",0
"CX11314",1,3,18,NA,"stim","15.5",0
"CX11314",1,3,18,NA,"stim","20.5",0
"CX11314",1,3,18,NA,"stim","23.5",0
"CX11314",1,3,18,NA,"base","1.5",0
"CX11314",1,3,18,NA,"base","5",0
"CX11314",1,3,18,NA,"base","9",0
"CX11314",1,3,18,NA,"base","12.5",0
"CX11314",1,3,18,NA,"base","15.5",0
"CX11314",1,3,18,NA,"base","20.5",0
"CX11314",1,3,18,NA,"base","23.5",0
"CX11314",1,3,19,NA,"stim","1.5",0
"CX11314",1,3,19,NA,"stim","5",0
"CX11314",1,3,19,NA,"stim","9",0
"CX11314",1,3,19,NA,"stim","12.5",0
"CX11314",1,3,19,NA,"stim","15.5",0
"CX11314",1,3,19,NA,"stim","20.5",0
"CX11314",1,3,19,NA,"stim","23.5",0
"CX11314",1,3,19,NA,"base","1.5",0
"CX11314",1,3,19,NA,"base","5",0
"CX11314",1,3,19,NA,"base","9",0
"CX11314",1,3,19,NA,"base","12.5",0
"CX11314",1,3,19,NA,"base","15.5",0
"CX11314",1,3,19,NA,"base","20.5",0
"CX11314",1,3,19,NA,"base","23.5",0
"CX11314",1,3,20,NA,"stim","1.5",0
"CX11314",1,3,20,NA,"stim","5",0
"CX11314",1,3,20,NA,"stim","9",0
"CX11314",1,3,20,NA,"stim","12.5",0
"CX11314",1,3,20,NA,"stim","15.5",0
"CX11314",1,3,20,NA,"stim","20.5",0
"CX11314",1,3,20,NA,"stim","23.5",0
"CX11314",1,3,20,NA,"base","1.5",0
"CX11314",1,3,20,NA,"base","5",0
"CX11314",1,3,20,NA,"base","9",0
"CX11314",1,3,20,NA,"base","12.5",0
"CX11314",1,3,20,NA,"base","15.5",0
"CX11314",1,3,20,NA,"base","20.5",0
"CX11314",1,3,20,NA,"base","23.5",0
"DL238",1,3,1,12.5,"stim","1.5",369
"DL238",1,3,1,12.5,"stim","5",51
