"strain","rep","life_span","activity_type","time_d","activity"
"CX11314",5,22,"stim","3",92
"CX11314",5,22,"stim","4.5",85
"CX11314",5,22,"stim","6",33
"CX11314",5,22,"stim","8",61
"CX11314",5,22,"stim","9.5",45
"CX11314",5,22,"stim","11.5",125
"CX11314",5,22,"stim","13",21
"CX11314",5,22,"stim","15",5
"CX11314",5,22,"stim","17",75
"CX11314",5,22,"stim","19",30
"CX11314",5,22,"stim","22",NA
"CX11314",5,22,"stim","26.5",NA
"CX11314",5,22,"stim","30",NA
"CX11314",5,22,"stim","33.5",NA
"CX11314",5,22,"base","1.5",9
"CX11314",5,22,"base","3",123
"CX11314",5,22,"base","4.5",149
"CX11314",5,22,"base","6",104
"CX11314",5,22,"base","8",109
"CX11314",5,22,"base","9.5",82
"CX11314",5,22,"base","11.5",52
"CX11314",5,22,"base","13",40
"CX11314",5,22,"base","15",22
"CX11314",5,22,"base","17",56
"CX11314",5,22,"base","19",20
"CX11314",5,22,"base","22",NA
"CX11314",5,22,"base","26.5",NA
"CX11314",5,22,"base","30",NA
"CX11314",5,22,"base","33.5",NA
"CX11314",6,19,"stim","1.5",67
"CX11314",6,19,"stim","3",24
"CX11314",6,19,"stim","4.5",95
"CX11314",6,19,"stim","6",123
"CX11314",6,19,"stim","8",101
"CX11314",6,19,"stim","9.5",114
"CX11314",6,19,"stim","11.5",129
"CX11314",6,19,"stim","13",0
"CX11314",6,19,"stim","15",0
"CX11314",6,19,"stim","17",17
"CX11314",6,19,"stim","19",NA
"CX11314",6,19,"stim","22",NA
"CX11314",6,19,"stim","26.5",NA
"CX11314",6,19,"stim","30",NA
"CX11314",6,19,"stim","33.5",NA
"CX11314",6,19,"base","1.5",102
"CX11314",6,19,"base","3",0
"CX11314",6,19,"base","4.5",29
"CX11314",6,19,"base","6",75
"CX11314",6,19,"base","8",24
"CX11314",6,19,"base","9.5",75
"CX11314",6,19,"base","11.5",0
"CX11314",6,19,"base","13",0
"CX11314",6,19,"base","15",0
"CX11314",6,19,"base","17",0
"CX11314",6,19,"base","19",NA
"CX11314",6,19,"base","22",NA
"CX11314",6,19,"base","26.5",NA
"CX11314",6,19,"base","30",NA
"CX11314",6,19,"base","33.5",NA
"CX11314",7,26.5,"stim","1.5",109
"CX11314",7,26.5,"stim","3",118
"CX11314",7,26.5,"stim","4.5",85
"CX11314",7,26.5,"stim","6",54
"CX11314",7,26.5,"stim","8",13
"CX11314",7,26.5,"stim","9.5",5
"CX11314",7,26.5,"stim","11.5",136
"CX11314",7,26.5,"stim","13",43
"CX11314",7,26.5,"stim","15",183
"CX11314",7,26.5,"stim","17",0
"CX11314",7,26.5,"stim","19",0
"CX11314",7,26.5,"stim","22",23
"CX11314",7,26.5,"stim","26.5",NA
"CX11314",7,26.5,"stim","30",NA
"CX11314",7,26.5,"stim","33.5",NA
"CX11314",7,26.5,"base","1.5",121
"CX11314",7,26.5,"base","3",93
"CX11314",7,26.5,"base","4.5",33
"CX11314",7,26.5,"base","6",67
"CX11314",7,26.5,"base","8",226
"CX11314",7,26.5,"base","9.5",101
"CX11314",7,26.5,"base","11.5",70
"CX11314",7,26.5,"base","13",37
"CX11314",7,26.5,"base","15",166
"CX11314",7,26.5,"base","17",0
"CX11314",7,26.5,"base","19",0
"CX11314",7,26.5,"base","22",37
"CX11314",7,26.5,"base","26.5",NA
"CX11314",7,26.5,"base","30",NA
"CX11314",7,26.5,"base","33.5",NA
"CX11314",8,19,"stim","1.5",66
"CX11314",8,19,"stim","3",55
"CX11314",8,19,"stim","4.5",28
"CX11314",8,19,"stim","6",101
"CX11314",8,19,"stim","8",159
"CX11314",8,19,"stim","9.5",78
"CX11314",8,19,"stim","11.5",13
"CX11314",8,19,"stim","13",97
"CX11314",8,19,"stim","15",87
"CX11314",8,19,"stim","17",0
"CX11314",8,19,"stim","19",NA
"CX11314",8,19,"stim","22",NA
"CX11314",8,19,"stim","26.5",NA
"CX11314",8,19,"stim","30",NA
"CX11314",8,19,"stim","33.5",NA
"CX11314",8,19,"base","1.5",128
"CX11314",8,19,"base","3",10
"CX11314",8,19,"base","4.5",0
"CX11314",8,19,"base","6",49
"CX11314",8,19,"base","8",101
"CX11314",8,19,"base","9.5",153
"CX11314",8,19,"base","11.5",0
"CX11314",8,19,"base","13",110
"CX11314",8,19,"base","15",24
"CX11314",8,19,"base","17",16
"CX11314",8,19,"base","19",NA
"CX11314",8,19,"base","22",NA
"CX11314",8,19,"base","26.5",NA
"CX11314",8,19,"base","30",NA
"CX11314",8,19,"base","33.5",NA
"CX11314",9,11.5,"stim","1.5",163
"CX11314",9,11.5,"stim","3",87
"CX11314",9,11.5,"stim","4.5",0
"CX11314",9,11.5,"stim","6",35
"CX11314",9,11.5,"stim","8",140
"CX11314",9,11.5,"stim","9.5",247
"CX11314",9,11.5,"stim","11.5",NA
"CX11314",9,11.5,"stim","13",NA
"CX11314",9,11.5,"stim","15",NA
"CX11314",9,11.5,"stim","17",NA
"CX11314",9,11.5,"stim","19",NA
"CX11314",9,11.5,"stim","22",NA
"CX11314",9,11.5,"stim","26.5",NA
"CX11314",9,11.5,"stim","30",NA
"CX11314",9,11.5,"stim","33.5",NA
"CX11314",9,11.5,"base","1.5",0
"CX11314",9,11.5,"base","3",31
"CX11314",9,11.5,"base","4.5",102
"CX11314",9,11.5,"base","6",33
"CX11314",9,11.5,"base","8",10
"CX11314",9,11.5,"base","9.5",220
"CX11314",9,11.5,"base","11.5",NA
"CX11314",9,11.5,"base","13",NA
"CX11314",9,11.5,"base","15",NA
"CX11314",9,11.5,"base","17",NA
"CX11314",9,11.5,"base","19",NA
"CX11314",9,11.5,"base","22",NA
"CX11314",9,11.5,"base","26.5",NA
"CX11314",9,11.5,"base","30",NA
"CX11314",9,11.5,"base","33.5",NA
"CX11314",10,22,"stim","1.5",138
"CX11314",10,22,"stim","3",73
"CX11314",10,22,"stim","4.5",109
"CX11314",10,22,"stim","6",39
"CX11314",10,22,"stim","8",34
"CX11314",10,22,"stim","9.5",166
"CX11314",10,22,"stim","11.5",20
"CX11314",10,22,"stim","13",136
"CX11314",10,22,"stim","15",173
"CX11314",10,22,"stim","17",3
"CX11314",10,22,"stim","19",8
"CX11314",10,22,"stim","22",NA
"CX11314",10,22,"stim","26.5",NA
"CX11314",10,22,"stim","30",NA
"CX11314",10,22,"stim","33.5",NA
"CX11314",10,22,"base","1.5",0
"CX11314",10,22,"base","3",14
"CX11314",10,22,"base","4.5",60
"CX11314",10,22,"base","6",2
"CX11314",10,22,"base","8",86
"CX11314",10,22,"base","9.5",88
"CX11314",10,22,"base","11.5",41
"CX11314",10,22,"base","13",149
"CX11314",10,22,"base","15",92
"CX11314",10,22,"base","17",106
"CX11314",10,22,"base","19",2
"CX11314",10,22,"base","22",NA
"CX11314",10,22,"base","26.5",NA
"CX11314",10,22,"base","30",NA
"CX11314",10,22,"base","33.5",NA
"CX11314",11,17,"stim","1.5",81
"CX11314",11,17,"stim","3",38
"CX11314",11,17,"stim","4.5",113
"CX11314",11,17,"stim","6",71
"CX11314",11,17,"stim","8",61
"CX11314",11,17,"stim","9.5",31
"CX11314",11,17,"stim","11.5",98
"CX11314",11,17,"stim","13",50
"CX11314",11,17,"stim","15",93
"CX11314",11,17,"stim","17",NA
"CX11314",11,17,"stim","19",NA
"CX11314",11,17,"stim","22",NA
"CX11314",11,17,"stim","26.5",NA
"CX11314",11,17,"stim","30",NA
"CX11314",11,17,"stim","33.5",NA
"CX11314",11,17,"base","1.5",87
"CX11314",11,17,"base","3",50
"CX11314",11,17,"base","4.5",174
"CX11314",11,17,"base","6",20
"CX11314",11,17,"base","8",201
"CX11314",11,17,"base","9.5",60
"CX11314",11,17,"base","11.5",77
"CX11314",11,17,"base","13",18
"CX11314",11,17,"base","15",27
"CX11314",11,17,"base","17",NA
"CX11314",11,17,"base","19",NA
"CX11314",11,17,"base","22",NA
"CX11314",11,17,"base","26.5",NA
"CX11314",11,17,"base","30",NA
"CX11314",11,17,"base","33.5",NA
"CX11314",12,22,"stim","1.5",172
"CX11314",12,22,"stim","3",109
"CX11314",12,22,"stim","4.5",35
"CX11314",12,22,"stim","6",245
"CX11314",12,22,"stim","8",29
"CX11314",12,22,"stim","9.5",127
"CX11314",12,22,"stim","11.5",84
"CX11314",12,22,"stim","13",204
"CX11314",12,22,"stim","15",73
"CX11314",12,22,"stim","17",85
"CX11314",12,22,"stim","19",5
"CX11314",12,22,"stim","22",NA
"CX11314",12,22,"stim","26.5",NA
"CX11314",12,22,"stim","30",NA
"CX11314",12,22,"stim","33.5",NA
"CX11314",12,22,"base","1.5",151
"CX11314",12,22,"base","3",66
"CX11314",12,22,"base","4.5",31
"CX11314",12,22,"base","6",51
"CX11314",12,22,"base","8",120
"CX11314",12,22,"base","9.5",137
"CX11314",12,22,"base","11.5",210
"CX11314",12,22,"base","13",122
"CX11314",12,22,"base","15",87
"CX11314",12,22,"base","17",51
"CX11314",12,22,"base","19",36
"CX11314",12,22,"base","22",NA
"CX11314",12,22,"base","26.5",NA
"CX11314",12,22,"base","30",NA
"CX11314",12,22,"base","33.5",NA
"CX11314",13,22,"stim","1.5",124
"CX11314",13,22,"stim","3",142
"CX11314",13,22,"stim","4.5",15
"CX11314",13,22,"stim","6",260
"CX11314",13,22,"stim","8",92
"CX11314",13,22,"stim","9.5",30
"CX11314",13,22,"stim","11.5",177
"CX11314",13,22,"stim","13",197
"CX11314",13,22,"stim","15",196
"CX11314",13,22,"stim","17",37
"CX11314",13,22,"stim","19",43
"CX11314",13,22,"stim","22",NA
"CX11314",13,22,"stim","26.5",NA
"CX11314",13,22,"stim","30",NA
"CX11314",13,22,"stim","33.5",NA
"CX11314",13,22,"base","1.5",169
"CX11314",13,22,"base","3",152
"CX11314",13,22,"base","4.5",90
"CX11314",13,22,"base","6",49
"CX11314",13,22,"base","8",107
"CX11314",13,22,"base","9.5",13
"CX11314",13,22,"base","11.5",55
"CX11314",13,22,"base","13",217
"CX11314",13,22,"base","15",119
"CX11314",13,22,"base","17",11
"CX11314",13,22,"base","19",11
"CX11314",13,22,"base","22",NA
"CX11314",13,22,"base","26.5",NA
"CX11314",13,22,"base","30",NA
"CX11314",13,22,"base","33.5",NA
"CX11314",14,NA,"stim","1.5",0
"CX11314",14,NA,"stim","3",0
"CX11314",14,NA,"stim","4.5",0
"CX11314",14,NA,"stim","6",0
"CX11314",14,NA,"stim","8",0
"CX11314",14,NA,"stim","9.5",0
"CX11314",14,NA,"stim","11.5",0
"CX11314",14,NA,"stim","13",0
"CX11314",14,NA,"stim","15",0
"CX11314",14,NA,"stim","17",0
"CX11314",14,NA,"stim","19",0
"CX11314",14,NA,"stim","22",0
"CX11314",14,NA,"stim","26.5",0
"CX11314",14,NA,"stim","30",0
"CX11314",14,NA,"stim","33.5",0
"CX11314",14,NA,"base","1.5",0
"CX11314",14,NA,"base","3",0
"CX11314",14,NA,"base","4.5",0
"CX11314",14,NA,"base","6",0
"CX11314",14,NA,"base","8",0
"CX11314",14,NA,"base","9.5",0
"CX11314",14,NA,"base","11.5",0
"CX11314",14,NA,"base","13",0
"CX11314",14,NA,"base","15",0
"CX11314",14,NA,"base","17",0
"CX11314",14,NA,"base","19",0
"CX11314",14,NA,"base","22",0
"CX11314",14,NA,"base","26.5",0
"CX11314",14,NA,"base","30",0
"CX11314",14,NA,"base","33.5",0
"CX11314",15,17,"stim","1.5",135
"CX11314",15,17,"stim","3",209
"CX11314",15,17,"stim","4.5",159
"CX11314",15,17,"stim","6",151
"CX11314",15,17,"stim","8",46
"CX11314",15,17,"stim","9.5",259
"CX11314",15,17,"stim","11.5",84
"CX11314",15,17,"stim","13",43
"CX11314",15,17,"stim","15",20
"CX11314",15,17,"stim","17",NA
"CX11314",15,17,"stim","19",NA
"CX11314",15,17,"stim","22",NA
"CX11314",15,17,"stim","26.5",NA
"CX11314",15,17,"stim","30",NA
"CX11314",15,17,"stim","33.5",NA
"CX11314",15,17,"base","1.5",48
"CX11314",15,17,"base","3",103
"CX11314",15,17,"base","4.5",99
"CX11314",15,17,"base","6",98
"CX11314",15,17,"base","8",73
"CX11314",15,17,"base","9.5",169
"CX11314",15,17,"base","11.5",49
"CX11314",15,17,"base","13",1
"CX11314",15,17,"base","15",0
"CX11314",15,17,"base","17",NA
"CX11314",15,17,"base","19",NA
"CX11314",15,17,"base","22",NA
"CX11314",15,17,"base","26.5",NA
"CX11314",15,17,"base","30",NA
"CX11314",15,17,"base","33.5",NA
"CX11314",16,19,"stim","1.5",0
"CX11314",16,19,"stim","3",103
"CX11314",16,19,"stim","4.5",11
"CX11314",16,19,"stim","6",75
"CX11314",16,19,"stim","8",61
"CX11314",16,19,"stim","9.5",143
"CX11314",16,19,"stim","11.5",0
"CX11314",16,19,"stim","13",7
"CX11314",16,19,"stim","15",13
"CX11314",16,19,"stim","17",89
"CX11314",16,19,"stim","19",NA
"CX11314",16,19,"stim","22",NA
"CX11314",16,19,"stim","26.5",NA
"CX11314",16,19,"stim","30",NA
"CX11314",16,19,"stim","33.5",NA
"CX11314",16,19,"base","1.5",57
"CX11314",16,19,"base","3",38
"CX11314",16,19,"base","4.5",19
"CX11314",16,19,"base","6",269
"CX11314",16,19,"base","8",78
"CX11314",16,19,"base","9.5",193
"CX11314",16,19,"base","11.5",0
"CX11314",16,19,"base","13",0
"CX11314",16,19,"base","15",0
"CX11314",16,19,"base","17",0
"CX11314",16,19,"base","19",NA
"CX11314",16,19,"base","22",NA
"CX11314",16,19,"base","26.5",NA
"CX11314",16,19,"base","30",NA
"CX11314",16,19,"base","33.5",NA
"CX11314",17,22,"stim","1.5",128
"CX11314",17,22,"stim","3",89
"CX11314",17,22,"stim","4.5",133
"CX11314",17,22,"stim","6",222
"CX11314",17,22,"stim","8",91
"CX11314",17,22,"stim","9.5",126
"CX11314",17,22,"stim","11.5",22
"CX11314",17,22,"stim","13",14
"CX11314",17,22,"stim","15",12
"CX11314",17,22,"stim","17",0
"CX11314",17,22,"stim","19",0
"CX11314",17,22,"stim","22",NA
"CX11314",17,22,"stim","26.5",NA
"CX11314",17,22,"stim","30",NA
"CX11314",17,22,"stim","33.5",NA
"CX11314",17,22,"base","1.5",51
"CX11314",17,22,"base","3",154
"CX11314",17,22,"base","4.5",64
"CX11314",17,22,"base","6",224
"CX11314",17,22,"base","8",56
"CX11314",17,22,"base","9.5",175
"CX11314",17,22,"base","11.5",48
"CX11314",17,22,"base","13",2
"CX11314",17,22,"base","15",79
"CX11314",17,22,"base","17",15
"CX11314",17,22,"base","19",91
"CX11314",17,22,"base","22",NA
"CX11314",17,22,"base","26.5",NA
"CX11314",17,22,"base","30",NA
"CX11314",17,22,"base","33.5",NA
"CX11314",18,19,"stim","1.5",26
"CX11314",18,19,"stim","3",88
"CX11314",18,19,"stim","4.5",37
"CX11314",18,19,"stim","6",87
"CX11314",18,19,"stim","8",0
"CX11314",18,19,"stim","9.5",28
"CX11314",18,19,"stim","11.5",25
"CX11314",18,19,"stim","13",5
"CX11314",18,19,"stim","15",3
"CX11314",18,19,"stim","17",0
"CX11314",18,19,"stim","19",NA
"CX11314",18,19,"stim","22",NA
"CX11314",18,19,"stim","26.5",NA
"CX11314",18,19,"stim","30",NA
"CX11314",18,19,"stim","33.5",NA
"CX11314",18,19,"base","1.5",17
"CX11314",18,19,"base","3",92
"CX11314",18,19,"base","4.5",0
"CX11314",18,19,"base","6",74
"CX11314",18,19,"base","8",31
"CX11314",18,19,"base","9.5",41
"CX11314",18,19,"base","11.5",41
"CX11314",18,19,"base","13",0
"CX11314",18,19,"base","15",33
"CX11314",18,19,"base","17",8
"CX11314",18,19,"base","19",NA
"CX11314",18,19,"base","22",NA
"CX11314",18,19,"base","26.5",NA
"CX11314",18,19,"base","30",NA
"CX11314",18,19,"base","33.5",NA
"CX11314",19,17,"stim","1.5",0
"CX11314",19,17,"stim","3",38
"CX11314",19,17,"stim","4.5",5
"CX11314",19,17,"stim","6",0
"CX11314",19,17,"stim","8",97
"CX11314",19,17,"stim","9.5",71
"CX11314",19,17,"stim","11.5",1
"CX11314",19,17,"stim","13",122
"CX11314",19,17,"stim","15",42
"CX11314",19,17,"stim","17",NA
"CX11314",19,17,"stim","19",NA
"CX11314",19,17,"stim","22",NA
"CX11314",19,17,"stim","26.5",NA
"CX11314",19,17,"stim","30",NA
"CX11314",19,17,"stim","33.5",NA
"CX11314",19,17,"base","1.5",0
"CX11314",19,17,"base","3",196
"CX11314",19,17,"base","4.5",40
"CX11314",19,17,"base","6",243
"CX11314",19,17,"base","8",184
"CX11314",19,17,"base","9.5",77
"CX11314",19,17,"base","11.5",6
"CX11314",19,17,"base","13",17
"CX11314",19,17,"base","15",227
"CX11314",19,17,"base","17",NA
"CX11314",19,17,"base","19",NA
"CX11314",19,17,"base","22",NA
"CX11314",19,17,"base","26.5",NA
"CX11314",19,17,"base","30",NA
"CX11314",19,17,"base","33.5",NA
"CX11314",20,NA,"stim","1.5",0
"CX11314",20,NA,"stim","3",0
"CX11314",20,NA,"stim","4.5",0
"CX11314",20,NA,"stim","6",0
"CX11314",20,NA,"stim","8",0
"CX11314",20,NA,"stim","9.5",0
"CX11314",20,NA,"stim","11.5",0
"CX11314",20,NA,"stim","13",0
"CX11314",20,NA,"stim","15",0
"CX11314",20,NA,"stim","17",0
"CX11314",20,NA,"stim","19",0
"CX11314",20,NA,"stim","22",0
"CX11314",20,NA,"stim","26.5",0
"CX11314",20,NA,"stim","30",0
"CX11314",20,NA,"stim","33.5",0
"CX11314",20,NA,"base","1.5",0
"CX11314",20,NA,"base","3",0
"CX11314",20,NA,"base","4.5",0
"CX11314",20,NA,"base","6",0
"CX11314",20,NA,"base","8",0
"CX11314",20,NA,"base","9.5",0
"CX11314",20,NA,"base","11.5",0
"CX11314",20,NA,"base","13",0
"CX11314",20,NA,"base","15",0
"CX11314",20,NA,"base","17",0
"CX11314",20,NA,"base","19",0
"CX11314",20,NA,"base","22",0
"CX11314",20,NA,"base","26.5",0
"CX11314",20,NA,"base","30",0
"CX11314",20,NA,"base","33.5",0
"DL238",1,NA,"stim","1.5",0
"DL238",1,NA,"stim","3",0
"DL238",1,NA,"stim","4.5",0
"DL238",1,NA,"stim","6",0
"DL238",1,NA,"stim","8",0
"DL238",1,NA,"stim","9.5",0
"DL238",1,NA,"stim","11.5",0
"DL238",1,NA,"stim","13",0
"DL238",1,NA,"stim","15",0
"DL238",1,NA,"stim","17",0
"DL238",1,NA,"stim","19",0
"DL238",1,NA,"stim","22",0
"DL238",1,NA,"stim","26.5",0
"DL238",1,NA,"stim","30",0
"DL238",1,NA,"stim","33.5",0
"DL238",1,NA,"base","1.5",0
"DL238",1,NA,"base","3",0
"DL238",1,NA,"base","4.5",0
"DL238",1,NA,"base","6",0
"DL238",1,NA,"base","8",0
"DL238",1,NA,"base","9.5",0
"DL238",1,NA,"base","11.5",0
"DL238",1,NA,"base","13",0
"DL238",1,NA,"base","15",0
"DL238",1,NA,"base","17",0
"DL238",1,NA,"base","19",0
"DL238",1,NA,"base","22",0
"DL238",1,NA,"base","26.5",0
"DL238",1,NA,"base","30",0
"DL238",1,NA,"base","33.5",0
"DL238",2,NA,"stim","1.5",0
"DL238",2,NA,"stim","3",0
"DL238",2,NA,"stim","4.5",0
"DL238",2,NA,"stim","6",0
"DL238",2,NA,"stim","8",0
"DL238",2,NA,"stim","9.5",0
"DL238",2,NA,"stim","11.5",0
"DL238",2,NA,"stim","13",0
"DL238",2,NA,"stim","15",0
"DL238",2,NA,"stim","17",0
"DL238",2,NA,"stim","19",0
"DL238",2,NA,"stim","22",0
"DL238",2,NA,"stim","26.5",0
"DL238",2,NA,"stim","30",0
"DL238",2,NA,"stim","33.5",0
"DL238",2,NA,"base","1.5",0
"DL238",2,NA,"base","3",0
"DL238",2,NA,"base","4.5",0
"DL238",2,NA,"base","6",0
"DL238",2,NA,"base","8",0
"DL238",2,NA,"base","9.5",0
"DL238",2,NA,"base","11.5",0
"DL238",2,NA,"base","13",0
"DL238",2,NA,"base","15",0
"DL238",2,NA,"base","17",0
"DL238",2,NA,"base","19",0
"DL238",2,NA,"base","22",0
"DL238",2,NA,"base","26.5",0
"DL238",2,NA,"base","30",0
"DL238",2,NA,"base","33.5",0
"DL238",3,19,"stim","1.5",26
"DL238",3,19,"stim","3",135
"DL238",3,19,"stim","4.5",131
"DL238",3,19,"stim","6",173
"DL238",3,19,"stim","8",28
"DL238",3,19,"stim","9.5",224
"DL238",3,19,"stim","11.5",136
"DL238",3,19,"stim","13",0
"DL238",3,19,"stim","15",0
"DL238",3,19,"stim","17",72
"DL238",3,19,"stim","19",NA
"DL238",3,19,"stim","22",NA
"DL238",3,19,"stim","26.5",NA
"DL238",3,19,"stim","30",NA
"DL238",3,19,"stim","33.5",NA
"DL238",3,19,"base","1.5",0
"DL238",3,19,"base","3",241
"DL238",3,19,"base","4.5",285
"DL238",3,19,"base","6",254
"DL238",3,19,"base","8",80
"DL238",3,19,"base","9.5",255
"DL238",3,19,"base","11.5",247
"DL238",3,19,"base","13",0
"DL238",3,19,"base","15",0
"DL238",3,19,"base","17",121
"DL238",3,19,"base","19",NA
"DL238",3,19,"base","22",NA
"DL238",3,19,"base","26.5",NA
"DL238",3,19,"base","30",NA
"DL238",3,19,"base","33.5",NA
"DL238",4,19,"stim","1.5",100
"DL238",4,19,"stim","3",106
"DL238",4,19,"stim","4.5",257
"DL238",4,19,"stim","6",265
"DL238",4,19,"stim","8",52
"DL238",4,19,"stim","9.5",250
"DL238",4,19,"stim","11.5",297
"DL238",4,19,"stim","13",200
"DL238",4,19,"stim","15",0
"DL238",4,19,"stim","17",55
"DL238",4,19,"stim","19",NA
"DL238",4,19,"stim","22",NA
"DL238",4,19,"stim","26.5",NA
"DL238",4,19,"stim","30",NA
"DL238",4,19,"stim","33.5",NA
"DL238",4,19,"base","1.5",41
"DL238",4,19,"base","3",154
"DL238",4,19,"base","4.5",268
"DL238",4,19,"base","6",266
"DL238",4,19,"base","8",96
"DL238",4,19,"base","9.5",294
"DL238",4,19,"base","11.5",147
"DL238",4,19,"base","13",91
"DL238",4,19,"base","15",0
"DL238",4,19,"base","17",2
"DL238",4,19,"base","19",NA
"DL238",4,19,"base","22",NA
"DL238",4,19,"base","26.5",NA
"DL238",4,19,"base","30",NA
"DL238",4,19,"base","33.5",NA
"DL238",5,26.5,"stim","1.5",174
"DL238",5,26.5,"stim","3",200
"DL238",5,26.5,"stim","4.5",261
"DL238",5,26.5,"stim","6",248
"DL238",5,26.5,"stim","8",56
"DL238",5,26.5,"stim","9.5",156
"DL238",5,26.5,"stim","11.5",112
"DL238",5,26.5,"stim","13",205
"DL238",5,26.5,"stim","15",68
"DL238",5,26.5,"stim","17",0
"DL238",5,26.5,"stim","19",27
"DL238",5,26.5,"stim","22",2
"DL238",5,26.5,"stim","26.5",NA
"DL238",5,26.5,"stim","30",NA
"DL238",5,26.5,"stim","33.5",NA
"DL238",5,26.5,"base","1.5",0
"DL238",5,26.5,"base","3",269
"DL238",5,26.5,"base","4.5",227
"DL238",5,26.5,"base","6",290
"DL238",5,26.5,"base","8",195
"DL238",5,26.5,"base","9.5",95
"DL238",5,26.5,"base","11.5",221
"DL238",5,26.5,"base","13",118
"DL238",5,26.5,"base","15",30
"DL238",5,26.5,"base","17",0
"DL238",5,26.5,"base","19",15
"DL238",5,26.5,"base","22",20
"DL238",5,26.5,"base","26.5",NA
"DL238",5,26.5,"base","30",NA
"DL238",5,26.5,"base","33.5",NA
"DL238",6,15,"stim","1.5",174
"DL238",6,15,"stim","3",10
"DL238",6,15,"stim","4.5",195
"DL238",6,15,"stim","6",22
"DL238",6,15,"stim","8",130
"DL238",6,15,"stim","9.5",228
"DL238",6,15,"stim","11.5",271
"DL238",6,15,"stim","13",57
"DL238",6,15,"stim","15",NA
"DL238",6,15,"stim","17",NA
"DL238",6,15,"stim","19",NA
"DL238",6,15,"stim","22",NA
"DL238",6,15,"stim","26.5",NA
"DL238",6,15,"stim","30",NA
"DL238",6,15,"stim","33.5",NA
"DL238",6,15,"base","1.5",196
"DL238",6,15,"base","3",19
"DL238",6,15,"base","4.5",58
"DL238",6,15,"base","6",213
"DL238",6,15,"base","8",173
"DL238",6,15,"base","9.5",130
"DL238",6,15,"base","11.5",314
"DL238",6,15,"base","13",26
"DL238",6,15,"base","15",NA
"DL238",6,15,"base","17",NA
"DL238",6,15,"base","19",NA
"DL238",6,15,"base","22",NA
"DL238",6,15,"base","26.5",NA
"DL238",6,15,"base","30",NA
"DL238",6,15,"base","33.5",NA
"DL238",7,19,"stim","1.5",0
"DL238",7,19,"stim","3",17
"DL238",7,19,"stim","4.5",104
"DL238",7,19,"stim","6",147
"DL238",7,19,"stim","8",151
"DL238",7,19,"stim","9.5",143
"DL238",7,19,"stim","11.5",30
"DL238",7,19,"stim","13",79
"DL238",7,19,"stim","15",0
"DL238",7,19,"stim","17",0
"DL238",7,19,"stim","19",NA
"DL238",7,19,"stim","22",NA
"DL238",7,19,"stim","26.5",NA
"DL238",7,19,"stim","30",NA
"DL238",7,19,"stim","33.5",NA
"DL238",7,19,"base","1.5",17
"DL238",7,19,"base","3",77
"DL238",7,19,"base","4.5",144
"DL238",7,19,"base","6",103
"DL238",7,19,"base","8",153
"DL238",7,19,"base","9.5",148
"DL238",7,19,"base","11.5",56
"DL238",7,19,"base","13",79
"DL238",7,19,"base","15",0
"DL238",7,19,"base","17",73
"DL238",7,19,"base","19",NA
"DL238",7,19,"base","22",NA
"DL238",7,19,"base","26.5",NA
"DL238",7,19,"base","30",NA
"DL238",7,19,"base","33.5",NA
"DL238",8,15,"stim","1.5",0
"DL238",8,15,"stim","3",109
"DL238",8,15,"stim","4.5",14
"DL238",8,15,"stim","6",124
"DL238",8,15,"stim","8",191
"DL238",8,15,"stim","9.5",177
"DL238",8,15,"stim","11.5",253
"DL238",8,15,"stim","13",25
"DL238",8,15,"stim","15",NA
"DL238",8,15,"stim","17",NA
"DL238",8,15,"stim","19",NA
"DL238",8,15,"stim","22",NA
"DL238",8,15,"stim","26.5",NA
"DL238",8,15,"stim","30",NA
"DL238",8,15,"stim","33.5",NA
"DL238",8,15,"base","1.5",0
"DL238",8,15,"base","3",117
"DL238",8,15,"base","4.5",91
"DL238",8,15,"base","6",191
"DL238",8,15,"base","8",251
"DL238",8,15,"base","9.5",186
"DL238",8,15,"base","11.5",104
"DL238",8,15,"base","13",59
"DL238",8,15,"base","15",NA
"DL238",8,15,"base","17",NA
"DL238",8,15,"base","19",NA
"DL238",8,15,"base","22",NA
"DL238",8,15,"base","26.5",NA
"DL238",8,15,"base","30",NA
"DL238",8,15,"base","33.5",NA
"DL238",9,NA,"stim","1.5",0
"DL238",9,NA,"stim","3",0
"DL238",9,NA,"stim","4.5",0
"DL238",9,NA,"stim","6",0
"DL238",9,NA,"stim","8",0
"DL238",9,NA,"stim","9.5",0
"DL238",9,NA,"stim","11.5",0
"DL238",9,NA,"stim","13",0
"DL238",9,NA,"stim","15",0
"DL238",9,NA,"stim","17",0
"DL238",9,NA,"stim","19",0
"DL238",9,NA,"stim","22",0
"DL238",9,NA,"stim","26.5",0
"DL238",9,NA,"stim","30",0
"DL238",9,NA,"stim","33.5",0
"DL238",9,NA,"base","1.5",0
"DL238",9,NA,"base","3",0
"DL238",9,NA,"base","4.5",0
"DL238",9,NA,"base","6",0
"DL238",9,NA,"base","8",0
"DL238",9,NA,"base","9.5",0
"DL238",9,NA,"base","11.5",0
"DL238",9,NA,"base","13",0
"DL238",9,NA,"base","15",0
"DL238",9,NA,"base","17",0
"DL238",9,NA,"base","19",0
"DL238",9,NA,"base","22",0
"DL238",9,NA,"base","26.5",0
"DL238",9,NA,"base","30",0
"DL238",9,NA,"base","33.5",0
