"strain","tech_rep","bio_rep","rep","life_span","activity_type","time_d","activity"
"CB4856",1,5,3,13,"base","4",48
"CB4856",1,5,3,13,"base","4.5",44
"CB4856",1,5,3,13,"base","5",0
"CB4856",1,5,3,13,"base","5.5",12
"CB4856",1,5,3,13,"base","6",30
"CB4856",1,5,3,13,"base","6.5",72
"CB4856",1,5,3,13,"base","7",29
"CB4856",1,5,3,13,"base","7.5",11
"CB4856",1,5,3,13,"base","8",193
"CB4856",1,5,3,13,"base","8.5",46
"CB4856",1,5,3,13,"base","9",0
"CB4856",1,5,3,13,"base","9.5",172
"CB4856",1,5,3,13,"base","10",5
"CB4856",1,5,3,13,"base","10.5",0
"CB4856",1,5,3,13,"base","11",4
"CB4856",1,5,3,13,"base","11.5",0
"CB4856",1,5,3,13,"base","12",0
"CB4856",1,5,3,13,"base","12.5",0
"CB4856",1,5,3,13,"base","13",NA
"CB4856",1,5,3,13,"base","13.5",NA
"CB4856",1,5,3,13,"base","14",NA
"CB4856",1,5,3,13,"base","14.5",NA
"CB4856",1,5,3,13,"base","15",NA
"CB4856",1,5,3,13,"base","15.5",NA
"CB4856",1,5,3,13,"base","16",NA
"CB4856",1,5,3,13,"base","16.5",NA
"CB4856",1,5,3,13,"base","17",NA
"CB4856",1,5,3,13,"base","17.5",NA
"CB4856",1,5,3,13,"base","18",NA
"CB4856",1,5,3,13,"base","18.5",NA
"CB4856",1,5,3,13,"base","19",NA
"CB4856",1,5,3,13,"base","19.5",NA
"CB4856",1,5,3,13,"base","20",NA
"CB4856",1,5,3,13,"base","20.5",NA
"CB4856",1,5,3,13,"base","21",NA
"CB4856",1,5,3,13,"base","21.5",NA
"CB4856",1,5,3,13,"base","22",NA
"CB4856",1,5,3,13,"base","22.5",NA
"CB4856",1,5,3,13,"base","23",NA
"CB4856",1,5,3,13,"base","23.5",NA
"CB4856",1,5,3,13,"base","24",NA
"CB4856",1,5,4,12,"stim","4",77
"CB4856",1,5,4,12,"stim","4.5",174
"CB4856",1,5,4,12,"stim","5",86
"CB4856",1,5,4,12,"stim","5.5",179
"CB4856",1,5,4,12,"stim","6",0
"CB4856",1,5,4,12,"stim","6.5",81
"CB4856",1,5,4,12,"stim","7",0
"CB4856",1,5,4,12,"stim","7.5",163
"CB4856",1,5,4,12,"stim","8",5
"CB4856",1,5,4,12,"stim","8.5",0
"CB4856",1,5,4,12,"stim","9",145
"CB4856",1,5,4,12,"stim","9.5",101
"CB4856",1,5,4,12,"stim","10",118
"CB4856",1,5,4,12,"stim","10.5",243
"CB4856",1,5,4,12,"stim","11",16
"CB4856",1,5,4,12,"stim","11.5",21
"CB4856",1,5,4,12,"stim","12",NA
"CB4856",1,5,4,12,"stim","12.5",NA
"CB4856",1,5,4,12,"stim","13",NA
"CB4856",1,5,4,12,"stim","13.5",NA
"CB4856",1,5,4,12,"stim","14",NA
"CB4856",1,5,4,12,"stim","14.5",NA
"CB4856",1,5,4,12,"stim","15",NA
"CB4856",1,5,4,12,"stim","15.5",NA
"CB4856",1,5,4,12,"stim","16",NA
"CB4856",1,5,4,12,"stim","16.5",NA
"CB4856",1,5,4,12,"stim","17",NA
"CB4856",1,5,4,12,"stim","17.5",NA
"CB4856",1,5,4,12,"stim","18",NA
"CB4856",1,5,4,12,"stim","18.5",NA
"CB4856",1,5,4,12,"stim","19",NA
"CB4856",1,5,4,12,"stim","19.5",NA
"CB4856",1,5,4,12,"stim","20",NA
"CB4856",1,5,4,12,"stim","20.5",NA
"CB4856",1,5,4,12,"stim","21",NA
"CB4856",1,5,4,12,"stim","21.5",NA
"CB4856",1,5,4,12,"stim","22",NA
"CB4856",1,5,4,12,"stim","22.5",NA
"CB4856",1,5,4,12,"stim","23",NA
"CB4856",1,5,4,12,"stim","23.5",NA
"CB4856",1,5,4,12,"stim","24",NA
"CB4856",1,5,4,12,"base","4",24
"CB4856",1,5,4,12,"base","4.5",0
"CB4856",1,5,4,12,"base","5",12
"CB4856",1,5,4,12,"base","5.5",218
"CB4856",1,5,4,12,"base","6",0
"CB4856",1,5,4,12,"base","6.5",0
"CB4856",1,5,4,12,"base","7",0
"CB4856",1,5,4,12,"base","7.5",205
"CB4856",1,5,4,12,"base","8",0
"CB4856",1,5,4,12,"base","8.5",0
"CB4856",1,5,4,12,"base","9",239
"CB4856",1,5,4,12,"base","9.5",22
"CB4856",1,5,4,12,"base","10",221
"CB4856",1,5,4,12,"base","10.5",54
"CB4856",1,5,4,12,"base","11",0
"CB4856",1,5,4,12,"base","11.5",3
"CB4856",1,5,4,12,"base","12",NA
"CB4856",1,5,4,12,"base","12.5",NA
"CB4856",1,5,4,12,"base","13",NA
"CB4856",1,5,4,12,"base","13.5",NA
"CB4856",1,5,4,12,"base","14",NA
"CB4856",1,5,4,12,"base","14.5",NA
"CB4856",1,5,4,12,"base","15",NA
"CB4856",1,5,4,12,"base","15.5",NA
"CB4856",1,5,4,12,"base","16",NA
"CB4856",1,5,4,12,"base","16.5",NA
"CB4856",1,5,4,12,"base","17",NA
"CB4856",1,5,4,12,"base","17.5",NA
"CB4856",1,5,4,12,"base","18",NA
"CB4856",1,5,4,12,"base","18.5",NA
"CB4856",1,5,4,12,"base","19",NA
"CB4856",1,5,4,12,"base","19.5",NA
"CB4856",1,5,4,12,"base","20",NA
"CB4856",1,5,4,12,"base","20.5",NA
"CB4856",1,5,4,12,"base","21",NA
"CB4856",1,5,4,12,"base","21.5",NA
"CB4856",1,5,4,12,"base","22",NA
"CB4856",1,5,4,12,"base","22.5",NA
"CB4856",1,5,4,12,"base","23",NA
"CB4856",1,5,4,12,"base","23.5",NA
"CB4856",1,5,4,12,"base","24",NA
"CB4856",1,5,5,9.5,"stim","4",5
"CB4856",1,5,5,9.5,"stim","4.5",63
"CB4856",1,5,5,9.5,"stim","5",99
"CB4856",1,5,5,9.5,"stim","5.5",51
"CB4856",1,5,5,9.5,"stim","6",49
"CB4856",1,5,5,9.5,"stim","6.5",33
"CB4856",1,5,5,9.5,"stim","7",0
"CB4856",1,5,5,9.5,"stim","7.5",31
"CB4856",1,5,5,9.5,"stim","8",0
"CB4856",1,5,5,9.5,"stim","8.5",0
"CB4856",1,5,5,9.5,"stim","9",32
"CB4856",1,5,5,9.5,"stim","9.5",NA
"CB4856",1,5,5,9.5,"stim","10",NA
"CB4856",1,5,5,9.5,"stim","10.5",NA
"CB4856",1,5,5,9.5,"stim","11",NA
"CB4856",1,5,5,9.5,"stim","11.5",NA
"CB4856",1,5,5,9.5,"stim","12",NA
"CB4856",1,5,5,9.5,"stim","12.5",NA
"CB4856",1,5,5,9.5,"stim","13",NA
"CB4856",1,5,5,9.5,"stim","13.5",NA
"CB4856",1,5,5,9.5,"stim","14",NA
"CB4856",1,5,5,9.5,"stim","14.5",NA
"CB4856",1,5,5,9.5,"stim","15",NA
"CB4856",1,5,5,9.5,"stim","15.5",NA
"CB4856",1,5,5,9.5,"stim","16",NA
"CB4856",1,5,5,9.5,"stim","16.5",NA
"CB4856",1,5,5,9.5,"stim","17",NA
"CB4856",1,5,5,9.5,"stim","17.5",NA
"CB4856",1,5,5,9.5,"stim","18",NA
"CB4856",1,5,5,9.5,"stim","18.5",NA
"CB4856",1,5,5,9.5,"stim","19",NA
"CB4856",1,5,5,9.5,"stim","19.5",NA
"CB4856",1,5,5,9.5,"stim","20",NA
"CB4856",1,5,5,9.5,"stim","20.5",NA
"CB4856",1,5,5,9.5,"stim","21",NA
"CB4856",1,5,5,9.5,"stim","21.5",NA
"CB4856",1,5,5,9.5,"stim","22",NA
"CB4856",1,5,5,9.5,"stim","22.5",NA
"CB4856",1,5,5,9.5,"stim","23",NA
"CB4856",1,5,5,9.5,"stim","23.5",NA
"CB4856",1,5,5,9.5,"stim","24",NA
"CB4856",1,5,5,9.5,"base","4",107
"CB4856",1,5,5,9.5,"base","4.5",117
"CB4856",1,5,5,9.5,"base","5",106
"CB4856",1,5,5,9.5,"base","5.5",87
"CB4856",1,5,5,9.5,"base","6",110
"CB4856",1,5,5,9.5,"base","6.5",0
"CB4856",1,5,5,9.5,"base","7",0
"CB4856",1,5,5,9.5,"base","7.5",0
"CB4856",1,5,5,9.5,"base","8",0
"CB4856",1,5,5,9.5,"base","8.5",0
"CB4856",1,5,5,9.5,"base","9",0
"CB4856",1,5,5,9.5,"base","9.5",NA
"CB4856",1,5,5,9.5,"base","10",NA
"CB4856",1,5,5,9.5,"base","10.5",NA
"CB4856",1,5,5,9.5,"base","11",NA
"CB4856",1,5,5,9.5,"base","11.5",NA
"CB4856",1,5,5,9.5,"base","12",NA
"CB4856",1,5,5,9.5,"base","12.5",NA
"CB4856",1,5,5,9.5,"base","13",NA
"CB4856",1,5,5,9.5,"base","13.5",NA
"CB4856",1,5,5,9.5,"base","14",NA
"CB4856",1,5,5,9.5,"base","14.5",NA
"CB4856",1,5,5,9.5,"base","15",NA
"CB4856",1,5,5,9.5,"base","15.5",NA
"CB4856",1,5,5,9.5,"base","16",NA
"CB4856",1,5,5,9.5,"base","16.5",NA
"CB4856",1,5,5,9.5,"base","17",NA
"CB4856",1,5,5,9.5,"base","17.5",NA
"CB4856",1,5,5,9.5,"base","18",NA
"CB4856",1,5,5,9.5,"base","18.5",NA
"CB4856",1,5,5,9.5,"base","19",NA
"CB4856",1,5,5,9.5,"base","19.5",NA
"CB4856",1,5,5,9.5,"base","20",NA
"CB4856",1,5,5,9.5,"base","20.5",NA
"CB4856",1,5,5,9.5,"base","21",NA
"CB4856",1,5,5,9.5,"base","21.5",NA
"CB4856",1,5,5,9.5,"base","22",NA
"CB4856",1,5,5,9.5,"base","22.5",NA
"CB4856",1,5,5,9.5,"base","23",NA
"CB4856",1,5,5,9.5,"base","23.5",NA
"CB4856",1,5,5,9.5,"base","24",NA
"CB4856",1,5,6,7.5,"stim","4",20
"CB4856",1,5,6,7.5,"stim","4.5",0
"CB4856",1,5,6,7.5,"stim","5",0
"CB4856",1,5,6,7.5,"stim","5.5",0
"CB4856",1,5,6,7.5,"stim","6",0
"CB4856",1,5,6,7.5,"stim","6.5",25
"CB4856",1,5,6,7.5,"stim","7",0
"CB4856",1,5,6,7.5,"stim","7.5",NA
"CB4856",1,5,6,7.5,"stim","8",NA
"CB4856",1,5,6,7.5,"stim","8.5",NA
"CB4856",1,5,6,7.5,"stim","9",NA
"CB4856",1,5,6,7.5,"stim","9.5",NA
"CB4856",1,5,6,7.5,"stim","10",NA
"CB4856",1,5,6,7.5,"stim","10.5",NA
"CB4856",1,5,6,7.5,"stim","11",NA
"CB4856",1,5,6,7.5,"stim","11.5",NA
"CB4856",1,5,6,7.5,"stim","12",NA
"CB4856",1,5,6,7.5,"stim","12.5",NA
"CB4856",1,5,6,7.5,"stim","13",NA
"CB4856",1,5,6,7.5,"stim","13.5",NA
"CB4856",1,5,6,7.5,"stim","14",NA
"CB4856",1,5,6,7.5,"stim","14.5",NA
"CB4856",1,5,6,7.5,"stim","15",NA
"CB4856",1,5,6,7.5,"stim","15.5",NA
"CB4856",1,5,6,7.5,"stim","16",NA
"CB4856",1,5,6,7.5,"stim","16.5",NA
"CB4856",1,5,6,7.5,"stim","17",NA
"CB4856",1,5,6,7.5,"stim","17.5",NA
"CB4856",1,5,6,7.5,"stim","18",NA
"CB4856",1,5,6,7.5,"stim","18.5",NA
"CB4856",1,5,6,7.5,"stim","19",NA
"CB4856",1,5,6,7.5,"stim","19.5",NA
"CB4856",1,5,6,7.5,"stim","20",NA
"CB4856",1,5,6,7.5,"stim","20.5",NA
"CB4856",1,5,6,7.5,"stim","21",NA
"CB4856",1,5,6,7.5,"stim","21.5",NA
"CB4856",1,5,6,7.5,"stim","22",NA
"CB4856",1,5,6,7.5,"stim","22.5",NA
"CB4856",1,5,6,7.5,"stim","23",NA
"CB4856",1,5,6,7.5,"stim","23.5",NA
"CB4856",1,5,6,7.5,"stim","24",NA
"CB4856",1,5,6,7.5,"base","4",25
"CB4856",1,5,6,7.5,"base","4.5",0
"CB4856",1,5,6,7.5,"base","5",18
"CB4856",1,5,6,7.5,"base","5.5",0
"CB4856",1,5,6,7.5,"base","6",0
"CB4856",1,5,6,7.5,"base","6.5",0
"CB4856",1,5,6,7.5,"base","7",37
"CB4856",1,5,6,7.5,"base","7.5",NA
"CB4856",1,5,6,7.5,"base","8",NA
"CB4856",1,5,6,7.5,"base","8.5",NA
"CB4856",1,5,6,7.5,"base","9",NA
"CB4856",1,5,6,7.5,"base","9.5",NA
"CB4856",1,5,6,7.5,"base","10",NA
"CB4856",1,5,6,7.5,"base","10.5",NA
"CB4856",1,5,6,7.5,"base","11",NA
"CB4856",1,5,6,7.5,"base","11.5",NA
"CB4856",1,5,6,7.5,"base","12",NA
"CB4856",1,5,6,7.5,"base","12.5",NA
"CB4856",1,5,6,7.5,"base","13",NA
"CB4856",1,5,6,7.5,"base","13.5",NA
"CB4856",1,5,6,7.5,"base","14",NA
"CB4856",1,5,6,7.5,"base","14.5",NA
"CB4856",1,5,6,7.5,"base","15",NA
"CB4856",1,5,6,7.5,"base","15.5",NA
"CB4856",1,5,6,7.5,"base","16",NA
"CB4856",1,5,6,7.5,"base","16.5",NA
"CB4856",1,5,6,7.5,"base","17",NA
"CB4856",1,5,6,7.5,"base","17.5",NA
"CB4856",1,5,6,7.5,"base","18",NA
"CB4856",1,5,6,7.5,"base","18.5",NA
"CB4856",1,5,6,7.5,"base","19",NA
"CB4856",1,5,6,7.5,"base","19.5",NA
"CB4856",1,5,6,7.5,"base","20",NA
"CB4856",1,5,6,7.5,"base","20.5",NA
"CB4856",1,5,6,7.5,"base","21",NA
"CB4856",1,5,6,7.5,"base","21.5",NA
"CB4856",1,5,6,7.5,"base","22",NA
"CB4856",1,5,6,7.5,"base","22.5",NA
"CB4856",1,5,6,7.5,"base","23",NA
"CB4856",1,5,6,7.5,"base","23.5",NA
"CB4856",1,5,6,7.5,"base","24",NA
"CB4856",1,5,7,NA,"stim","4",0
"CB4856",1,5,7,NA,"stim","4.5",0
"CB4856",1,5,7,NA,"stim","5",0
"CB4856",1,5,7,NA,"stim","5.5",0
"CB4856",1,5,7,NA,"stim","6",0
"CB4856",1,5,7,NA,"stim","6.5",0
"CB4856",1,5,7,NA,"stim","7",0
"CB4856",1,5,7,NA,"stim","7.5",0
"CB4856",1,5,7,NA,"stim","8",0
"CB4856",1,5,7,NA,"stim","8.5",0
"CB4856",1,5,7,NA,"stim","9",0
"CB4856",1,5,7,NA,"stim","9.5",0
"CB4856",1,5,7,NA,"stim","10",0
"CB4856",1,5,7,NA,"stim","10.5",0
"CB4856",1,5,7,NA,"stim","11",0
"CB4856",1,5,7,NA,"stim","11.5",0
"CB4856",1,5,7,NA,"stim","12",0
"CB4856",1,5,7,NA,"stim","12.5",0
"CB4856",1,5,7,NA,"stim","13",0
"CB4856",1,5,7,NA,"stim","13.5",0
"CB4856",1,5,7,NA,"stim","14",0
"CB4856",1,5,7,NA,"stim","14.5",0
"CB4856",1,5,7,NA,"stim","15",0
"CB4856",1,5,7,NA,"stim","15.5",0
"CB4856",1,5,7,NA,"stim","16",0
"CB4856",1,5,7,NA,"stim","16.5",0
"CB4856",1,5,7,NA,"stim","17",0
"CB4856",1,5,7,NA,"stim","17.5",0
"CB4856",1,5,7,NA,"stim","18",0
"CB4856",1,5,7,NA,"stim","18.5",0
"CB4856",1,5,7,NA,"stim","19",0
"CB4856",1,5,7,NA,"stim","19.5",0
"CB4856",1,5,7,NA,"stim","20",0
"CB4856",1,5,7,NA,"stim","20.5",0
"CB4856",1,5,7,NA,"stim","21",0
"CB4856",1,5,7,NA,"stim","21.5",0
"CB4856",1,5,7,NA,"stim","22",0
"CB4856",1,5,7,NA,"stim","22.5",0
"CB4856",1,5,7,NA,"stim","23",0
"CB4856",1,5,7,NA,"stim","23.5",0
"CB4856",1,5,7,NA,"stim","24",0
"CB4856",1,5,7,NA,"base","4",0
"CB4856",1,5,7,NA,"base","4.5",0
"CB4856",1,5,7,NA,"base","5",0
"CB4856",1,5,7,NA,"base","5.5",0
"CB4856",1,5,7,NA,"base","6",0
"CB4856",1,5,7,NA,"base","6.5",0
"CB4856",1,5,7,NA,"base","7",0
"CB4856",1,5,7,NA,"base","7.5",0
"CB4856",1,5,7,NA,"base","8",0
"CB4856",1,5,7,NA,"base","8.5",0
"CB4856",1,5,7,NA,"base","9",0
"CB4856",1,5,7,NA,"base","9.5",0
"CB4856",1,5,7,NA,"base","10",0
"CB4856",1,5,7,NA,"base","10.5",0
"CB4856",1,5,7,NA,"base","11",0
"CB4856",1,5,7,NA,"base","11.5",0
"CB4856",1,5,7,NA,"base","12",0
"CB4856",1,5,7,NA,"base","12.5",0
"CB4856",1,5,7,NA,"base","13",0
"CB4856",1,5,7,NA,"base","13.5",0
"CB4856",1,5,7,NA,"base","14",0
"CB4856",1,5,7,NA,"base","14.5",0
"CB4856",1,5,7,NA,"base","15",0
"CB4856",1,5,7,NA,"base","15.5",0
"CB4856",1,5,7,NA,"base","16",0
"CB4856",1,5,7,NA,"base","16.5",0
"CB4856",1,5,7,NA,"base","17",0
"CB4856",1,5,7,NA,"base","17.5",0
"CB4856",1,5,7,NA,"base","18",0
"CB4856",1,5,7,NA,"base","18.5",0
"CB4856",1,5,7,NA,"base","19",0
"CB4856",1,5,7,NA,"base","19.5",0
"CB4856",1,5,7,NA,"base","20",0
"CB4856",1,5,7,NA,"base","20.5",0
"CB4856",1,5,7,NA,"base","21",0
"CB4856",1,5,7,NA,"base","21.5",0
"CB4856",1,5,7,NA,"base","22",0
"CB4856",1,5,7,NA,"base","22.5",0
"CB4856",1,5,7,NA,"base","23",0
"CB4856",1,5,7,NA,"base","23.5",0
"CB4856",1,5,7,NA,"base","24",0
"CB4856",1,5,8,5,"stim","4",122
"CB4856",1,5,8,5,"stim","4.5",283
"CB4856",1,5,8,5,"stim","5",NA
"CB4856",1,5,8,5,"stim","5.5",NA
"CB4856",1,5,8,5,"stim","6",NA
