"strain","tech_rep","bio_rep","rep","life_span","activity_type","time_d","activity"
"CB4856",2,2,3,18,"base","29.5",NA
"CB4856",2,2,3,18,"base","33",NA
"CB4856",2,2,4,18,"stim","1.5",42
"CB4856",2,2,4,18,"stim","3.5",129
"CB4856",2,2,4,18,"stim","5",121
"CB4856",2,2,4,18,"stim","6.5",50
"CB4856",2,2,4,18,"stim","8.5",178
"CB4856",2,2,4,18,"stim","10",67
"CB4856",2,2,4,18,"stim","12",57
"CB4856",2,2,4,18,"stim","14",95
"CB4856",2,2,4,18,"stim","15",139
"CB4856",2,2,4,18,"stim","16",46
"CB4856",2,2,4,18,"stim","18",NA
"CB4856",2,2,4,18,"stim","21",NA
"CB4856",2,2,4,18,"stim","24",NA
"CB4856",2,2,4,18,"stim","26",NA
"CB4856",2,2,4,18,"stim","29.5",NA
"CB4856",2,2,4,18,"stim","33",NA
"CB4856",2,2,4,18,"base","1.5",11
"CB4856",2,2,4,18,"base","3.5",133
"CB4856",2,2,4,18,"base","5",1183
"CB4856",2,2,4,18,"base","6.5",131
"CB4856",2,2,4,18,"base","8.5",94
"CB4856",2,2,4,18,"base","10",0
"CB4856",2,2,4,18,"base","12",589
"CB4856",2,2,4,18,"base","14",131
"CB4856",2,2,4,18,"base","15",57
"CB4856",2,2,4,18,"base","16",0
"CB4856",2,2,4,18,"base","18",NA
"CB4856",2,2,4,18,"base","21",NA
"CB4856",2,2,4,18,"base","24",NA
"CB4856",2,2,4,18,"base","26",NA
"CB4856",2,2,4,18,"base","29.5",NA
"CB4856",2,2,4,18,"base","33",NA
"CB4856",2,2,5,21,"stim","1.5",126
"CB4856",2,2,5,21,"stim","3.5",164
"CB4856",2,2,5,21,"stim","5",55
"CB4856",2,2,5,21,"stim","6.5",28
"CB4856",2,2,5,21,"stim","8.5",194
"CB4856",2,2,5,21,"stim","10",157
"CB4856",2,2,5,21,"stim","12",11
"CB4856",2,2,5,21,"stim","14",184
"CB4856",2,2,5,21,"stim","15",32
"CB4856",2,2,5,21,"stim","16",10
"CB4856",2,2,5,21,"stim","18",0
"CB4856",2,2,5,21,"stim","21",NA
"CB4856",2,2,5,21,"stim","24",NA
"CB4856",2,2,5,21,"stim","26",NA
"CB4856",2,2,5,21,"stim","29.5",NA
"CB4856",2,2,5,21,"stim","33",NA
"CB4856",2,2,5,21,"base","1.5",104
"CB4856",2,2,5,21,"base","3.5",59
"CB4856",2,2,5,21,"base","5",63
"CB4856",2,2,5,21,"base","6.5",68
"CB4856",2,2,5,21,"base","8.5",115
"CB4856",2,2,5,21,"base","10",100
"CB4856",2,2,5,21,"base","12",2074
"CB4856",2,2,5,21,"base","14",166
"CB4856",2,2,5,21,"base","15",24
"CB4856",2,2,5,21,"base","16",8
"CB4856",2,2,5,21,"base","18",53
"CB4856",2,2,5,21,"base","21",NA
"CB4856",2,2,5,21,"base","24",NA
"CB4856",2,2,5,21,"base","26",NA
"CB4856",2,2,5,21,"base","29.5",NA
"CB4856",2,2,5,21,"base","33",NA
"CB4856",2,2,6,18,"stim","1.5",202
"CB4856",2,2,6,18,"stim","3.5",169
"CB4856",2,2,6,18,"stim","5",57
"CB4856",2,2,6,18,"stim","6.5",34
"CB4856",2,2,6,18,"stim","8.5",117
"CB4856",2,2,6,18,"stim","10",252
"CB4856",2,2,6,18,"stim","12",126
"CB4856",2,2,6,18,"stim","14",259
"CB4856",2,2,6,18,"stim","15",0
"CB4856",2,2,6,18,"stim","16",34
"CB4856",2,2,6,18,"stim","18",NA
"CB4856",2,2,6,18,"stim","21",NA
"CB4856",2,2,6,18,"stim","24",NA
"CB4856",2,2,6,18,"stim","26",NA
"CB4856",2,2,6,18,"stim","29.5",NA
"CB4856",2,2,6,18,"stim","33",NA
"CB4856",2,2,6,18,"base","1.5",145
"CB4856",2,2,6,18,"base","3.5",182
"CB4856",2,2,6,18,"base","5",50
"CB4856",2,2,6,18,"base","6.5",63
"CB4856",2,2,6,18,"base","8.5",214
"CB4856",2,2,6,18,"base","10",213
"CB4856",2,2,6,18,"base","12",1354
"CB4856",2,2,6,18,"base","14",127
"CB4856",2,2,6,18,"base","15",29
"CB4856",2,2,6,18,"base","16",3
"CB4856",2,2,6,18,"base","18",NA
"CB4856",2,2,6,18,"base","21",NA
"CB4856",2,2,6,18,"base","24",NA
"CB4856",2,2,6,18,"base","26",NA
"CB4856",2,2,6,18,"base","29.5",NA
"CB4856",2,2,6,18,"base","33",NA
"CB4856",2,2,7,24,"stim","1.5",147
"CB4856",2,2,7,24,"stim","3.5",143
"CB4856",2,2,7,24,"stim","5",245
"CB4856",2,2,7,24,"stim","6.5",40
"CB4856",2,2,7,24,"stim","8.5",108
"CB4856",2,2,7,24,"stim","10",108
"CB4856",2,2,7,24,"stim","12",174
"CB4856",2,2,7,24,"stim","14",64
"CB4856",2,2,7,24,"stim","15",298
"CB4856",2,2,7,24,"stim","16",0
"CB4856",2,2,7,24,"stim","18",32
"CB4856",2,2,7,24,"stim","21",90
"CB4856",2,2,7,24,"stim","24",NA
"CB4856",2,2,7,24,"stim","26",NA
"CB4856",2,2,7,24,"stim","29.5",NA
"CB4856",2,2,7,24,"stim","33",NA
"CB4856",2,2,7,24,"base","1.5",84
"CB4856",2,2,7,24,"base","3.5",37
"CB4856",2,2,7,24,"base","5",129
"CB4856",2,2,7,24,"base","6.5",132
"CB4856",2,2,7,24,"base","8.5",131
"CB4856",2,2,7,24,"base","10",152
"CB4856",2,2,7,24,"base","12",170
"CB4856",2,2,7,24,"base","14",169
"CB4856",2,2,7,24,"base","15",30
"CB4856",2,2,7,24,"base","16",15
"CB4856",2,2,7,24,"base","18",0
"CB4856",2,2,7,24,"base","21",26
"CB4856",2,2,7,24,"base","24",NA
"CB4856",2,2,7,24,"base","26",NA
"CB4856",2,2,7,24,"base","29.5",NA
"CB4856",2,2,7,24,"base","33",NA
"CB4856",2,2,8,18,"stim","1.5",203
"CB4856",2,2,8,18,"stim","3.5",226
"CB4856",2,2,8,18,"stim","5",222
"CB4856",2,2,8,18,"stim","6.5",214
"CB4856",2,2,8,18,"stim","8.5",174
"CB4856",2,2,8,18,"stim","10",265
"CB4856",2,2,8,18,"stim","12",7
"CB4856",2,2,8,18,"stim","14",215
"CB4856",2,2,8,18,"stim","15",200
"CB4856",2,2,8,18,"stim","16",62
"CB4856",2,2,8,18,"stim","18",NA
"CB4856",2,2,8,18,"stim","21",NA
"CB4856",2,2,8,18,"stim","24",NA
"CB4856",2,2,8,18,"stim","26",NA
"CB4856",2,2,8,18,"stim","29.5",NA
"CB4856",2,2,8,18,"stim","33",NA
"CB4856",2,2,8,18,"base","1.5",166
"CB4856",2,2,8,18,"base","3.5",208
"CB4856",2,2,8,18,"base","5",243
"CB4856",2,2,8,18,"base","6.5",1316
"CB4856",2,2,8,18,"base","8.5",112
"CB4856",2,2,8,18,"base","10",244
"CB4856",2,2,8,18,"base","12",102
"CB4856",2,2,8,18,"base","14",262
"CB4856",2,2,8,18,"base","15",153
"CB4856",2,2,8,18,"base","16",42
"CB4856",2,2,8,18,"base","18",NA
"CB4856",2,2,8,18,"base","21",NA
"CB4856",2,2,8,18,"base","24",NA
"CB4856",2,2,8,18,"base","26",NA
"CB4856",2,2,8,18,"base","29.5",NA
"CB4856",2,2,8,18,"base","33",NA
"CB4856",2,2,9,18,"stim","1.5",140
"CB4856",2,2,9,18,"stim","3.5",31
"CB4856",2,2,9,18,"stim","5",193
"CB4856",2,2,9,18,"stim","6.5",46
"CB4856",2,2,9,18,"stim","8.5",104
"CB4856",2,2,9,18,"stim","10",290
"CB4856",2,2,9,18,"stim","12",110
"CB4856",2,2,9,18,"stim","14",166
"CB4856",2,2,9,18,"stim","15",37
"CB4856",2,2,9,18,"stim","16",95
"CB4856",2,2,9,18,"stim","18",NA
"CB4856",2,2,9,18,"stim","21",NA
"CB4856",2,2,9,18,"stim","24",NA
"CB4856",2,2,9,18,"stim","26",NA
"CB4856",2,2,9,18,"stim","29.5",NA
"CB4856",2,2,9,18,"stim","33",NA
"CB4856",2,2,9,18,"base","1.5",146
"CB4856",2,2,9,18,"base","3.5",214
"CB4856",2,2,9,18,"base","5",394
"CB4856",2,2,9,18,"base","6.5",1514
"CB4856",2,2,9,18,"base","8.5",121
"CB4856",2,2,9,18,"base","10",242
"CB4856",2,2,9,18,"base","12",244
"CB4856",2,2,9,18,"base","14",84
"CB4856",2,2,9,18,"base","15",72
"CB4856",2,2,9,18,"base","16",139
"CB4856",2,2,9,18,"base","18",NA
"CB4856",2,2,9,18,"base","21",NA
"CB4856",2,2,9,18,"base","24",NA
"CB4856",2,2,9,18,"base","26",NA
"CB4856",2,2,9,18,"base","29.5",NA
"CB4856",2,2,9,18,"base","33",NA
"CB4856",2,2,10,18,"stim","1.5",187
"CB4856",2,2,10,18,"stim","3.5",142
"CB4856",2,2,10,18,"stim","5",116
"CB4856",2,2,10,18,"stim","6.5",186
"CB4856",2,2,10,18,"stim","8.5",40
"CB4856",2,2,10,18,"stim","10",100
"CB4856",2,2,10,18,"stim","12",129
"CB4856",2,2,10,18,"stim","14",112
"CB4856",2,2,10,18,"stim","15",26
"CB4856",2,2,10,18,"stim","16",130
"CB4856",2,2,10,18,"stim","18",NA
"CB4856",2,2,10,18,"stim","21",NA
"CB4856",2,2,10,18,"stim","24",NA
"CB4856",2,2,10,18,"stim","26",NA
"CB4856",2,2,10,18,"stim","29.5",NA
"CB4856",2,2,10,18,"stim","33",NA
"CB4856",2,2,10,18,"base","1.5",13
"CB4856",2,2,10,18,"base","3.5",202
"CB4856",2,2,10,18,"base","5",6
"CB4856",2,2,10,18,"base","6.5",716
"CB4856",2,2,10,18,"base","8.5",86
"CB4856",2,2,10,18,"base","10",82
"CB4856",2,2,10,18,"base","12",38
"CB4856",2,2,10,18,"base","14",166
"CB4856",2,2,10,18,"base","15",0
"CB4856",2,2,10,18,"base","16",155
"CB4856",2,2,10,18,"base","18",NA
"CB4856",2,2,10,18,"base","21",NA
"CB4856",2,2,10,18,"base","24",NA
"CB4856",2,2,10,18,"base","26",NA
"CB4856",2,2,10,18,"base","29.5",NA
"CB4856",2,2,10,18,"base","33",NA
"CB4856",2,2,11,16,"stim","1.5",184
"CB4856",2,2,11,16,"stim","3.5",81
"CB4856",2,2,11,16,"stim","5",143
"CB4856",2,2,11,16,"stim","6.5",142
"CB4856",2,2,11,16,"stim","8.5",65
"CB4856",2,2,11,16,"stim","10",48
"CB4856",2,2,11,16,"stim","12",0
"CB4856",2,2,11,16,"stim","14",4
"CB4856",2,2,11,16,"stim","15",25
"CB4856",2,2,11,16,"stim","16",NA
"CB4856",2,2,11,16,"stim","18",NA
"CB4856",2,2,11,16,"stim","21",NA
"CB4856",2,2,11,16,"stim","24",NA
"CB4856",2,2,11,16,"stim","26",NA
"CB4856",2,2,11,16,"stim","29.5",NA
"CB4856",2,2,11,16,"stim","33",NA
"CB4856",2,2,11,16,"base","1.5",18
"CB4856",2,2,11,16,"base","3.5",130
"CB4856",2,2,11,16,"base","5",218
"CB4856",2,2,11,16,"base","6.5",29
"CB4856",2,2,11,16,"base","8.5",102
"CB4856",2,2,11,16,"base","10",19
"CB4856",2,2,11,16,"base","12",52
"CB4856",2,2,11,16,"base","14",55
"CB4856",2,2,11,16,"base","15",118
"CB4856",2,2,11,16,"base","16",NA
"CB4856",2,2,11,16,"base","18",NA
"CB4856",2,2,11,16,"base","21",NA
"CB4856",2,2,11,16,"base","24",NA
"CB4856",2,2,11,16,"base","26",NA
"CB4856",2,2,11,16,"base","29.5",NA
"CB4856",2,2,11,16,"base","33",NA
"CB4856",2,2,12,15,"stim","1.5",140
"CB4856",2,2,12,15,"stim","3.5",183
"CB4856",2,2,12,15,"stim","5",97
"CB4856",2,2,12,15,"stim","6.5",217
"CB4856",2,2,12,15,"stim","8.5",197
"CB4856",2,2,12,15,"stim","10",203
"CB4856",2,2,12,15,"stim","12",112
"CB4856",2,2,12,15,"stim","14",54
"CB4856",2,2,12,15,"stim","15",NA
"CB4856",2,2,12,15,"stim","16",NA
"CB4856",2,2,12,15,"stim","18",NA
"CB4856",2,2,12,15,"stim","21",NA
"CB4856",2,2,12,15,"stim","24",NA
"CB4856",2,2,12,15,"stim","26",NA
"CB4856",2,2,12,15,"stim","29.5",NA
"CB4856",2,2,12,15,"stim","33",NA
"CB4856",2,2,12,15,"base","1.5",72
"CB4856",2,2,12,15,"base","3.5",98
"CB4856",2,2,12,15,"base","5",114
"CB4856",2,2,12,15,"base","6.5",119
"CB4856",2,2,12,15,"base","8.5",45
"CB4856",2,2,12,15,"base","10",266
"CB4856",2,2,12,15,"base","12",155
"CB4856",2,2,12,15,"base","14",23
"CB4856",2,2,12,15,"base","15",NA
"CB4856",2,2,12,15,"base","16",NA
"CB4856",2,2,12,15,"base","18",NA
"CB4856",2,2,12,15,"base","21",NA
"CB4856",2,2,12,15,"base","24",NA
"CB4856",2,2,12,15,"base","26",NA
"CB4856",2,2,12,15,"base","29.5",NA
"CB4856",2,2,12,15,"base","33",NA
"CB4856",2,2,13,16,"stim","1.5",51
"CB4856",2,2,13,16,"stim","3.5",119
"CB4856",2,2,13,16,"stim","5",126
"CB4856",2,2,13,16,"stim","6.5",21
"CB4856",2,2,13,16,"stim","8.5",53
"CB4856",2,2,13,16,"stim","10",6
"CB4856",2,2,13,16,"stim","12",2
"CB4856",2,2,13,16,"stim","14",52
"CB4856",2,2,13,16,"stim","15",136
"CB4856",2,2,13,16,"stim","16",NA
"CB4856",2,2,13,16,"stim","18",NA
"CB4856",2,2,13,16,"stim","21",NA
"CB4856",2,2,13,16,"stim","24",NA
"CB4856",2,2,13,16,"stim","26",NA
"CB4856",2,2,13,16,"stim","29.5",NA
"CB4856",2,2,13,16,"stim","33",NA
"CB4856",2,2,13,16,"base","1.5",42
"CB4856",2,2,13,16,"base","3.5",59
"CB4856",2,2,13,16,"base","5",186
"CB4856",2,2,13,16,"base","6.5",47
"CB4856",2,2,13,16,"base","8.5",65
"CB4856",2,2,13,16,"base","10",79
"CB4856",2,2,13,16,"base","12",0
"CB4856",2,2,13,16,"base","14",0
"CB4856",2,2,13,16,"base","15",103
"CB4856",2,2,13,16,"base","16",NA
"CB4856",2,2,13,16,"base","18",NA
"CB4856",2,2,13,16,"base","21",NA
"CB4856",2,2,13,16,"base","24",NA
"CB4856",2,2,13,16,"base","26",NA
"CB4856",2,2,13,16,"base","29.5",NA
"CB4856",2,2,13,16,"base","33",NA
"CB4856",2,2,14,16,"stim","1.5",38
"CB4856",2,2,14,16,"stim","3.5",22
"CB4856",2,2,14,16,"stim","5",172
"CB4856",2,2,14,16,"stim","6.5",42
"CB4856",2,2,14,16,"stim","8.5",100
"CB4856",2,2,14,16,"stim","10",162
"CB4856",2,2,14,16,"stim","12",0
"CB4856",2,2,14,16,"stim","14",70
"CB4856",2,2,14,16,"stim","15",90
"CB4856",2,2,14,16,"stim","16",NA
"CB4856",2,2,14,16,"stim","18",NA
"CB4856",2,2,14,16,"stim","21",NA
"CB4856",2,2,14,16,"stim","24",NA
"CB4856",2,2,14,16,"stim","26",NA
"CB4856",2,2,14,16,"stim","29.5",NA
"CB4856",2,2,14,16,"stim","33",NA
"CB4856",2,2,14,16,"base","1.5",70
"CB4856",2,2,14,16,"base","3.5",78
"CB4856",2,2,14,16,"base","5",108
"CB4856",2,2,14,16,"base","6.5",5
"CB4856",2,2,14,16,"base","8.5",266
"CB4856",2,2,14,16,"base","10",141
"CB4856",2,2,14,16,"base","12",0
"CB4856",2,2,14,16,"base","14",146
"CB4856",2,2,14,16,"base","15",0
"CB4856",2,2,14,16,"base","16",NA
"CB4856",2,2,14,16,"base","18",NA
"CB4856",2,2,14,16,"base","21",NA
"CB4856",2,2,14,16,"base","24",NA
"CB4856",2,2,14,16,"base","26",NA
"CB4856",2,2,14,16,"base","29.5",NA
"CB4856",2,2,14,16,"base","33",NA
"CB4856",2,2,15,24,"stim","1.5",227
"CB4856",2,2,15,24,"stim","3.5",332
"CB4856",2,2,15,24,"stim","5",248
"CB4856",2,2,15,24,"stim","6.5",261
"CB4856",2,2,15,24,"stim","8.5",199
"CB4856",2,2,15,24,"stim","10",386
"CB4856",2,2,15,24,"stim","12",305
"CB4856",2,2,15,24,"stim","14",31
"CB4856",2,2,15,24,"stim","15",46
"CB4856",2,2,15,24,"stim","16",0
"CB4856",2,2,15,24,"stim","18",0
"CB4856",2,2,15,24,"stim","21",0
"CB4856",2,2,15,24,"stim","24",NA
"CB4856",2,2,15,24,"stim","26",NA
"CB4856",2,2,15,24,"stim","29.5",NA
"CB4856",2,2,15,24,"stim","33",NA
"CB4856",2,2,15,24,"base","1.5",81
"CB4856",2,2,15,24,"base","3.5",281
"CB4856",2,2,15,24,"base","5",88
"CB4856",2,2,15,24,"base","6.5",279
"CB4856",2,2,15,24,"base","8.5",378
"CB4856",2,2,15,24,"base","10",246
"CB4856",2,2,15,24,"base","12",147
"CB4856",2,2,15,24,"base","14",106
"CB4856",2,2,15,24,"base","15",54
"CB4856",2,2,15,24,"base","16",0
"CB4856",2,2,15,24,"base","18",0
"CB4856",2,2,15,24,"base","21",84
"CB4856",2,2,15,24,"base","24",NA
"CB4856",2,2,15,24,"base","26",NA
"CB4856",2,2,15,24,"base","29.5",NA
"CB4856",2,2,15,24,"base","33",NA
"CB4856",2,2,16,15,"stim","1.5",120
"CB4856",2,2,16,15,"stim","3.5",204
"CB4856",2,2,16,15,"stim","5",175
"CB4856",2,2,16,15,"stim","6.5",147
"CB4856",2,2,16,15,"stim","8.5",0
"CB4856",2,2,16,15,"stim","10",32
"CB4856",2,2,16,15,"stim","12",0
"CB4856",2,2,16,15,"stim","14",0
"CB4856",2,2,16,15,"stim","15",NA
"CB4856",2,2,16,15,"stim","16",NA
"CB4856",2,2,16,15,"stim","18",NA
"CB4856",2,2,16,15,"stim","21",NA
"CB4856",2,2,16,15,"stim","24",NA
"CB4856",2,2,16,15,"stim","26",NA
"CB4856",2,2,16,15,"stim","29.5",NA
"CB4856",2,2,16,15,"stim","33",NA
"CB4856",2,2,16,15,"base","1.5",150
"CB4856",2,2,16,15,"base","3.5",169
"CB4856",2,2,16,15,"base","5",159
"CB4856",2,2,16,15,"base","6.5",180
"CB4856",2,2,16,15,"base","8.5",3
"CB4856",2,2,16,15,"base","10",6
"CB4856",2,2,16,15,"base","12",97
"CB4856",2,2,16,15,"base","14",83
"CB4856",2,2,16,15,"base","15",NA
"CB4856",2,2,16,15,"base","16",NA
"CB4856",2,2,16,15,"base","18",NA
"CB4856",2,2,16,15,"base","21",NA
"CB4856",2,2,16,15,"base","24",NA
"CB4856",2,2,16,15,"base","26",NA
"CB4856",2,2,16,15,"base","29.5",NA
"CB4856",2,2,16,15,"base","33",NA
"CB4856",2,2,17,18,"stim","1.5",128
"CB4856",2,2,17,18,"stim","3.5",170
"CB4856",2,2,17,18,"stim","5",66
"CB4856",2,2,17,18,"stim","6.5",111
"CB4856",2,2,17,18,"stim","8.5",41
"CB4856",2,2,17,18,"stim","10",220
"CB4856",2,2,17,18,"stim","12",0
"CB4856",2,2,17,18,"stim","14",26
"CB4856",2,2,17,18,"stim","15",22
"CB4856",2,2,17,18,"stim","16",0
"CB4856",2,2,17,18,"stim","18",NA
"CB4856",2,2,17,18,"stim","21",NA
"CB4856",2,2,17,18,"stim","24",NA
"CB4856",2,2,17,18,"stim","26",NA
"CB4856",2,2,17,18,"stim","29.5",NA
"CB4856",2,2,17,18,"stim","33",NA
"CB4856",2,2,17,18,"base","1.5",126
"CB4856",2,2,17,18,"base","3.5",83
"CB4856",2,2,17,18,"base","5",110
"CB4856",2,2,17,18,"base","6.5",239
"CB4856",2,2,17,18,"base","8.5",87
"CB4856",2,2,17,18,"base","10",199
"CB4856",2,2,17,18,"base","12",0
"CB4856",2,2,17,18,"base","14",40
"CB4856",2,2,17,18,"base","15",0
"CB4856",2,2,17,18,"base","16",5
"CB4856",2,2,17,18,"base","18",NA
"CB4856",2,2,17,18,"base","21",NA
"CB4856",2,2,17,18,"base","24",NA
"CB4856",2,2,17,18,"base","26",NA
"CB4856",2,2,17,18,"base","29.5",NA
"CB4856",2,2,17,18,"base","33",NA
"CB4856",2,2,18,18,"stim","1.5",28
"CB4856",2,2,18,18,"stim","3.5",21
"CB4856",2,2,18,18,"stim","5",166
"CB4856",2,2,18,18,"stim","6.5",207
"CB4856",2,2,18,18,"stim","8.5",102
"CB4856",2,2,18,18,"stim","10",209
"CB4856",2,2,18,18,"stim","12",31
"CB4856",2,2,18,18,"stim","14",156
"CB4856",2,2,18,18,"stim","15",27
"CB4856",2,2,18,18,"stim","16",36
"CB4856",2,2,18,18,"stim","18",NA
"CB4856",2,2,18,18,"stim","21",NA
"CB4856",2,2,18,18,"stim","24",NA
"CB4856",2,2,18,18,"stim","26",NA
"CB4856",2,2,18,18,"stim","29.5",NA
"CB4856",2,2,18,18,"stim","33",NA
"CB4856",2,2,18,18,"base","1.5",41
"CB4856",2,2,18,18,"base","3.5",28
"CB4856",2,2,18,18,"base","5",163
"CB4856",2,2,18,18,"base","6.5",1
"CB4856",2,2,18,18,"base","8.5",14
"CB4856",2,2,18,18,"base","10",177
"CB4856",2,2,18,18,"base","12",52
"CB4856",2,2,18,18,"base","14",18
"CB4856",2,2,18,18,"base","15",20
"CB4856",2,2,18,18,"base","16",0
"CB4856",2,2,18,18,"base","18",NA
"CB4856",2,2,18,18,"base","21",NA
"CB4856",2,2,18,18,"base","24",NA
"CB4856",2,2,18,18,"base","26",NA
"CB4856",2,2,18,18,"base","29.5",NA
"CB4856",2,2,18,18,"base","33",NA
"CB4856",2,2,19,NA,"stim","1.5",0
"CB4856",2,2,19,NA,"stim","3.5",0
"CB4856",2,2,19,NA,"stim","5",0
"CB4856",2,2,19,NA,"stim","6.5",0
"CB4856",2,2,19,NA,"stim","8.5",0
"CB4856",2,2,19,NA,"stim","10",0
"CB4856",2,2,19,NA,"stim","12",0
"CB4856",2,2,19,NA,"stim","14",0
"CB4856",2,2,19,NA,"stim","15",0
"CB4856",2,2,19,NA,"stim","16",0
"CB4856",2,2,19,NA,"stim","18",0
"CB4856",2,2,19,NA,"stim","21",0
"CB4856",2,2,19,NA,"stim","24",0
"CB4856",2,2,19,NA,"stim","26",0
"CB4856",2,2,19,NA,"stim","29.5",0
"CB4856",2,2,19,NA,"stim","33",0
"CB4856",2,2,19,NA,"base","1.5",0
"CB4856",2,2,19,NA,"base","3.5",0
"CB4856",2,2,19,NA,"base","5",0
"CB4856",2,2,19,NA,"base","6.5",0
"CB4856",2,2,19,NA,"base","8.5",0
"CB4856",2,2,19,NA,"base","10",0
"CB4856",2,2,19,NA,"base","12",0
"CB4856",2,2,19,NA,"base","14",0
"CB4856",2,2,19,NA,"base","15",0
"CB4856",2,2,19,NA,"base","16",0
"CB4856",2,2,19,NA,"base","18",0
"CB4856",2,2,19,NA,"base","21",0
"CB4856",2,2,19,NA,"base","24",0
"CB4856",2,2,19,NA,"base","26",0
"CB4856",2,2,19,NA,"base","29.5",0
"CB4856",2,2,19,NA,"base","33",0
"CB4856",2,2,20,18,"stim","1.5",105
"CB4856",2,2,20,18,"stim","3.5",221
"CB4856",2,2,20,18,"stim","5",194
"CB4856",2,2,20,18,"stim","6.5",41
"CB4856",2,2,20,18,"stim","8.5",152
"CB4856",2,2,20,18,"stim","10",57
"CB4856",2,2,20,18,"stim","12",0
"CB4856",2,2,20,18,"stim","14",0
"CB4856",2,2,20,18,"stim","15",2
