Device,Experiment,Plate Name,Animal Description,Plate Position Name,Plate Row,Plate Column,Plate Center Position X (inches),Plate Center Position Y (inches),Plate Size X (inches),Plate Size Y (inches),Strain,Genotype,Condition 1,Condition 2,Condition 3,Culturing Temperature,Experiment Temperature, Food Source,Environmental Conditions,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Age at Death (d),Duration Not Fast Moving (d),Longest Gap in Measurement (d),Censored,Censored Reason,Event Observation Type,Annotation Source,Technique,Analysis Type,Event Type
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,43.5064,8.875,0.583333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,43.2564,13.3958,0.583333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,42.7148,10.0417,0.583333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,42.1731,4.64583,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,41.3814,5,0.583333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,39.5481,13.7083,0.583333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,39.0898,9.33333,0.583333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,39.0898,10.7083,0.583333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,38.1731,15.625,0.583333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,35.6731,9.79167,0.208333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,34.5898,3.875,0.166667,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,34.3398,1.54167,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,33.0481,3.58333,0.166667,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,32.0064,9.25,0.208333,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,27.6731,5.5,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,27.5898,10.2292,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,26.7564,7.22917,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,24.4231,8.1875,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,23.2564,6.20833,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,22.2564,7.20833,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,21.6314,3.91667,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,20.7564,0.875,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,20.4648,0.541667,0.125,0,,,Automated Analysis,Lifespan Machine,,
Orion,CeNDR_071919,Orion_d::0,CX11314::1::40::20::OP50-1::CeNDR,d::0,0,d,5.97969,1.40156,1.81563,1.92188,CX11314,,,1,40,20,20,OP50-1,CeNDR,,,,1,8.06892,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
