Plate Num,Plate_Name,Well_Num,Strain,Lifespan est (days),Healthspan est (days),Time (days),Activity (a.u.)
1,WI_JDH_7A,16,JU258,17.5,7.1,25,-163.1
1,WI_JDH_7A,16,JU258,17.5,7.1,25.5,-168.9
1,WI_JDH_7A,16,JU258,17.5,7.1,26,-175
1,WI_JDH_7A,16,JU258,17.5,7.1,26.5,-181.4
1,WI_JDH_7A,16,JU258,17.5,7.1,27,-186.4
1,WI_JDH_7A,16,JU258,17.5,7.1,27.5,-189.1
1,WI_JDH_7A,16,JU258,17.5,7.1,28,-191.3
1,WI_JDH_7A,16,JU258,17.5,7.1,28.5,-193.3
1,WI_JDH_7A,16,JU258,17.5,7.1,29,-194.9
1,WI_JDH_7A,16,JU258,17.5,7.1,29.5,-198.1
1,WI_JDH_7A,16,JU258,17.5,7.1,30,-202.3
1,WI_JDH_7A,16,JU258,17.5,7.1,30.5,-206.9
1,WI_JDH_7A,16,JU258,17.5,7.1,31,-211.6
1,WI_JDH_7A,16,JU258,17.5,7.1,31.5,-214.6
1,WI_JDH_7A,16,JU258,17.5,7.1,32,-214.6
1,WI_JDH_7A,16,JU258,17.5,7.1,32.5,-212.1
1,WI_JDH_7A,16,JU258,17.5,7.1,33,-208.9
1,WI_JDH_7A,16,JU258,17.5,7.1,33.5,-207.3
1,WI_JDH_7A,16,JU258,17.5,7.1,34,-207.5
1,WI_JDH_7A,16,JU258,17.5,7.1,34.5,-208.1
1,WI_JDH_7A,16,JU258,17.5,7.1,35,-208.4
1,WI_JDH_7A,16,JU258,17.5,7.1,35.5,-208.1
1,WI_JDH_7A,16,JU258,17.5,7.1,36,-207.4
1,WI_JDH_7A,16,JU258,17.5,7.1,36.5,-207.7
1,WI_JDH_7A,16,JU258,17.5,7.1,37,-209.5
1,WI_JDH_7A,17,DL238,NaN,NaN,0,29518.5
1,WI_JDH_7A,17,DL238,NaN,NaN,0.5,23946.7
1,WI_JDH_7A,17,DL238,NaN,NaN,1,18784.8
1,WI_JDH_7A,17,DL238,NaN,NaN,1.5,14939.8
1,WI_JDH_7A,17,DL238,NaN,NaN,2,12574.4
1,WI_JDH_7A,17,DL238,NaN,NaN,2.5,11285.3
1,WI_JDH_7A,17,DL238,NaN,NaN,3,10643.6
1,WI_JDH_7A,17,DL238,NaN,NaN,3.5,10202.2
1,WI_JDH_7A,17,DL238,NaN,NaN,4,9619.1
1,WI_JDH_7A,17,DL238,NaN,NaN,4.5,8917.7
1,WI_JDH_7A,17,DL238,NaN,NaN,5,8360.9
1,WI_JDH_7A,17,DL238,NaN,NaN,5.5,8042.7
1,WI_JDH_7A,17,DL238,NaN,NaN,6,7834.8
1,WI_JDH_7A,17,DL238,NaN,NaN,6.5,7594.5
1,WI_JDH_7A,17,DL238,NaN,NaN,7,7255
1,WI_JDH_7A,17,DL238,NaN,NaN,7.5,6868.9
1,WI_JDH_7A,17,DL238,NaN,NaN,8,6501.7
1,WI_JDH_7A,17,DL238,NaN,NaN,8.5,6140.4
1,WI_JDH_7A,17,DL238,NaN,NaN,9,5755.4
1,WI_JDH_7A,17,DL238,NaN,NaN,9.5,5372.5
1,WI_JDH_7A,17,DL238,NaN,NaN,10,5008.1
1,WI_JDH_7A,17,DL238,NaN,NaN,10.5,4706.3
1,WI_JDH_7A,17,DL238,NaN,NaN,11,4434
1,WI_JDH_7A,17,DL238,NaN,NaN,11.5,4182.7
1,WI_JDH_7A,17,DL238,NaN,NaN,12,3935.1
1,WI_JDH_7A,17,DL238,NaN,NaN,12.5,3645.4
1,WI_JDH_7A,17,DL238,NaN,NaN,13,3282.5
1,WI_JDH_7A,17,DL238,NaN,NaN,13.5,2894.2
1,WI_JDH_7A,17,DL238,NaN,NaN,14,2468.3
1,WI_JDH_7A,17,DL238,NaN,NaN,14.5,1990.8
1,WI_JDH_7A,17,DL238,NaN,NaN,15,1506
1,WI_JDH_7A,17,DL238,NaN,NaN,15.5,1037.9
1,WI_JDH_7A,17,DL238,NaN,NaN,16,652.2
1,WI_JDH_7A,17,DL238,NaN,NaN,16.5,392.6
1,WI_JDH_7A,17,DL238,NaN,NaN,17,252.6
1,WI_JDH_7A,17,DL238,NaN,NaN,17.5,203.9
1,WI_JDH_7A,17,DL238,NaN,NaN,18,207.8
1,WI_JDH_7A,17,DL238,NaN,NaN,18.5,227.1
1,WI_JDH_7A,17,DL238,NaN,NaN,19,237
1,WI_JDH_7A,17,DL238,NaN,NaN,19.5,233.7
1,WI_JDH_7A,17,DL238,NaN,NaN,20,216
1,WI_JDH_7A,17,DL238,NaN,NaN,20.5,201.3
1,WI_JDH_7A,17,DL238,NaN,NaN,21,199.4
1,WI_JDH_7A,17,DL238,NaN,NaN,21.5,190
1,WI_JDH_7A,17,DL238,NaN,NaN,22,136.7
1,WI_JDH_7A,17,DL238,NaN,NaN,22.5,38.1
1,WI_JDH_7A,17,DL238,NaN,NaN,23,-72.7
1,WI_JDH_7A,17,DL238,NaN,NaN,23.5,-162.4
1,WI_JDH_7A,17,DL238,NaN,NaN,24,-218
1,WI_JDH_7A,17,DL238,NaN,NaN,24.5,-245.3
1,WI_JDH_7A,17,DL238,NaN,NaN,25,-255.5
1,WI_JDH_7A,17,DL238,NaN,NaN,25.5,-256.1
1,WI_JDH_7A,17,DL238,NaN,NaN,26,-255.6
1,WI_JDH_7A,17,DL238,NaN,NaN,26.5,-259.5
1,WI_JDH_7A,17,DL238,NaN,NaN,27,-271
1,WI_JDH_7A,17,DL238,NaN,NaN,27.5,-287.6
1,WI_JDH_7A,17,DL238,NaN,NaN,28,-304
1,WI_JDH_7A,17,DL238,NaN,NaN,28.5,-319.3
1,WI_JDH_7A,17,DL238,NaN,NaN,29,-333
1,WI_JDH_7A,17,DL238,NaN,NaN,29.5,-344.1
1,WI_JDH_7A,17,DL238,NaN,NaN,30,-351.4
1,WI_JDH_7A,17,DL238,NaN,NaN,30.5,-355.6
1,WI_JDH_7A,17,DL238,NaN,NaN,31,-357.8
1,WI_JDH_7A,17,DL238,NaN,NaN,31.5,-357.8
1,WI_JDH_7A,17,DL238,NaN,NaN,32,-355.3
1,WI_JDH_7A,17,DL238,NaN,NaN,32.5,-349.6
1,WI_JDH_7A,17,DL238,NaN,NaN,33,-341.1
1,WI_JDH_7A,17,DL238,NaN,NaN,33.5,-334.5
1,WI_JDH_7A,17,DL238,NaN,NaN,34,-330.9
1,WI_JDH_7A,17,DL238,NaN,NaN,34.5,-328.7
1,WI_JDH_7A,17,DL238,NaN,NaN,35,-327.5
1,WI_JDH_7A,17,DL238,NaN,NaN,35.5,-327.6
1,WI_JDH_7A,17,DL238,NaN,NaN,36,-329.6
1,WI_JDH_7A,17,DL238,NaN,NaN,36.5,-334.2
1,WI_JDH_7A,17,DL238,NaN,NaN,37,-340.9
1,WI_JDH_7A,18,MY23,18,10.6,0,24671.2
1,WI_JDH_7A,18,MY23,18,10.6,0.5,18719
1,WI_JDH_7A,18,MY23,18,10.6,1,13715.9
1,WI_JDH_7A,18,MY23,18,10.6,1.5,10555.3
1,WI_JDH_7A,18,MY23,18,10.6,2,9281.4
1,WI_JDH_7A,18,MY23,18,10.6,2.5,9286.9
1,WI_JDH_7A,18,MY23,18,10.6,3,10048
1,WI_JDH_7A,18,MY23,18,10.6,3.5,11300.6
1,WI_JDH_7A,18,MY23,18,10.6,4,12551.4
1,WI_JDH_7A,18,MY23,18,10.6,4.5,13341.5
1,WI_JDH_7A,18,MY23,18,10.6,5,13587.1
1,WI_JDH_7A,18,MY23,18,10.6,5.5,13286.6
1,WI_JDH_7A,18,MY23,18,10.6,6,12518.5
1,WI_JDH_7A,18,MY23,18,10.6,6.5,11507.2
1,WI_JDH_7A,18,MY23,18,10.6,7,10612.5
1,WI_JDH_7A,18,MY23,18,10.6,7.5,9995.1
1,WI_JDH_7A,18,MY23,18,10.6,8,9538.4
1,WI_JDH_7A,18,MY23,18,10.6,8.5,8987.4
1,WI_JDH_7A,18,MY23,18,10.6,9,8032.7
1,WI_JDH_7A,18,MY23,18,10.6,9.5,6829.3
1,WI_JDH_7A,18,MY23,18,10.6,10,5780.5
1,WI_JDH_7A,18,MY23,18,10.6,10.5,4965.6
1,WI_JDH_7A,18,MY23,18,10.6,11,4378.3
1,WI_JDH_7A,18,MY23,18,10.6,11.5,4036.2
1,WI_JDH_7A,18,MY23,18,10.6,12,3853.6
1,WI_JDH_7A,18,MY23,18,10.6,12.5,3700.1
1,WI_JDH_7A,18,MY23,18,10.6,13,3518
1,WI_JDH_7A,18,MY23,18,10.6,13.5,3255.2
1,WI_JDH_7A,18,MY23,18,10.6,14,2972.8
1,WI_JDH_7A,18,MY23,18,10.6,14.5,2692.8
1,WI_JDH_7A,18,MY23,18,10.6,15,2391.8
1,WI_JDH_7A,18,MY23,18,10.6,15.5,2068.7
1,WI_JDH_7A,18,MY23,18,10.6,16,1769.9
1,WI_JDH_7A,18,MY23,18,10.6,16.5,1503.2
1,WI_JDH_7A,18,MY23,18,10.6,17,1283.8
1,WI_JDH_7A,18,MY23,18,10.6,17.5,1131.1
1,WI_JDH_7A,18,MY23,18,10.6,18,987.6
1,WI_JDH_7A,18,MY23,18,10.6,18.5,806.4
1,WI_JDH_7A,18,MY23,18,10.6,19,620.4
1,WI_JDH_7A,18,MY23,18,10.6,19.5,455.2
1,WI_JDH_7A,18,MY23,18,10.6,20,323.9
1,WI_JDH_7A,18,MY23,18,10.6,20.5,208.5
1,WI_JDH_7A,18,MY23,18,10.6,21,73.8
1,WI_JDH_7A,18,MY23,18,10.6,21.5,-59.5
1,WI_JDH_7A,18,MY23,18,10.6,22,-168.3
1,WI_JDH_7A,18,MY23,18,10.6,22.5,-257.7
1,WI_JDH_7A,18,MY23,18,10.6,23,-340.6
1,WI_JDH_7A,18,MY23,18,10.6,23.5,-405.3
1,WI_JDH_7A,18,MY23,18,10.6,24,-428.5
1,WI_JDH_7A,18,MY23,18,10.6,24.5,-410.8
1,WI_JDH_7A,18,MY23,18,10.6,25,-384.5
1,WI_JDH_7A,18,MY23,18,10.6,25.5,-376.5
1,WI_JDH_7A,18,MY23,18,10.6,26,-405.5
1,WI_JDH_7A,18,MY23,18,10.6,26.5,-460.4
1,WI_JDH_7A,18,MY23,18,10.6,27,-515.5
1,WI_JDH_7A,18,MY23,18,10.6,27.5,-560.7
1,WI_JDH_7A,18,MY23,18,10.6,28,-614
1,WI_JDH_7A,18,MY23,18,10.6,28.5,-678.1
1,WI_JDH_7A,18,MY23,18,10.6,29,-744.9
1,WI_JDH_7A,18,MY23,18,10.6,29.5,-801.5
1,WI_JDH_7A,18,MY23,18,10.6,30,-842.3
1,WI_JDH_7A,18,MY23,18,10.6,30.5,-869
1,WI_JDH_7A,18,MY23,18,10.6,31,-883.5
1,WI_JDH_7A,18,MY23,18,10.6,31.5,-888.2
1,WI_JDH_7A,18,MY23,18,10.6,32,-890.7
1,WI_JDH_7A,18,MY23,18,10.6,32.5,-896
1,WI_JDH_7A,18,MY23,18,10.6,33,-902.7
1,WI_JDH_7A,18,MY23,18,10.6,33.5,-907.5
1,WI_JDH_7A,18,MY23,18,10.6,34,-908
1,WI_JDH_7A,18,MY23,18,10.6,34.5,-905.3
1,WI_JDH_7A,18,MY23,18,10.6,35,-904.7
1,WI_JDH_7A,18,MY23,18,10.6,35.5,-908.7
1,WI_JDH_7A,18,MY23,18,10.6,36,-914.3
1,WI_JDH_7A,18,MY23,18,10.6,36.5,-919.3
1,WI_JDH_7A,18,MY23,18,10.6,37,-922.5
1,WI_JDH_7A,19,CB4856,20.6,10,0,53110
1,WI_JDH_7A,19,CB4856,20.6,10,0.5,39623.9
1,WI_JDH_7A,19,CB4856,20.6,10,1,27755
1,WI_JDH_7A,19,CB4856,20.6,10,1.5,19345.2
1,WI_JDH_7A,19,CB4856,20.6,10,2,14547.6
1,WI_JDH_7A,19,CB4856,20.6,10,2.5,12444.8
1,WI_JDH_7A,19,CB4856,20.6,10,3,12035.5
1,WI_JDH_7A,19,CB4856,20.6,10,3.5,12562.4
1,WI_JDH_7A,19,CB4856,20.6,10,4,13334.1
1,WI_JDH_7A,19,CB4856,20.6,10,4.5,13846.4
1,WI_JDH_7A,19,CB4856,20.6,10,5,13902.1
1,WI_JDH_7A,19,CB4856,20.6,10,5.5,13520.3
1,WI_JDH_7A,19,CB4856,20.6,10,6,12843
1,WI_JDH_7A,19,CB4856,20.6,10,6.5,11952
1,WI_JDH_7A,19,CB4856,20.6,10,7,11105
1,WI_JDH_7A,19,CB4856,20.6,10,7.5,10416.7
1,WI_JDH_7A,19,CB4856,20.6,10,8,9800.5
1,WI_JDH_7A,19,CB4856,20.6,10,8.5,9232.2
1,WI_JDH_7A,19,CB4856,20.6,10,9,8739.7
1,WI_JDH_7A,19,CB4856,20.6,10,9.5,8196.9
1,WI_JDH_7A,19,CB4856,20.6,10,10,7425
1,WI_JDH_7A,19,CB4856,20.6,10,10.5,6481.6
1,WI_JDH_7A,19,CB4856,20.6,10,11,5506.1
1,WI_JDH_7A,19,CB4856,20.6,10,11.5,4527.3
1,WI_JDH_7A,19,CB4856,20.6,10,12,3627.3
1,WI_JDH_7A,19,CB4856,20.6,10,12.5,2946.4
1,WI_JDH_7A,19,CB4856,20.6,10,13,2585.2
1,WI_JDH_7A,19,CB4856,20.6,10,13.5,2481.6
1,WI_JDH_7A,19,CB4856,20.6,10,14,2492.7
1,WI_JDH_7A,19,CB4856,20.6,10,14.5,2470.9
1,WI_JDH_7A,19,CB4856,20.6,10,15,2360.9
1,WI_JDH_7A,19,CB4856,20.6,10,15.5,2204.1
1,WI_JDH_7A,19,CB4856,20.6,10,16,2029.2
1,WI_JDH_7A,19,CB4856,20.6,10,16.5,1838.9
1,WI_JDH_7A,19,CB4856,20.6,10,17,1667.9
1,WI_JDH_7A,19,CB4856,20.6,10,17.5,1557.9
1,WI_JDH_7A,19,CB4856,20.6,10,18,1502.3
1,WI_JDH_7A,19,CB4856,20.6,10,18.5,1465
1,WI_JDH_7A,19,CB4856,20.6,10,19,1396.8
1,WI_JDH_7A,19,CB4856,20.6,10,19.5,1268.7
1,WI_JDH_7A,19,CB4856,20.6,10,20,1082.5
1,WI_JDH_7A,19,CB4856,20.6,10,20.5,885.2
1,WI_JDH_7A,19,CB4856,20.6,10,21,711.8
1,WI_JDH_7A,19,CB4856,20.6,10,21.5,568.2
1,WI_JDH_7A,19,CB4856,20.6,10,22,452.7
1,WI_JDH_7A,19,CB4856,20.6,10,22.5,368.8
1,WI_JDH_7A,19,CB4856,20.6,10,23,317.3
1,WI_JDH_7A,19,CB4856,20.6,10,23.5,295
1,WI_JDH_7A,19,CB4856,20.6,10,24,279.9
1,WI_JDH_7A,19,CB4856,20.6,10,24.5,247.9
1,WI_JDH_7A,19,CB4856,20.6,10,25,191.3
1,WI_JDH_7A,19,CB4856,20.6,10,25.5,125.3
1,WI_JDH_7A,19,CB4856,20.6,10,26,54.8
1,WI_JDH_7A,19,CB4856,20.6,10,26.5,-10.5
1,WI_JDH_7A,19,CB4856,20.6,10,27,-59.1
1,WI_JDH_7A,19,CB4856,20.6,10,27.5,-94.2
1,WI_JDH_7A,19,CB4856,20.6,10,28,-126.5
1,WI_JDH_7A,19,CB4856,20.6,10,28.5,-156.6
1,WI_JDH_7A,19,CB4856,20.6,10,29,-179.7
1,WI_JDH_7A,19,CB4856,20.6,10,29.5,-193.8
1,WI_JDH_7A,19,CB4856,20.6,10,30,-199.2
1,WI_JDH_7A,19,CB4856,20.6,10,30.5,-199.7
1,WI_JDH_7A,19,CB4856,20.6,10,31,-201.8
1,WI_JDH_7A,19,CB4856,20.6,10,31.5,-206
1,WI_JDH_7A,19,CB4856,20.6,10,32,-209.4
1,WI_JDH_7A,19,CB4856,20.6,10,32.5,-211.3
1,WI_JDH_7A,19,CB4856,20.6,10,33,-211.3
1,WI_JDH_7A,19,CB4856,20.6,10,33.5,-210.4
1,WI_JDH_7A,19,CB4856,20.6,10,34,-209.3
1,WI_JDH_7A,19,CB4856,20.6,10,34.5,-208.7
1,WI_JDH_7A,19,CB4856,20.6,10,35,-209.6
1,WI_JDH_7A,19,CB4856,20.6,10,35.5,-211.9
1,WI_JDH_7A,19,CB4856,20.6,10,36,-213.4
1,WI_JDH_7A,19,CB4856,20.6,10,36.5,-212.9
1,WI_JDH_7A,19,CB4856,20.6,10,37,-210.6
1,WI_JDH_7A,20,JU775,16.5,7.2,0,67224.1
1,WI_JDH_7A,20,JU775,16.5,7.2,0.5,60414.5
1,WI_JDH_7A,20,JU775,16.5,7.2,1,53441.6
1,WI_JDH_7A,20,JU775,16.5,7.2,1.5,47483.2
1,WI_JDH_7A,20,JU775,16.5,7.2,2,42669.9
1,WI_JDH_7A,20,JU775,16.5,7.2,2.5,38402.1
1,WI_JDH_7A,20,JU775,16.5,7.2,3,34085.3
1,WI_JDH_7A,20,JU775,16.5,7.2,3.5,29361.2
1,WI_JDH_7A,20,JU775,16.5,7.2,4,24561.6
1,WI_JDH_7A,20,JU775,16.5,7.2,4.5,20333.8
1,WI_JDH_7A,20,JU775,16.5,7.2,5,16807.1
1,WI_JDH_7A,20,JU775,16.5,7.2,5.5,13919.2
1,WI_JDH_7A,20,JU775,16.5,7.2,6,11681.1
1,WI_JDH_7A,20,JU775,16.5,7.2,6.5,10093.7
1,WI_JDH_7A,20,JU775,16.5,7.2,7,9037.9
1,WI_JDH_7A,20,JU775,16.5,7.2,7.5,8351.2
1,WI_JDH_7A,20,JU775,16.5,7.2,8,7763.1
1,WI_JDH_7A,20,JU775,16.5,7.2,8.5,6968.8
1,WI_JDH_7A,20,JU775,16.5,7.2,9,6076.8
1,WI_JDH_7A,20,JU775,16.5,7.2,9.5,5347.8
1,WI_JDH_7A,20,JU775,16.5,7.2,10,4920.6
1,WI_JDH_7A,20,JU775,16.5,7.2,10.5,4704.9
1,WI_JDH_7A,20,JU775,16.5,7.2,11,4550.3
1,WI_JDH_7A,20,JU775,16.5,7.2,11.5,4334.2
1,WI_JDH_7A,20,JU775,16.5,7.2,12,3995.2
1,WI_JDH_7A,20,JU775,16.5,7.2,12.5,3554.1
1,WI_JDH_7A,20,JU775,16.5,7.2,13,3115.1
1,WI_JDH_7A,20,JU775,16.5,7.2,13.5,2783
1,WI_JDH_7A,20,JU775,16.5,7.2,14,2525.4
1,WI_JDH_7A,20,JU775,16.5,7.2,14.5,2222
1,WI_JDH_7A,20,JU775,16.5,7.2,15,1925.8
1,WI_JDH_7A,20,JU775,16.5,7.2,15.5,1715.7
1,WI_JDH_7A,20,JU775,16.5,7.2,16,1569.4
1,WI_JDH_7A,20,JU775,16.5,7.2,16.5,1427.6
1,WI_JDH_7A,20,JU775,16.5,7.2,17,1264.5
1,WI_JDH_7A,20,JU775,16.5,7.2,17.5,1086.8
1,WI_JDH_7A,20,JU775,16.5,7.2,18,895.5
1,WI_JDH_7A,20,JU775,16.5,7.2,18.5,670.4
1,WI_JDH_7A,20,JU775,16.5,7.2,19,456.2
1,WI_JDH_7A,20,JU775,16.5,7.2,19.5,299.5
1,WI_JDH_7A,20,JU775,16.5,7.2,20,202.9
1,WI_JDH_7A,20,JU775,16.5,7.2,20.5,140.4
1,WI_JDH_7A,20,JU775,16.5,7.2,21,87.8
1,WI_JDH_7A,20,JU775,16.5,7.2,21.5,48.4
1,WI_JDH_7A,20,JU775,16.5,7.2,22,28.8
1,WI_JDH_7A,20,JU775,16.5,7.2,22.5,23
1,WI_JDH_7A,20,JU775,16.5,7.2,23,20.4
1,WI_JDH_7A,20,JU775,16.5,7.2,23.5,13.9
1,WI_JDH_7A,20,JU775,16.5,7.2,24,4.6
1,WI_JDH_7A,20,JU775,16.5,7.2,24.5,-6
1,WI_JDH_7A,20,JU775,16.5,7.2,25,-18
1,WI_JDH_7A,20,JU775,16.5,7.2,25.5,-24.5
1,WI_JDH_7A,20,JU775,16.5,7.2,26,-29
1,WI_JDH_7A,20,JU775,16.5,7.2,26.5,-42
1,WI_JDH_7A,20,JU775,16.5,7.2,27,-66
1,WI_JDH_7A,20,JU775,16.5,7.2,27.5,-97.3
1,WI_JDH_7A,20,JU775,16.5,7.2,28,-132.5
1,WI_JDH_7A,20,JU775,16.5,7.2,28.5,-165
1,WI_JDH_7A,20,JU775,16.5,7.2,29,-189.7
1,WI_JDH_7A,20,JU775,16.5,7.2,29.5,-205.7
1,WI_JDH_7A,20,JU775,16.5,7.2,30,-213.2
1,WI_JDH_7A,20,JU775,16.5,7.2,30.5,-214.1
1,WI_JDH_7A,20,JU775,16.5,7.2,31,-212.9
1,WI_JDH_7A,20,JU775,16.5,7.2,31.5,-211.9
1,WI_JDH_7A,20,JU775,16.5,7.2,32,-212.7
1,WI_JDH_7A,20,JU775,16.5,7.2,32.5,-216.6
1,WI_JDH_7A,20,JU775,16.5,7.2,33,-221.8
1,WI_JDH_7A,20,JU775,16.5,7.2,33.5,-226.9
1,WI_JDH_7A,20,JU775,16.5,7.2,34,-231.8
1,WI_JDH_7A,20,JU775,16.5,7.2,34.5,-235.3
1,WI_JDH_7A,20,JU775,16.5,7.2,35,-236.8
1,WI_JDH_7A,20,JU775,16.5,7.2,35.5,-236.5
1,WI_JDH_7A,20,JU775,16.5,7.2,36,-235.9
1,WI_JDH_7A,20,JU775,16.5,7.2,36.5,-236.5
1,WI_JDH_7A,20,JU775,16.5,7.2,37,-238.5
1,WI_JDH_7A,21,ED3017,12.6,7.1,0,40129.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,0.5,28653.8
1,WI_JDH_7A,21,ED3017,12.6,7.1,1,18434.6
1,WI_JDH_7A,21,ED3017,12.6,7.1,1.5,11306.6
1,WI_JDH_7A,21,ED3017,12.6,7.1,2,7556.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,2.5,6229.4
1,WI_JDH_7A,21,ED3017,12.6,7.1,3,6268.9
1,WI_JDH_7A,21,ED3017,12.6,7.1,3.5,6871.6
1,WI_JDH_7A,21,ED3017,12.6,7.1,4,7360.6
1,WI_JDH_7A,21,ED3017,12.6,7.1,4.5,7421
1,WI_JDH_7A,21,ED3017,12.6,7.1,5,7139.5
1,WI_JDH_7A,21,ED3017,12.6,7.1,5.5,6735.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,6,6351.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,6.5,5916.5
1,WI_JDH_7A,21,ED3017,12.6,7.1,7,5351.2
1,WI_JDH_7A,21,ED3017,12.6,7.1,7.5,4636.6
1,WI_JDH_7A,21,ED3017,12.6,7.1,8,3913
1,WI_JDH_7A,21,ED3017,12.6,7.1,8.5,3317.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,9,2861.7
1,WI_JDH_7A,21,ED3017,12.6,7.1,9.5,2458.8
1,WI_JDH_7A,21,ED3017,12.6,7.1,10,2063.8
1,WI_JDH_7A,21,ED3017,12.6,7.1,10.5,1670.4
1,WI_JDH_7A,21,ED3017,12.6,7.1,11,1327.1
1,WI_JDH_7A,21,ED3017,12.6,7.1,11.5,1038.4
1,WI_JDH_7A,21,ED3017,12.6,7.1,12,810
1,WI_JDH_7A,21,ED3017,12.6,7.1,12.5,657.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,13,545.7
1,WI_JDH_7A,21,ED3017,12.6,7.1,13.5,441.5
1,WI_JDH_7A,21,ED3017,12.6,7.1,14,342.1
1,WI_JDH_7A,21,ED3017,12.6,7.1,14.5,257
1,WI_JDH_7A,21,ED3017,12.6,7.1,15,186
1,WI_JDH_7A,21,ED3017,12.6,7.1,15.5,111.6
1,WI_JDH_7A,21,ED3017,12.6,7.1,16,14.6
1,WI_JDH_7A,21,ED3017,12.6,7.1,16.5,-98.9
1,WI_JDH_7A,21,ED3017,12.6,7.1,17,-203.1
1,WI_JDH_7A,21,ED3017,12.6,7.1,17.5,-276.7
1,WI_JDH_7A,21,ED3017,12.6,7.1,18,-309.1
1,WI_JDH_7A,21,ED3017,12.6,7.1,18.5,-311.9
1,WI_JDH_7A,21,ED3017,12.6,7.1,19,-309.1
1,WI_JDH_7A,21,ED3017,12.6,7.1,19.5,-310.4
1,WI_JDH_7A,21,ED3017,12.6,7.1,20,-326
1,WI_JDH_7A,21,ED3017,12.6,7.1,20.5,-350.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,21,-381.8
1,WI_JDH_7A,21,ED3017,12.6,7.1,21.5,-414.7
1,WI_JDH_7A,21,ED3017,12.6,7.1,22,-439
1,WI_JDH_7A,21,ED3017,12.6,7.1,22.5,-451.9
1,WI_JDH_7A,21,ED3017,12.6,7.1,23,-454.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,23.5,-449
1,WI_JDH_7A,21,ED3017,12.6,7.1,24,-435.9
1,WI_JDH_7A,21,ED3017,12.6,7.1,24.5,-416.8
1,WI_JDH_7A,21,ED3017,12.6,7.1,25,-400.7
1,WI_JDH_7A,21,ED3017,12.6,7.1,25.5,-392.1
1,WI_JDH_7A,21,ED3017,12.6,7.1,26,-395.6
1,WI_JDH_7A,21,ED3017,12.6,7.1,26.5,-409.2
1,WI_JDH_7A,21,ED3017,12.6,7.1,27,-424.5
1,WI_JDH_7A,21,ED3017,12.6,7.1,27.5,-437
1,WI_JDH_7A,21,ED3017,12.6,7.1,28,-451.6
1,WI_JDH_7A,21,ED3017,12.6,7.1,28.5,-470.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,29,-490.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,29.5,-507.8
1,WI_JDH_7A,21,ED3017,12.6,7.1,30,-519.7
1,WI_JDH_7A,21,ED3017,12.6,7.1,30.5,-525
1,WI_JDH_7A,21,ED3017,12.6,7.1,31,-524.8
1,WI_JDH_7A,21,ED3017,12.6,7.1,31.5,-519.9
1,WI_JDH_7A,21,ED3017,12.6,7.1,32,-512.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,32.5,-503.1
1,WI_JDH_7A,21,ED3017,12.6,7.1,33,-495.4
1,WI_JDH_7A,21,ED3017,12.6,7.1,33.5,-494.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,34,-497.9
1,WI_JDH_7A,21,ED3017,12.6,7.1,34.5,-501.5
1,WI_JDH_7A,21,ED3017,12.6,7.1,35,-502.2
1,WI_JDH_7A,21,ED3017,12.6,7.1,35.5,-499.7
1,WI_JDH_7A,21,ED3017,12.6,7.1,36,-496.3
1,WI_JDH_7A,21,ED3017,12.6,7.1,36.5,-495.9
1,WI_JDH_7A,21,ED3017,12.6,7.1,37,-498.9
1,WI_JDH_7A,22,MY16,NaN,NaN,0,37242.7
1,WI_JDH_7A,22,MY16,NaN,NaN,0.5,26740.6
1,WI_JDH_7A,22,MY16,NaN,NaN,1,17578.7
1,WI_JDH_7A,22,MY16,NaN,NaN,1.5,11164.7
1,WI_JDH_7A,22,MY16,NaN,NaN,2,7592.3
1,WI_JDH_7A,22,MY16,NaN,NaN,2.5,6240.4
1,WI_JDH_7A,22,MY16,NaN,NaN,3,6388.3
1,WI_JDH_7A,22,MY16,NaN,NaN,3.5,7294
1,WI_JDH_7A,22,MY16,NaN,NaN,4,8263
1,WI_JDH_7A,22,MY16,NaN,NaN,4.5,8990.2
1,WI_JDH_7A,22,MY16,NaN,NaN,5,9474.8
1,WI_JDH_7A,22,MY16,NaN,NaN,5.5,9822.1
1,WI_JDH_7A,22,MY16,NaN,NaN,6,10147.2
1,WI_JDH_7A,22,MY16,NaN,NaN,6.5,10351.9
1,WI_JDH_7A,22,MY16,NaN,NaN,7,10336.7
1,WI_JDH_7A,22,MY16,NaN,NaN,7.5,10085.2
1,WI_JDH_7A,22,MY16,NaN,NaN,8,9614.2
1,WI_JDH_7A,22,MY16,NaN,NaN,8.5,8977.7
1,WI_JDH_7A,22,MY16,NaN,NaN,9,8295.6
