Plate Num,Plate_Name,Well_Num,Strain,Lifespan est (days),Healthspan est (days),Time (days),Activity (a.u.)
1,WI_JDH_7A,1,LKC34,18.4,11.2,24,-30.1
1,WI_JDH_7A,1,LKC34,18.4,11.2,24.5,-37
1,WI_JDH_7A,1,LKC34,18.4,11.2,25,-54.2
1,WI_JDH_7A,1,LKC34,18.4,11.2,25.5,-81.5
1,WI_JDH_7A,1,LKC34,18.4,11.2,26,-110.9
1,WI_JDH_7A,1,LKC34,18.4,11.2,26.5,-134.2
1,WI_JDH_7A,1,LKC34,18.4,11.2,27,-149.9
1,WI_JDH_7A,1,LKC34,18.4,11.2,27.5,-159.8
1,WI_JDH_7A,1,LKC34,18.4,11.2,28,-165.9
1,WI_JDH_7A,1,LKC34,18.4,11.2,28.5,-172.3
1,WI_JDH_7A,1,LKC34,18.4,11.2,29,-179.6
1,WI_JDH_7A,1,LKC34,18.4,11.2,29.5,-186.9
1,WI_JDH_7A,1,LKC34,18.4,11.2,30,-194.1
1,WI_JDH_7A,1,LKC34,18.4,11.2,30.5,-199.6
1,WI_JDH_7A,1,LKC34,18.4,11.2,31,-203.9
1,WI_JDH_7A,1,LKC34,18.4,11.2,31.5,-205.6
1,WI_JDH_7A,1,LKC34,18.4,11.2,32,-202.3
1,WI_JDH_7A,1,LKC34,18.4,11.2,32.5,-193
1,WI_JDH_7A,1,LKC34,18.4,11.2,33,-181.2
1,WI_JDH_7A,1,LKC34,18.4,11.2,33.5,-174.2
1,WI_JDH_7A,1,LKC34,18.4,11.2,34,-173.1
1,WI_JDH_7A,1,LKC34,18.4,11.2,34.5,-174.1
1,WI_JDH_7A,1,LKC34,18.4,11.2,35,-175.6
1,WI_JDH_7A,1,LKC34,18.4,11.2,35.5,-179.2
1,WI_JDH_7A,1,LKC34,18.4,11.2,36,-186.1
1,WI_JDH_7A,1,LKC34,18.4,11.2,36.5,-196.7
1,WI_JDH_7A,1,LKC34,18.4,11.2,37,-210.4
1,WI_JDH_7A,2,JT11398,17.5,10,0,51132.6
1,WI_JDH_7A,2,JT11398,17.5,10,0.5,40810.9
1,WI_JDH_7A,2,JT11398,17.5,10,1,31867.5
1,WI_JDH_7A,2,JT11398,17.5,10,1.5,26013.7
1,WI_JDH_7A,2,JT11398,17.5,10,2,23414.8
1,WI_JDH_7A,2,JT11398,17.5,10,2.5,23010.1
1,WI_JDH_7A,2,JT11398,17.5,10,3,23455.2
1,WI_JDH_7A,2,JT11398,17.5,10,3.5,23677.6
1,WI_JDH_7A,2,JT11398,17.5,10,4,23056.5
1,WI_JDH_7A,2,JT11398,17.5,10,4.5,21620.9
1,WI_JDH_7A,2,JT11398,17.5,10,5,19862.6
1,WI_JDH_7A,2,JT11398,17.5,10,5.5,18064.3
1,WI_JDH_7A,2,JT11398,17.5,10,6,16272.1
1,WI_JDH_7A,2,JT11398,17.5,10,6.5,14746
1,WI_JDH_7A,2,JT11398,17.5,10,7,13639.1
1,WI_JDH_7A,2,JT11398,17.5,10,7.5,12865.2
1,WI_JDH_7A,2,JT11398,17.5,10,8,12130.7
1,WI_JDH_7A,2,JT11398,17.5,10,8.5,11159.6
1,WI_JDH_7A,2,JT11398,17.5,10,9,9902.1
1,WI_JDH_7A,2,JT11398,17.5,10,9.5,8577.4
1,WI_JDH_7A,2,JT11398,17.5,10,10,7488.9
1,WI_JDH_7A,2,JT11398,17.5,10,10.5,6829.6
1,WI_JDH_7A,2,JT11398,17.5,10,11,6633.9
1,WI_JDH_7A,2,JT11398,17.5,10,11.5,6696.9
1,WI_JDH_7A,2,JT11398,17.5,10,12,6801.7
1,WI_JDH_7A,2,JT11398,17.5,10,12.5,6746.9
1,WI_JDH_7A,2,JT11398,17.5,10,13,6355.3
1,WI_JDH_7A,2,JT11398,17.5,10,13.5,5584.1
1,WI_JDH_7A,2,JT11398,17.5,10,14,4625.6
1,WI_JDH_7A,2,JT11398,17.5,10,14.5,3716.8
1,WI_JDH_7A,2,JT11398,17.5,10,15,3056.5
1,WI_JDH_7A,2,JT11398,17.5,10,15.5,2668.5
1,WI_JDH_7A,2,JT11398,17.5,10,16,2376.1
1,WI_JDH_7A,2,JT11398,17.5,10,16.5,2026.1
1,WI_JDH_7A,2,JT11398,17.5,10,17,1616.7
1,WI_JDH_7A,2,JT11398,17.5,10,17.5,1352.2
1,WI_JDH_7A,2,JT11398,17.5,10,18,1313.7
1,WI_JDH_7A,2,JT11398,17.5,10,18.5,1294.5
1,WI_JDH_7A,2,JT11398,17.5,10,19,1028.4
1,WI_JDH_7A,2,JT11398,17.5,10,19.5,594.5
1,WI_JDH_7A,2,JT11398,17.5,10,20,114.3
1,WI_JDH_7A,2,JT11398,17.5,10,20.5,-325.1
1,WI_JDH_7A,2,JT11398,17.5,10,21,-670.1
1,WI_JDH_7A,2,JT11398,17.5,10,21.5,-925.6
1,WI_JDH_7A,2,JT11398,17.5,10,22,-1096.5
1,WI_JDH_7A,2,JT11398,17.5,10,22.5,-1177.8
1,WI_JDH_7A,2,JT11398,17.5,10,23,-1173.7
1,WI_JDH_7A,2,JT11398,17.5,10,23.5,-1100.9
1,WI_JDH_7A,2,JT11398,17.5,10,24,-988.6
1,WI_JDH_7A,2,JT11398,17.5,10,24.5,-886.5
1,WI_JDH_7A,2,JT11398,17.5,10,25,-832.6
1,WI_JDH_7A,2,JT11398,17.5,10,25.5,-832.4
1,WI_JDH_7A,2,JT11398,17.5,10,26,-905.1
1,WI_JDH_7A,2,JT11398,17.5,10,26.5,-1002.1
1,WI_JDH_7A,2,JT11398,17.5,10,27,-1065
1,WI_JDH_7A,2,JT11398,17.5,10,27.5,-1105.4
1,WI_JDH_7A,2,JT11398,17.5,10,28,-1167.7
1,WI_JDH_7A,2,JT11398,17.5,10,28.5,-1245.2
1,WI_JDH_7A,2,JT11398,17.5,10,29,-1311
1,WI_JDH_7A,2,JT11398,17.5,10,29.5,-1360.5
1,WI_JDH_7A,2,JT11398,17.5,10,30,-1398.8
1,WI_JDH_7A,2,JT11398,17.5,10,30.5,-1429.6
1,WI_JDH_7A,2,JT11398,17.5,10,31,-1459.3
1,WI_JDH_7A,2,JT11398,17.5,10,31.5,-1484.6
1,WI_JDH_7A,2,JT11398,17.5,10,32,-1501.3
1,WI_JDH_7A,2,JT11398,17.5,10,32.5,-1510.1
1,WI_JDH_7A,2,JT11398,17.5,10,33,-1513.4
1,WI_JDH_7A,2,JT11398,17.5,10,33.5,-1516.9
1,WI_JDH_7A,2,JT11398,17.5,10,34,-1523.5
1,WI_JDH_7A,2,JT11398,17.5,10,34.5,-1529.2
1,WI_JDH_7A,2,JT11398,17.5,10,35,-1531.8
1,WI_JDH_7A,2,JT11398,17.5,10,35.5,-1531.4
1,WI_JDH_7A,2,JT11398,17.5,10,36,-1529.1
1,WI_JDH_7A,2,JT11398,17.5,10,36.5,-1527.4
1,WI_JDH_7A,2,JT11398,17.5,10,37,-1527.4
1,WI_JDH_7A,3,N2,15.4,7.8,0,65975.4
1,WI_JDH_7A,3,N2,15.4,7.8,0.5,53449.7
1,WI_JDH_7A,3,N2,15.4,7.8,1,42042.8
1,WI_JDH_7A,3,N2,15.4,7.8,1.5,33469.2
1,WI_JDH_7A,3,N2,15.4,7.8,2,27751.6
1,WI_JDH_7A,3,N2,15.4,7.8,2.5,24215.9
1,WI_JDH_7A,3,N2,15.4,7.8,3,22348.1
1,WI_JDH_7A,3,N2,15.4,7.8,3.5,21391.4
1,WI_JDH_7A,3,N2,15.4,7.8,4,20319.2
1,WI_JDH_7A,3,N2,15.4,7.8,4.5,18522.4
1,WI_JDH_7A,3,N2,15.4,7.8,5,16055.5
1,WI_JDH_7A,3,N2,15.4,7.8,5.5,13446.3
1,WI_JDH_7A,3,N2,15.4,7.8,6,11220.8
1,WI_JDH_7A,3,N2,15.4,7.8,6.5,9559.5
1,WI_JDH_7A,3,N2,15.4,7.8,7,8409.5
1,WI_JDH_7A,3,N2,15.4,7.8,7.5,7474.4
1,WI_JDH_7A,3,N2,15.4,7.8,8,6746.5
1,WI_JDH_7A,3,N2,15.4,7.8,8.5,6292
1,WI_JDH_7A,3,N2,15.4,7.8,9,6020.7
1,WI_JDH_7A,3,N2,15.4,7.8,9.5,5816.1
1,WI_JDH_7A,3,N2,15.4,7.8,10,5574.6
1,WI_JDH_7A,3,N2,15.4,7.8,10.5,5154.4
1,WI_JDH_7A,3,N2,15.4,7.8,11,4667.9
1,WI_JDH_7A,3,N2,15.4,7.8,11.5,4249.7
1,WI_JDH_7A,3,N2,15.4,7.8,12,3851.4
1,WI_JDH_7A,3,N2,15.4,7.8,12.5,3418.4
1,WI_JDH_7A,3,N2,15.4,7.8,13,2948.8
1,WI_JDH_7A,3,N2,15.4,7.8,13.5,2501.4
1,WI_JDH_7A,3,N2,15.4,7.8,14,2191.4
1,WI_JDH_7A,3,N2,15.4,7.8,14.5,2056.8
1,WI_JDH_7A,3,N2,15.4,7.8,15,1940.7
1,WI_JDH_7A,3,N2,15.4,7.8,15.5,1713.7
1,WI_JDH_7A,3,N2,15.4,7.8,16,1401.5
1,WI_JDH_7A,3,N2,15.4,7.8,16.5,1035.8
1,WI_JDH_7A,3,N2,15.4,7.8,17,675.2
1,WI_JDH_7A,3,N2,15.4,7.8,17.5,366.3
1,WI_JDH_7A,3,N2,15.4,7.8,18,112.5
1,WI_JDH_7A,3,N2,15.4,7.8,18.5,-94.4
1,WI_JDH_7A,3,N2,15.4,7.8,19,-283.3
1,WI_JDH_7A,3,N2,15.4,7.8,19.5,-440.8
1,WI_JDH_7A,3,N2,15.4,7.8,20,-563.1
1,WI_JDH_7A,3,N2,15.4,7.8,20.5,-639.5
1,WI_JDH_7A,3,N2,15.4,7.8,21,-670.7
1,WI_JDH_7A,3,N2,15.4,7.8,21.5,-672.7
1,WI_JDH_7A,3,N2,15.4,7.8,22,-663.8
1,WI_JDH_7A,3,N2,15.4,7.8,22.5,-656
1,WI_JDH_7A,3,N2,15.4,7.8,23,-657.5
1,WI_JDH_7A,3,N2,15.4,7.8,23.5,-660.2
1,WI_JDH_7A,3,N2,15.4,7.8,24,-644
1,WI_JDH_7A,3,N2,15.4,7.8,24.5,-609.2
1,WI_JDH_7A,3,N2,15.4,7.8,25,-579.7
1,WI_JDH_7A,3,N2,15.4,7.8,25.5,-566.1
1,WI_JDH_7A,3,N2,15.4,7.8,26,-581.8
1,WI_JDH_7A,3,N2,15.4,7.8,26.5,-619.2
1,WI_JDH_7A,3,N2,15.4,7.8,27,-657.8
1,WI_JDH_7A,3,N2,15.4,7.8,27.5,-696.1
1,WI_JDH_7A,3,N2,15.4,7.8,28,-752.4
1,WI_JDH_7A,3,N2,15.4,7.8,28.5,-818.9
1,WI_JDH_7A,3,N2,15.4,7.8,29,-874.6
1,WI_JDH_7A,3,N2,15.4,7.8,29.5,-911.4
1,WI_JDH_7A,3,N2,15.4,7.8,30,-930.7
1,WI_JDH_7A,3,N2,15.4,7.8,30.5,-939.7
1,WI_JDH_7A,3,N2,15.4,7.8,31,-945.6
1,WI_JDH_7A,3,N2,15.4,7.8,31.5,-948.1
1,WI_JDH_7A,3,N2,15.4,7.8,32,-947
1,WI_JDH_7A,3,N2,15.4,7.8,32.5,-943.8
1,WI_JDH_7A,3,N2,15.4,7.8,33,-936.1
1,WI_JDH_7A,3,N2,15.4,7.8,33.5,-923.1
1,WI_JDH_7A,3,N2,15.4,7.8,34,-906.4
1,WI_JDH_7A,3,N2,15.4,7.8,34.5,-889.1
1,WI_JDH_7A,3,N2,15.4,7.8,35,-870
1,WI_JDH_7A,3,N2,15.4,7.8,35.5,-846.2
1,WI_JDH_7A,3,N2,15.4,7.8,36,-810.2
1,WI_JDH_7A,3,N2,15.4,7.8,36.5,-758
1,WI_JDH_7A,3,N2,15.4,7.8,37,-690.4
1,WI_JDH_7A,4,CX11314,15.6,9.3,0,59987
1,WI_JDH_7A,4,CX11314,15.6,9.3,0.5,41784.8
1,WI_JDH_7A,4,CX11314,15.6,9.3,1,25873.8
1,WI_JDH_7A,4,CX11314,15.6,9.3,1.5,14823.1
1,WI_JDH_7A,4,CX11314,15.6,9.3,2,9022.6
1,WI_JDH_7A,4,CX11314,15.6,9.3,2.5,7034
1,WI_JDH_7A,4,CX11314,15.6,9.3,3,7130.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,3.5,8038.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,4,8937.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,4.5,9705.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,5,10321.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,5.5,10771.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,6,10962.8
1,WI_JDH_7A,4,CX11314,15.6,9.3,6.5,10775.6
1,WI_JDH_7A,4,CX11314,15.6,9.3,7,10270.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,7.5,9756
1,WI_JDH_7A,4,CX11314,15.6,9.3,8,9317.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,8.5,8556.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,9,7383.5
1,WI_JDH_7A,4,CX11314,15.6,9.3,9.5,6122.4
1,WI_JDH_7A,4,CX11314,15.6,9.3,10,5010.3
1,WI_JDH_7A,4,CX11314,15.6,9.3,10.5,4157.6
1,WI_JDH_7A,4,CX11314,15.6,9.3,11,3609
1,WI_JDH_7A,4,CX11314,15.6,9.3,11.5,3405.6
1,WI_JDH_7A,4,CX11314,15.6,9.3,12,3469.3
1,WI_JDH_7A,4,CX11314,15.6,9.3,12.5,3601.1
1,WI_JDH_7A,4,CX11314,15.6,9.3,13,3603.6
1,WI_JDH_7A,4,CX11314,15.6,9.3,13.5,3457.4
1,WI_JDH_7A,4,CX11314,15.6,9.3,14,3231.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,14.5,2904.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,15,2362.3
1,WI_JDH_7A,4,CX11314,15.6,9.3,15.5,1705.3
1,WI_JDH_7A,4,CX11314,15.6,9.3,16,1091.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,16.5,653.6
1,WI_JDH_7A,4,CX11314,15.6,9.3,17,442
1,WI_JDH_7A,4,CX11314,15.6,9.3,17.5,364.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,18,289.5
1,WI_JDH_7A,4,CX11314,15.6,9.3,18.5,169
1,WI_JDH_7A,4,CX11314,15.6,9.3,19,7.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,19.5,-155.3
1,WI_JDH_7A,4,CX11314,15.6,9.3,20,-313.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,20.5,-455.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,21,-560
1,WI_JDH_7A,4,CX11314,15.6,9.3,21.5,-634.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,22,-684.1
1,WI_JDH_7A,4,CX11314,15.6,9.3,22.5,-702.3
1,WI_JDH_7A,4,CX11314,15.6,9.3,23,-699.1
1,WI_JDH_7A,4,CX11314,15.6,9.3,23.5,-681.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,24,-641.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,24.5,-595.8
1,WI_JDH_7A,4,CX11314,15.6,9.3,25,-588.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,25.5,-613.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,26,-650.8
1,WI_JDH_7A,4,CX11314,15.6,9.3,26.5,-678.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,27,-677.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,27.5,-651.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,28,-637.3
1,WI_JDH_7A,4,CX11314,15.6,9.3,28.5,-663.8
1,WI_JDH_7A,4,CX11314,15.6,9.3,29,-731.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,29.5,-810
1,WI_JDH_7A,4,CX11314,15.6,9.3,30,-872.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,30.5,-923.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,31,-971.4
1,WI_JDH_7A,4,CX11314,15.6,9.3,31.5,-1008.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,32,-1026.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,32.5,-1026
1,WI_JDH_7A,4,CX11314,15.6,9.3,33,-1006.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,33.5,-975.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,34,-945.8
1,WI_JDH_7A,4,CX11314,15.6,9.3,34.5,-915.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,35,-880
1,WI_JDH_7A,4,CX11314,15.6,9.3,35.5,-841.9
1,WI_JDH_7A,4,CX11314,15.6,9.3,36,-798.2
1,WI_JDH_7A,4,CX11314,15.6,9.3,36.5,-749.7
1,WI_JDH_7A,4,CX11314,15.6,9.3,37,-698.5
1,WI_JDH_7A,5,DL238,13.9,7.8,0,47251.2
1,WI_JDH_7A,5,DL238,13.9,7.8,0.5,35098.4
1,WI_JDH_7A,5,DL238,13.9,7.8,1,24256.7
1,WI_JDH_7A,5,DL238,13.9,7.8,1.5,16448.2
1,WI_JDH_7A,5,DL238,13.9,7.8,2,11980.5
1,WI_JDH_7A,5,DL238,13.9,7.8,2.5,10187.2
1,WI_JDH_7A,5,DL238,13.9,7.8,3,10156.8
1,WI_JDH_7A,5,DL238,13.9,7.8,3.5,10814.6
1,WI_JDH_7A,5,DL238,13.9,7.8,4,11251.2
1,WI_JDH_7A,5,DL238,13.9,7.8,4.5,11122.9
1,WI_JDH_7A,5,DL238,13.9,7.8,5,10522.4
1,WI_JDH_7A,5,DL238,13.9,7.8,5.5,9717.3
1,WI_JDH_7A,5,DL238,13.9,7.8,6,8926.6
1,WI_JDH_7A,5,DL238,13.9,7.8,6.5,8053.5
1,WI_JDH_7A,5,DL238,13.9,7.8,7,7064.6
1,WI_JDH_7A,5,DL238,13.9,7.8,7.5,6106.6
1,WI_JDH_7A,5,DL238,13.9,7.8,8,5302.4
1,WI_JDH_7A,5,DL238,13.9,7.8,8.5,4638.7
1,WI_JDH_7A,5,DL238,13.9,7.8,9,4071.5
1,WI_JDH_7A,5,DL238,13.9,7.8,9.5,3560.4
1,WI_JDH_7A,5,DL238,13.9,7.8,10,3094.2
1,WI_JDH_7A,5,DL238,13.9,7.8,10.5,2729.9
1,WI_JDH_7A,5,DL238,13.9,7.8,11,2514.7
1,WI_JDH_7A,5,DL238,13.9,7.8,11.5,2417.5
1,WI_JDH_7A,5,DL238,13.9,7.8,12,2376.3
1,WI_JDH_7A,5,DL238,13.9,7.8,12.5,2315.8
1,WI_JDH_7A,5,DL238,13.9,7.8,13,2161.9
1,WI_JDH_7A,5,DL238,13.9,7.8,13.5,1887.2
1,WI_JDH_7A,5,DL238,13.9,7.8,14,1499.9
1,WI_JDH_7A,5,DL238,13.9,7.8,14.5,1045.9
1,WI_JDH_7A,5,DL238,13.9,7.8,15,604.1
1,WI_JDH_7A,5,DL238,13.9,7.8,15.5,242.9
1,WI_JDH_7A,5,DL238,13.9,7.8,16,-18.1
1,WI_JDH_7A,5,DL238,13.9,7.8,16.5,-179.8
1,WI_JDH_7A,5,DL238,13.9,7.8,17,-253.9
1,WI_JDH_7A,5,DL238,13.9,7.8,17.5,-261.2
1,WI_JDH_7A,5,DL238,13.9,7.8,18,-239.2
1,WI_JDH_7A,5,DL238,13.9,7.8,18.5,-239.4
1,WI_JDH_7A,5,DL238,13.9,7.8,19,-292.7
1,WI_JDH_7A,5,DL238,13.9,7.8,19.5,-378.2
1,WI_JDH_7A,5,DL238,13.9,7.8,20,-459.6
1,WI_JDH_7A,5,DL238,13.9,7.8,20.5,-514.2
1,WI_JDH_7A,5,DL238,13.9,7.8,21,-544.2
1,WI_JDH_7A,5,DL238,13.9,7.8,21.5,-556.1
1,WI_JDH_7A,5,DL238,13.9,7.8,22,-564.9
1,WI_JDH_7A,5,DL238,13.9,7.8,22.5,-579.8
1,WI_JDH_7A,5,DL238,13.9,7.8,23,-598
1,WI_JDH_7A,5,DL238,13.9,7.8,23.5,-617.2
1,WI_JDH_7A,5,DL238,13.9,7.8,24,-641.2
1,WI_JDH_7A,5,DL238,13.9,7.8,24.5,-664.6
1,WI_JDH_7A,5,DL238,13.9,7.8,25,-684.2
1,WI_JDH_7A,5,DL238,13.9,7.8,25.5,-698.1
1,WI_JDH_7A,5,DL238,13.9,7.8,26,-707
1,WI_JDH_7A,5,DL238,13.9,7.8,26.5,-713.6
1,WI_JDH_7A,5,DL238,13.9,7.8,27,-721.3
1,WI_JDH_7A,5,DL238,13.9,7.8,27.5,-730.1
1,WI_JDH_7A,5,DL238,13.9,7.8,28,-739.9
1,WI_JDH_7A,5,DL238,13.9,7.8,28.5,-750.7
1,WI_JDH_7A,5,DL238,13.9,7.8,29,-760.3
1,WI_JDH_7A,5,DL238,13.9,7.8,29.5,-768.9
1,WI_JDH_7A,5,DL238,13.9,7.8,30,-777.5
1,WI_JDH_7A,5,DL238,13.9,7.8,30.5,-785.5
1,WI_JDH_7A,5,DL238,13.9,7.8,31,-792.8
1,WI_JDH_7A,5,DL238,13.9,7.8,31.5,-795.6
1,WI_JDH_7A,5,DL238,13.9,7.8,32,-791.6
1,WI_JDH_7A,5,DL238,13.9,7.8,32.5,-780.9
1,WI_JDH_7A,5,DL238,13.9,7.8,33,-769.2
1,WI_JDH_7A,5,DL238,13.9,7.8,33.5,-766.9
1,WI_JDH_7A,5,DL238,13.9,7.8,34,-773.8
1,WI_JDH_7A,5,DL238,13.9,7.8,34.5,-781.9
1,WI_JDH_7A,5,DL238,13.9,7.8,35,-786.9
1,WI_JDH_7A,5,DL238,13.9,7.8,35.5,-789.5
1,WI_JDH_7A,5,DL238,13.9,7.8,36,-793.1
1,WI_JDH_7A,5,DL238,13.9,7.8,36.5,-801.2
1,WI_JDH_7A,5,DL238,13.9,7.8,37,-813.7
1,WI_JDH_7A,6,MY23,11.3,6.5,0,36654.6
1,WI_JDH_7A,6,MY23,11.3,6.5,0.5,25577.8
1,WI_JDH_7A,6,MY23,11.3,6.5,1,16585
1,WI_JDH_7A,6,MY23,11.3,6.5,1.5,11104.6
1,WI_JDH_7A,6,MY23,11.3,6.5,2,9133.2
1,WI_JDH_7A,6,MY23,11.3,6.5,2.5,9626.6
1,WI_JDH_7A,6,MY23,11.3,6.5,3,11290.2
1,WI_JDH_7A,6,MY23,11.3,6.5,3.5,13108.4
1,WI_JDH_7A,6,MY23,11.3,6.5,4,14274.3
1,WI_JDH_7A,6,MY23,11.3,6.5,4.5,14382.4
1,WI_JDH_7A,6,MY23,11.3,6.5,5,13482.3
1,WI_JDH_7A,6,MY23,11.3,6.5,5.5,11940.3
1,WI_JDH_7A,6,MY23,11.3,6.5,6,10093.7
1,WI_JDH_7A,6,MY23,11.3,6.5,6.5,8153.7
1,WI_JDH_7A,6,MY23,11.3,6.5,7,6265.5
1,WI_JDH_7A,6,MY23,11.3,6.5,7.5,4630.4
1,WI_JDH_7A,6,MY23,11.3,6.5,8,3430.8
1,WI_JDH_7A,6,MY23,11.3,6.5,8.5,2660.5
1,WI_JDH_7A,6,MY23,11.3,6.5,9,2210
1,WI_JDH_7A,6,MY23,11.3,6.5,9.5,2073.6
1,WI_JDH_7A,6,MY23,11.3,6.5,10,2092.5
1,WI_JDH_7A,6,MY23,11.3,6.5,10.5,1999
1,WI_JDH_7A,6,MY23,11.3,6.5,11,1684.7
1,WI_JDH_7A,6,MY23,11.3,6.5,11.5,1256.1
1,WI_JDH_7A,6,MY23,11.3,6.5,12,776.3
1,WI_JDH_7A,6,MY23,11.3,6.5,12.5,336.5
1,WI_JDH_7A,6,MY23,11.3,6.5,13,42.6
1,WI_JDH_7A,6,MY23,11.3,6.5,13.5,-103.9
1,WI_JDH_7A,6,MY23,11.3,6.5,14,-164.3
1,WI_JDH_7A,6,MY23,11.3,6.5,14.5,-202
1,WI_JDH_7A,6,MY23,11.3,6.5,15,-267.8
1,WI_JDH_7A,6,MY23,11.3,6.5,15.5,-409.2
1,WI_JDH_7A,6,MY23,11.3,6.5,16,-602.4
1,WI_JDH_7A,6,MY23,11.3,6.5,16.5,-764
1,WI_JDH_7A,6,MY23,11.3,6.5,17,-825.4
