Plate Num,Plate_Name,Well_Num,Strain,Lifespan est (days),Healthspan est (days),Time (days),Activity (a.u.)
1,WI_8A_JDH,1,DL238,NaN,NaN,18.0,563.4
1,WI_8A_JDH,1,DL238,NaN,NaN,18.5,401.4
1,WI_8A_JDH,1,DL238,NaN,NaN,19.0,269.8
1,WI_8A_JDH,1,DL238,NaN,NaN,19.5,167.8
1,WI_8A_JDH,1,DL238,NaN,NaN,20.0,98.8
1,WI_8A_JDH,1,DL238,NaN,NaN,20.5,61.3
1,WI_8A_JDH,1,DL238,NaN,NaN,21.0,47.0
1,WI_8A_JDH,1,DL238,NaN,NaN,21.5,45.1
1,WI_8A_JDH,1,DL238,NaN,NaN,22.0,44.8
1,WI_8A_JDH,1,DL238,NaN,NaN,22.5,40.9
1,WI_8A_JDH,1,DL238,NaN,NaN,23.0,34.9
1,WI_8A_JDH,1,DL238,NaN,NaN,23.5,30.1
1,WI_8A_JDH,1,DL238,NaN,NaN,24.0,28.4
1,WI_8A_JDH,1,DL238,NaN,NaN,24.5,28.0
1,WI_8A_JDH,1,DL238,NaN,NaN,25.0,26.7
1,WI_8A_JDH,1,DL238,NaN,NaN,25.5,22.5
1,WI_8A_JDH,1,DL238,NaN,NaN,25.9,16.2
1,WI_8A_JDH,1,DL238,NaN,NaN,26.5,11.0
1,WI_8A_JDH,1,DL238,NaN,NaN,26.9,8.4
1,WI_8A_JDH,1,DL238,NaN,NaN,27.5,7.7
1,WI_8A_JDH,1,DL238,NaN,NaN,27.9,6.5
1,WI_8A_JDH,1,DL238,NaN,NaN,28.5,3.7
1,WI_8A_JDH,1,DL238,NaN,NaN,28.9,-0.7
1,WI_8A_JDH,2,MY23,13.2,9.2,0.0,2339.9
1,WI_8A_JDH,2,MY23,13.2,9.2,0.5,4763.4
1,WI_8A_JDH,2,MY23,13.2,9.2,1.0,6984.6
1,WI_8A_JDH,2,MY23,13.2,9.2,1.5,8916.6
1,WI_8A_JDH,2,MY23,13.2,9.2,2.0,10619.7
1,WI_8A_JDH,2,MY23,13.2,9.2,2.5,12051.3
1,WI_8A_JDH,2,MY23,13.2,9.2,3.0,13031.7
1,WI_8A_JDH,2,MY23,13.2,9.2,3.5,13644.6
1,WI_8A_JDH,2,MY23,13.2,9.2,4.0,14071.7
1,WI_8A_JDH,2,MY23,13.2,9.2,4.5,14472.8
1,WI_8A_JDH,2,MY23,13.2,9.2,5.0,14618.4
1,WI_8A_JDH,2,MY23,13.2,9.2,5.5,14013.7
1,WI_8A_JDH,2,MY23,13.2,9.2,6.0,12655.4
1,WI_8A_JDH,2,MY23,13.2,9.2,6.5,10848.5
1,WI_8A_JDH,2,MY23,13.2,9.2,7.0,8932.0
1,WI_8A_JDH,2,MY23,13.2,9.2,7.5,7268.0
1,WI_8A_JDH,2,MY23,13.2,9.2,8.0,5991.7
1,WI_8A_JDH,2,MY23,13.2,9.2,8.5,4959.4
1,WI_8A_JDH,2,MY23,13.2,9.2,9.0,4112.6
1,WI_8A_JDH,2,MY23,13.2,9.2,9.5,3461.6
1,WI_8A_JDH,2,MY23,13.2,9.2,10.0,2912.7
1,WI_8A_JDH,2,MY23,13.2,9.2,10.5,2395.0
1,WI_8A_JDH,2,MY23,13.2,9.2,11.0,1958.5
1,WI_8A_JDH,2,MY23,13.2,9.2,11.5,1590.0
1,WI_8A_JDH,2,MY23,13.2,9.2,12.0,1240.5
1,WI_8A_JDH,2,MY23,13.2,9.2,12.5,892.6
1,WI_8A_JDH,2,MY23,13.2,9.2,13.0,601.2
1,WI_8A_JDH,2,MY23,13.2,9.2,13.5,391.0
1,WI_8A_JDH,2,MY23,13.2,9.2,14.0,255.6
1,WI_8A_JDH,2,MY23,13.2,9.2,14.5,194.6
1,WI_8A_JDH,2,MY23,13.2,9.2,15.0,201.0
1,WI_8A_JDH,2,MY23,13.2,9.2,15.5,255.4
1,WI_8A_JDH,2,MY23,13.2,9.2,16.0,323.2
1,WI_8A_JDH,2,MY23,13.2,9.2,16.5,368.1
1,WI_8A_JDH,2,MY23,13.2,9.2,17.0,387.1
1,WI_8A_JDH,2,MY23,13.2,9.2,17.5,381.3
1,WI_8A_JDH,2,MY23,13.2,9.2,18.0,354.8
1,WI_8A_JDH,2,MY23,13.2,9.2,18.5,311.0
1,WI_8A_JDH,2,MY23,13.2,9.2,19.0,259.6
1,WI_8A_JDH,2,MY23,13.2,9.2,19.5,217.7
1,WI_8A_JDH,2,MY23,13.2,9.2,20.0,199.7
1,WI_8A_JDH,2,MY23,13.2,9.2,20.5,211.6
1,WI_8A_JDH,2,MY23,13.2,9.2,21.0,242.0
1,WI_8A_JDH,2,MY23,13.2,9.2,21.5,268.2
1,WI_8A_JDH,2,MY23,13.2,9.2,22.0,277.1
1,WI_8A_JDH,2,MY23,13.2,9.2,22.5,260.6
1,WI_8A_JDH,2,MY23,13.2,9.2,23.0,223.7
1,WI_8A_JDH,2,MY23,13.2,9.2,23.5,180.3
1,WI_8A_JDH,2,MY23,13.2,9.2,24.0,138.6
1,WI_8A_JDH,2,MY23,13.2,9.2,24.5,100.6
1,WI_8A_JDH,2,MY23,13.2,9.2,25.0,68.0
1,WI_8A_JDH,2,MY23,13.2,9.2,25.5,43.5
1,WI_8A_JDH,2,MY23,13.2,9.2,25.9,27.6
1,WI_8A_JDH,2,MY23,13.2,9.2,26.5,19.3
1,WI_8A_JDH,2,MY23,13.2,9.2,26.9,16.0
1,WI_8A_JDH,2,MY23,13.2,9.2,27.5,15.0
1,WI_8A_JDH,2,MY23,13.2,9.2,27.9,12.9
1,WI_8A_JDH,2,MY23,13.2,9.2,28.5,8.5
1,WI_8A_JDH,2,MY23,13.2,9.2,28.9,3.2
1,WI_8A_JDH,3,CB4856,20.1,12.9,0.0,1293.9
1,WI_8A_JDH,3,CB4856,20.1,12.9,0.5,2251.9
1,WI_8A_JDH,3,CB4856,20.1,12.9,1.0,3257.6
1,WI_8A_JDH,3,CB4856,20.1,12.9,1.5,4333.7
1,WI_8A_JDH,3,CB4856,20.1,12.9,2.0,5443.1
1,WI_8A_JDH,3,CB4856,20.1,12.9,2.5,6609.9
1,WI_8A_JDH,3,CB4856,20.1,12.9,3.0,7803.0
1,WI_8A_JDH,3,CB4856,20.1,12.9,3.5,8830.8
1,WI_8A_JDH,3,CB4856,20.1,12.9,4.0,9523.1
1,WI_8A_JDH,3,CB4856,20.1,12.9,4.5,9876.9
1,WI_8A_JDH,3,CB4856,20.1,12.9,5.0,9960.4
1,WI_8A_JDH,3,CB4856,20.1,12.9,5.5,9883.6
1,WI_8A_JDH,3,CB4856,20.1,12.9,6.0,9657.2
1,WI_8A_JDH,3,CB4856,20.1,12.9,6.5,9406.9
1,WI_8A_JDH,3,CB4856,20.1,12.9,7.0,9184.1
1,WI_8A_JDH,3,CB4856,20.1,12.9,7.5,8891.8
1,WI_8A_JDH,3,CB4856,20.1,12.9,8.0,8381.2
1,WI_8A_JDH,3,CB4856,20.1,12.9,8.5,7482.1
1,WI_8A_JDH,3,CB4856,20.1,12.9,9.0,6249.9
1,WI_8A_JDH,3,CB4856,20.1,12.9,9.5,5094.3
1,WI_8A_JDH,3,CB4856,20.1,12.9,10.0,4214.4
1,WI_8A_JDH,3,CB4856,20.1,12.9,10.5,3558.7
1,WI_8A_JDH,3,CB4856,20.1,12.9,11.0,3041.5
1,WI_8A_JDH,3,CB4856,20.1,12.9,11.5,2675.0
1,WI_8A_JDH,3,CB4856,20.1,12.9,12.0,2399.3
1,WI_8A_JDH,3,CB4856,20.1,12.9,12.5,2166.6
1,WI_8A_JDH,3,CB4856,20.1,12.9,13.0,1964.1
1,WI_8A_JDH,3,CB4856,20.1,12.9,13.5,1764.3
1,WI_8A_JDH,3,CB4856,20.1,12.9,14.0,1565.1
1,WI_8A_JDH,3,CB4856,20.1,12.9,14.5,1407.5
1,WI_8A_JDH,3,CB4856,20.1,12.9,15.0,1313.4
1,WI_8A_JDH,3,CB4856,20.1,12.9,15.5,1250.2
1,WI_8A_JDH,3,CB4856,20.1,12.9,16.0,1135.7
1,WI_8A_JDH,3,CB4856,20.1,12.9,16.5,962.5
1,WI_8A_JDH,3,CB4856,20.1,12.9,17.0,756.0
1,WI_8A_JDH,3,CB4856,20.1,12.9,17.5,575.4
1,WI_8A_JDH,3,CB4856,20.1,12.9,18.0,474.5
1,WI_8A_JDH,3,CB4856,20.1,12.9,18.5,460.3
1,WI_8A_JDH,3,CB4856,20.1,12.9,19.0,492.1
1,WI_8A_JDH,3,CB4856,20.1,12.9,19.5,536.7
1,WI_8A_JDH,3,CB4856,20.1,12.9,20.0,569.3
1,WI_8A_JDH,3,CB4856,20.1,12.9,20.5,576.6
1,WI_8A_JDH,3,CB4856,20.1,12.9,21.0,550.1
1,WI_8A_JDH,3,CB4856,20.1,12.9,21.5,499.8
1,WI_8A_JDH,3,CB4856,20.1,12.9,22.0,443.3
1,WI_8A_JDH,3,CB4856,20.1,12.9,22.5,398.3
1,WI_8A_JDH,3,CB4856,20.1,12.9,23.0,382.9
1,WI_8A_JDH,3,CB4856,20.1,12.9,23.5,393.7
1,WI_8A_JDH,3,CB4856,20.1,12.9,24.0,406.4
1,WI_8A_JDH,3,CB4856,20.1,12.9,24.5,386.7
1,WI_8A_JDH,3,CB4856,20.1,12.9,25.0,327.2
1,WI_8A_JDH,3,CB4856,20.1,12.9,25.5,254.1
1,WI_8A_JDH,3,CB4856,20.1,12.9,25.9,196.9
1,WI_8A_JDH,3,CB4856,20.1,12.9,26.5,161.0
1,WI_8A_JDH,3,CB4856,20.1,12.9,26.9,130.9
1,WI_8A_JDH,3,CB4856,20.1,12.9,27.5,101.0
1,WI_8A_JDH,3,CB4856,20.1,12.9,27.9,74.5
1,WI_8A_JDH,3,CB4856,20.1,12.9,28.5,54.0
1,WI_8A_JDH,3,CB4856,20.1,12.9,28.9,40.1
1,WI_8A_JDH,4,JU775,12.9,8.1,0.0,11000.0
1,WI_8A_JDH,4,JU775,12.9,8.1,0.5,16697.5
1,WI_8A_JDH,4,JU775,12.9,8.1,1.0,21794.3
1,WI_8A_JDH,4,JU775,12.9,8.1,1.5,25941.2
1,WI_8A_JDH,4,JU775,12.9,8.1,2.0,28618.8
1,WI_8A_JDH,4,JU775,12.9,8.1,2.5,29526.0
1,WI_8A_JDH,4,JU775,12.9,8.1,3.0,28715.9
1,WI_8A_JDH,4,JU775,12.9,8.1,3.5,27001.3
1,WI_8A_JDH,4,JU775,12.9,8.1,4.0,25306.1
1,WI_8A_JDH,4,JU775,12.9,8.1,4.5,23909.8
1,WI_8A_JDH,4,JU775,12.9,8.1,5.0,22611.6
1,WI_8A_JDH,4,JU775,12.9,8.1,5.5,21105.6
1,WI_8A_JDH,4,JU775,12.9,8.1,6.0,19252.0
1,WI_8A_JDH,4,JU775,12.9,8.1,6.5,17002.2
1,WI_8A_JDH,4,JU775,12.9,8.1,7.0,14262.5
1,WI_8A_JDH,4,JU775,12.9,8.1,7.5,11395.4
1,WI_8A_JDH,4,JU775,12.9,8.1,8.0,8786.9
1,WI_8A_JDH,4,JU775,12.9,8.1,8.5,6500.2
1,WI_8A_JDH,4,JU775,12.9,8.1,9.0,4700.7
1,WI_8A_JDH,4,JU775,12.9,8.1,9.5,3500.1
1,WI_8A_JDH,4,JU775,12.9,8.1,10.0,2758.2
1,WI_8A_JDH,4,JU775,12.9,8.1,10.5,2340.0
1,WI_8A_JDH,4,JU775,12.9,8.1,11.0,2178.1
1,WI_8A_JDH,4,JU775,12.9,8.1,11.5,2174.0
1,WI_8A_JDH,4,JU775,12.9,8.1,12.0,2219.6
1,WI_8A_JDH,4,JU775,12.9,8.1,12.5,2227.6
1,WI_8A_JDH,4,JU775,12.9,8.1,13.0,2141.8
1,WI_8A_JDH,4,JU775,12.9,8.1,13.5,1939.6
1,WI_8A_JDH,4,JU775,12.9,8.1,14.0,1633.5
1,WI_8A_JDH,4,JU775,12.9,8.1,14.5,1290.0
1,WI_8A_JDH,4,JU775,12.9,8.1,15.0,992.3
1,WI_8A_JDH,4,JU775,12.9,8.1,15.5,761.8
1,WI_8A_JDH,4,JU775,12.9,8.1,16.0,581.1
1,WI_8A_JDH,4,JU775,12.9,8.1,16.5,437.6
1,WI_8A_JDH,4,JU775,12.9,8.1,17.0,343.3
1,WI_8A_JDH,4,JU775,12.9,8.1,17.5,295.8
1,WI_8A_JDH,4,JU775,12.9,8.1,18.0,276.0
1,WI_8A_JDH,4,JU775,12.9,8.1,18.5,267.0
1,WI_8A_JDH,4,JU775,12.9,8.1,19.0,254.4
1,WI_8A_JDH,4,JU775,12.9,8.1,19.5,240.6
1,WI_8A_JDH,4,JU775,12.9,8.1,20.0,229.7
1,WI_8A_JDH,4,JU775,12.9,8.1,20.5,217.3
1,WI_8A_JDH,4,JU775,12.9,8.1,21.0,195.9
1,WI_8A_JDH,4,JU775,12.9,8.1,21.5,161.4
1,WI_8A_JDH,4,JU775,12.9,8.1,22.0,119.7
1,WI_8A_JDH,4,JU775,12.9,8.1,22.5,82.6
1,WI_8A_JDH,4,JU775,12.9,8.1,23.0,57.4
1,WI_8A_JDH,4,JU775,12.9,8.1,23.5,45.3
1,WI_8A_JDH,4,JU775,12.9,8.1,24.0,41.9
1,WI_8A_JDH,4,JU775,12.9,8.1,24.5,39.9
1,WI_8A_JDH,4,JU775,12.9,8.1,25.0,32.9
1,WI_8A_JDH,4,JU775,12.9,8.1,25.5,20.1
1,WI_8A_JDH,4,JU775,12.9,8.1,25.9,7.1
1,WI_8A_JDH,4,JU775,12.9,8.1,26.5,-2.1
1,WI_8A_JDH,4,JU775,12.9,8.1,26.9,-6.8
1,WI_8A_JDH,4,JU775,12.9,8.1,27.5,-8.8
1,WI_8A_JDH,4,JU775,12.9,8.1,27.9,-11.3
1,WI_8A_JDH,4,JU775,12.9,8.1,28.5,-15.9
1,WI_8A_JDH,4,JU775,12.9,8.1,28.9,-21.9
1,WI_8A_JDH,5,LKC34,14.4,11.6,0.0,10491.6
1,WI_8A_JDH,5,LKC34,14.4,11.6,0.5,13069.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,1.0,14660.1
1,WI_8A_JDH,5,LKC34,14.4,11.6,1.5,15290.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,2.0,15331.1
1,WI_8A_JDH,5,LKC34,14.4,11.6,2.5,14960.4
1,WI_8A_JDH,5,LKC34,14.4,11.6,3.0,14369.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,3.5,13926.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,4.0,13921.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,4.5,14317.7
1,WI_8A_JDH,5,LKC34,14.4,11.6,5.0,14802.9
1,WI_8A_JDH,5,LKC34,14.4,11.6,5.5,15171.6
1,WI_8A_JDH,5,LKC34,14.4,11.6,6.0,15262.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,6.5,15058.5
1,WI_8A_JDH,5,LKC34,14.4,11.6,7.0,14493.2
1,WI_8A_JDH,5,LKC34,14.4,11.6,7.5,13511.9
1,WI_8A_JDH,5,LKC34,14.4,11.6,8.0,12620.2
1,WI_8A_JDH,5,LKC34,14.4,11.6,8.5,12161.9
1,WI_8A_JDH,5,LKC34,14.4,11.6,9.0,12101.6
1,WI_8A_JDH,5,LKC34,14.4,11.6,9.5,11899.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,10.0,11178.7
1,WI_8A_JDH,5,LKC34,14.4,11.6,10.5,10172.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,11.0,8994.4
1,WI_8A_JDH,5,LKC34,14.4,11.6,11.5,7793.4
1,WI_8A_JDH,5,LKC34,14.4,11.6,12.0,6688.2
1,WI_8A_JDH,5,LKC34,14.4,11.6,12.5,5782.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,13.0,5034.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,13.5,4370.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,14.0,3597.9
1,WI_8A_JDH,5,LKC34,14.4,11.6,14.5,2768.6
1,WI_8A_JDH,5,LKC34,14.4,11.6,15.0,2014.4
1,WI_8A_JDH,5,LKC34,14.4,11.6,15.5,1407.6
1,WI_8A_JDH,5,LKC34,14.4,11.6,16.0,970.7
1,WI_8A_JDH,5,LKC34,14.4,11.6,16.5,655.6
1,WI_8A_JDH,5,LKC34,14.4,11.6,17.0,443.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,17.5,317.6
1,WI_8A_JDH,5,LKC34,14.4,11.6,18.0,242.4
1,WI_8A_JDH,5,LKC34,14.4,11.6,18.5,201.5
1,WI_8A_JDH,5,LKC34,14.4,11.6,19.0,188.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,19.5,191.3
1,WI_8A_JDH,5,LKC34,14.4,11.6,20.0,200.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,20.5,207.1
1,WI_8A_JDH,5,LKC34,14.4,11.6,21.0,201.9
1,WI_8A_JDH,5,LKC34,14.4,11.6,21.5,187.2
1,WI_8A_JDH,5,LKC34,14.4,11.6,22.0,169.9
1,WI_8A_JDH,5,LKC34,14.4,11.6,22.5,156.3
1,WI_8A_JDH,5,LKC34,14.4,11.6,23.0,151.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,23.5,156.0
1,WI_8A_JDH,5,LKC34,14.4,11.6,24.0,160.3
1,WI_8A_JDH,5,LKC34,14.4,11.6,24.5,142.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,25.0,104.6
1,WI_8A_JDH,5,LKC34,14.4,11.6,25.5,64.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,25.9,34.5
1,WI_8A_JDH,5,LKC34,14.4,11.6,26.5,18.2
1,WI_8A_JDH,5,LKC34,14.4,11.6,26.9,13.9
1,WI_8A_JDH,5,LKC34,14.4,11.6,27.5,14.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,27.9,13.5
1,WI_8A_JDH,5,LKC34,14.4,11.6,28.5,6.8
1,WI_8A_JDH,5,LKC34,14.4,11.6,28.9,-4.6
1,WI_8A_JDH,6,JT11398,18.5,11.6,0.0,4729.9
1,WI_8A_JDH,6,JT11398,18.5,11.6,0.5,6879.0
1,WI_8A_JDH,6,JT11398,18.5,11.6,1.0,8466.2
1,WI_8A_JDH,6,JT11398,18.5,11.6,1.5,9317.0
1,WI_8A_JDH,6,JT11398,18.5,11.6,2.0,9400.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,2.5,8918.4
1,WI_8A_JDH,6,JT11398,18.5,11.6,3.0,8213.0
1,WI_8A_JDH,6,JT11398,18.5,11.6,3.5,7481.7
1,WI_8A_JDH,6,JT11398,18.5,11.6,4.0,6860.2
1,WI_8A_JDH,6,JT11398,18.5,11.6,4.5,6418.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,5.0,6155.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,5.5,5949.0
1,WI_8A_JDH,6,JT11398,18.5,11.6,6.0,5681.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,6.5,5450.2
1,WI_8A_JDH,6,JT11398,18.5,11.6,7.0,5366.9
1,WI_8A_JDH,6,JT11398,18.5,11.6,7.5,5464.1
1,WI_8A_JDH,6,JT11398,18.5,11.6,8.0,5526.6
1,WI_8A_JDH,6,JT11398,18.5,11.6,8.5,5236.2
1,WI_8A_JDH,6,JT11398,18.5,11.6,9.0,4573.6
1,WI_8A_JDH,6,JT11398,18.5,11.6,9.5,3733.0
1,WI_8A_JDH,6,JT11398,18.5,11.6,10.0,2923.3
1,WI_8A_JDH,6,JT11398,18.5,11.6,10.5,2262.9
1,WI_8A_JDH,6,JT11398,18.5,11.6,11.0,1807.0
1,WI_8A_JDH,6,JT11398,18.5,11.6,11.5,1508.6
1,WI_8A_JDH,6,JT11398,18.5,11.6,12.0,1338.5
1,WI_8A_JDH,6,JT11398,18.5,11.6,12.5,1279.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,13.0,1273.1
1,WI_8A_JDH,6,JT11398,18.5,11.6,13.5,1227.9
1,WI_8A_JDH,6,JT11398,18.5,11.6,14.0,1137.3
1,WI_8A_JDH,6,JT11398,18.5,11.6,14.5,1024.5
1,WI_8A_JDH,6,JT11398,18.5,11.6,15.0,918.3
1,WI_8A_JDH,6,JT11398,18.5,11.6,15.5,820.6
1,WI_8A_JDH,6,JT11398,18.5,11.6,16.0,710.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,16.5,593.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,17.0,502.1
1,WI_8A_JDH,6,JT11398,18.5,11.6,17.5,455.0
1,WI_8A_JDH,6,JT11398,18.5,11.6,18.0,440.6
1,WI_8A_JDH,6,JT11398,18.5,11.6,18.5,443.1
1,WI_8A_JDH,6,JT11398,18.5,11.6,19.0,439.4
1,WI_8A_JDH,6,JT11398,18.5,11.6,19.5,408.3
1,WI_8A_JDH,6,JT11398,18.5,11.6,20.0,354.6
1,WI_8A_JDH,6,JT11398,18.5,11.6,20.5,301.3
1,WI_8A_JDH,6,JT11398,18.5,11.6,21.0,266.3
1,WI_8A_JDH,6,JT11398,18.5,11.6,21.5,249.3
1,WI_8A_JDH,6,JT11398,18.5,11.6,22.0,244.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,22.5,247.3
1,WI_8A_JDH,6,JT11398,18.5,11.6,23.0,258.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,23.5,269.9
1,WI_8A_JDH,6,JT11398,18.5,11.6,24.0,267.0
1,WI_8A_JDH,6,JT11398,18.5,11.6,24.5,247.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,25.0,216.8
1,WI_8A_JDH,6,JT11398,18.5,11.6,25.5,179.5
1,WI_8A_JDH,6,JT11398,18.5,11.6,25.9,142.3
1,WI_8A_JDH,6,JT11398,18.5,11.6,26.5,109.6
1,WI_8A_JDH,6,JT11398,18.5,11.6,26.9,85.9
1,WI_8A_JDH,6,JT11398,18.5,11.6,27.5,69.5
1,WI_8A_JDH,6,JT11398,18.5,11.6,27.9,56.6
1,WI_8A_JDH,6,JT11398,18.5,11.6,28.5,44.2
1,WI_8A_JDH,6,JT11398,18.5,11.6,28.9,29.7
1,WI_8A_JDH,7,N2,12.5,8.6,0.0,2699.8
1,WI_8A_JDH,7,N2,12.5,8.6,0.5,3502.2
1,WI_8A_JDH,7,N2,12.5,8.6,1.0,4087.6
1,WI_8A_JDH,7,N2,12.5,8.6,1.5,4470.7
1,WI_8A_JDH,7,N2,12.5,8.6,2.0,4822.8
1,WI_8A_JDH,7,N2,12.5,8.6,2.5,5223.8
1,WI_8A_JDH,7,N2,12.5,8.6,3.0,5652.4
1,WI_8A_JDH,7,N2,12.5,8.6,3.5,6173.1
1,WI_8A_JDH,7,N2,12.5,8.6,4.0,6746.5
1,WI_8A_JDH,7,N2,12.5,8.6,4.5,7120.9
1,WI_8A_JDH,7,N2,12.5,8.6,5.0,6992.6
1,WI_8A_JDH,7,N2,12.5,8.6,5.5,6312.7
1,WI_8A_JDH,7,N2,12.5,8.6,6.0,5353.7
1,WI_8A_JDH,7,N2,12.5,8.6,6.5,4460.9
1,WI_8A_JDH,7,N2,12.5,8.6,7.0,3756.2
1,WI_8A_JDH,7,N2,12.5,8.6,7.5,3133.0
1,WI_8A_JDH,7,N2,12.5,8.6,8.0,2553.8
1,WI_8A_JDH,7,N2,12.5,8.6,8.5,2023.4
1,WI_8A_JDH,7,N2,12.5,8.6,9.0,1530.0
1,WI_8A_JDH,7,N2,12.5,8.6,9.5,1128.6
1,WI_8A_JDH,7,N2,12.5,8.6,10.0,866.0
1,WI_8A_JDH,7,N2,12.5,8.6,10.5,735.0
1,WI_8A_JDH,7,N2,12.5,8.6,11.0,684.8
1,WI_8A_JDH,7,N2,12.5,8.6,11.5,681.6
1,WI_8A_JDH,7,N2,12.5,8.6,12.0,702.1
1,WI_8A_JDH,7,N2,12.5,8.6,12.5,705.3
1,WI_8A_JDH,7,N2,12.5,8.6,13.0,656.8
1,WI_8A_JDH,7,N2,12.5,8.6,13.5,561.3
1,WI_8A_JDH,7,N2,12.5,8.6,14.0,438.1
1,WI_8A_JDH,7,N2,12.5,8.6,14.5,291.0
1,WI_8A_JDH,7,N2,12.5,8.6,15.0,145.1
1,WI_8A_JDH,7,N2,12.5,8.6,15.5,30.2
1,WI_8A_JDH,7,N2,12.5,8.6,16.0,-46.1
1,WI_8A_JDH,7,N2,12.5,8.6,16.5,-87.8
1,WI_8A_JDH,7,N2,12.5,8.6,17.0,-102.1
1,WI_8A_JDH,7,N2,12.5,8.6,17.5,-98.1
1,WI_8A_JDH,7,N2,12.5,8.6,18.0,-82.9
1,WI_8A_JDH,7,N2,12.5,8.6,18.5,-61.2
1,WI_8A_JDH,7,N2,12.5,8.6,19.0,-38.7
1,WI_8A_JDH,7,N2,12.5,8.6,19.5,-21.6
1,WI_8A_JDH,7,N2,12.5,8.6,20.0,-12.2
1,WI_8A_JDH,7,N2,12.5,8.6,20.5,-7.7
1,WI_8A_JDH,7,N2,12.5,8.6,21.0,-2.7
