device,exp,plate,row,column,strain,rep,total,temp,food,event_freq,ls,DNMF,gap_days,censor,censor_reason,event_observation_type
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,13.789,0.291667,0,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,14.9973,1,0,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,15.9973,0.541667,0,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,16.039,1.20833,0,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,16.9973,0.291667,0,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,19.289,0.5,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,19.414,0.5,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,19.4556,4.125,0,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,20.0806,2.125,0,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,20.4973,2.20833,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,20.5806,1.83333,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,21.4556,0.208333,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,22.0806,1.04167,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,22.6223,2.20833,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,23.4556,0.0833333,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,23.6223,2.625,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,23.789,3.91667,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,24.3306,6.54167,0,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,24.4973,0.166667,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,24.789,2.91667,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,25.5806,4.5,0,0,,
Orion,CeNDR_010419,Orion_b::1,1,b,EC19191,2,39,20,OP50-1,1,31.3306,3.29167,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,10.6223,0.916667,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,12.289,0.833333,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,12.6223,0.333333,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,13.5806,1.08333,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,15.664,0.75,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,16.4973,1.16667,0,0,,Observed Multiple Worm
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,16.7056,0.708333,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,16.7473,2.20833,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,17.9973,5.75,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,19.414,3.08333,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,20.4973,5.16667,0,0,,Observed Multiple Worm
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,20.9973,2.70833,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,21.1223,0.666667,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,22.2056,4.33333,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,22.664,3.29167,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,22.789,3.70833,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,22.9973,3.79167,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,22.9973,4.33333,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,24.914,3.41667,0.0416667,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,25.164,5.16667,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,25.8306,5.79167,0.25,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,26.6223,2.83333,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,27.539,4.625,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,27.6223,3.91667,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,28.6223,8.54167,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,28.8723,0.916667,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,28.914,7.875,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,29.539,9.16667,0,0,,
Orion,CeNDR_010419,Orion_b::2,2,b,JU258,3,30,20,OP50-1,1,30.2056,7.375,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,9.13273,0.958333,0.0416667,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,10.0077,0.166667,0.0416667,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,11.2577,0.458333,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,11.2994,0.541667,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,11.7577,1,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,12.3411,1.16667,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,12.7577,1.25,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,12.9661,0.625,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,13.3411,1.04167,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,13.7994,1.5,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,14.5494,0.625,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,15.4244,1.20833,0.0416667,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,16.6327,2.375,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,16.7161,0.666667,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,16.7577,2.125,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,17.2577,4.125,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,17.6744,1.20833,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,17.8827,4.33333,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,17.9244,1.5,0.0416667,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,18.2161,0.75,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,18.7161,4.125,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,18.7161,0.166667,0.0416667,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,19.4661,2.16667,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,19.5077,2.875,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,19.9244,3.375,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,19.9661,3.25,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,21.8411,4.54167,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,22.2161,2.25,0,0,,Observed Multiple Worm
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,22.7161,1.75,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,22.9661,2.625,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,25.2994,5.33333,0,0,,Observed Multiple Worm
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,25.5494,4.04167,0,0,,
Orion,CeNDR_010419,Orion_c::2,2,c,EC19191,3,40,20,OP50-1,1,26.3827,7.20833,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,7.55981,0.270833,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,9.93481,0.375,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,10.2265,0.666667,0.0416667,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,11.6015,1.75,0.0416667,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,11.7265,0.875,0.0416667,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,13.3098,0.166667,0.0416667,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,14.7681,0.875,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,14.8931,1.875,0.0833333,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,15.3515,2.125,0.0833333,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,20.1431,2.08333,0.0833333,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,21.3931,0.916667,0.0833333,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,21.539,1.27083,0.0833333,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,22.2265,3.29167,0,0,,Observed Multiple Worm
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,22.3098,3.375,0,0,,Observed Multiple Worm
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,23.4348,0.666667,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,23.6015,1.83333,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,24.5598,1.54167,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,24.6015,2.66667,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,24.6848,7.125,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,24.7265,2.58333,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,27.1848,4.20833,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,28.4348,3.20833,0,0,,
Orion,CeNDR_010419,Orion_d::1,1,d,EC19191,4,37,20,OP50-1,1,29.7681,4.5,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,9.12144,49710.1,0,0,,Observed Multiple Worm
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,9.12144,49710.1,0,0,,Induced Multiple Worm
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,12.1839,1.64583,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,13.1839,3.47917,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,13.1839,3.16667,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,13.3923,0.958333,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,13.4339,1.125,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,13.9339,2.41667,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,13.9756,0.416667,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,14.1839,2.29167,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,14.1839,4.83333,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,14.4756,1.08333,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,14.6423,4.625,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,15.8506,2.95833,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,16.2881,4.0625,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,16.4339,5.39583,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,17.2256,4.45833,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,18.5173,3.875,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,19.9339,2.29167,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,21.2673,0.416667,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,21.6006,0.625,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,23.0173,1.3125,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,23.1839,2.91667,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,23.5589,3,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,23.7256,2.79167,0.0833333,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,23.9339,4.125,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,24.0589,0.5,0.0833333,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,24.4756,2.77083,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,24.7256,6.54167,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,25.3089,3.5,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,25.5173,7.04167,0.0833333,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,26.1839,8.95833,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,26.3089,4.16667,0,0,,Observed Multiple Worm
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,26.3298,4.16667,0,0,,Induced Multiple Worm
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,26.9339,9.08333,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,27.3923,5.25,0.0833333,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,29.6839,11.7917,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,30.6006,11.8333,0,0,,Observed Multiple Worm
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,30.6214,11.8333,0,0,,Induced Multiple Worm
StHelens,CeNDR_121018_1v2,StHelens_a::1,1,a,N2,2,55,20,OP50-1,1,31.3506,7.20833,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,11.0381,0.1875,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,12.4756,0.708333,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,13.0173,0.416667,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,13.1423,0.5,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,13.3506,1.125,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,14.3506,1.5,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,16.8089,2.33333,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,18.4756,1.375,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,18.9548,3.22917,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,20.6423,1.625,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,22.5173,3.20833,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,23.3506,2.79167,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,23.3923,0.583333,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,23.8089,1,0,0,,
StHelens,CeNDR_121018_1v2,StHelens_a::2,2,a,EG4725,1,49,20,OP50-1,1,24.2673,2.66667,0.0833333,0,,
