device,exp,plate,row,column,strain,rep,total,temp,food,event_freq,ls,DNMF,gap_days,censor,censor_reason,event_observation_type
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,25.559,1.83333,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,25.5798,1.83333,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,26.559,4,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,26.934,5.22917,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,26.9548,5.22917,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,27.184,4.45833,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,27.809,1.75,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,28.184,7.58333,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,28.2048,7.58333,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_a::3,3,a,ECA740,2,46,20,OP50-1,1,28.6007,4.125,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,10.2361,0.145833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,11.2778,0.291667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,11.8611,0.291667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,16.4653,49709.7,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,16.7778,3.41667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,18.3611,5.16667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,19.4028,3.875,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,20.6944,0.416667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,20.9861,3.625,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,22.1111,0.333333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,22.7778,2.29167,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,23.0278,2.33333,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,23.1319,3.89583,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,23.5278,0.916667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,23.7361,1.125,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,23.7569,1.125,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,24.3611,0.416667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,24.4444,5.58333,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,24.5694,0.458333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,24.9861,1.85417,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,25.1944,6.54167,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,25.3611,7.5,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,25.3819,7.5,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,25.6528,4.625,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,25.6736,4.625,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,26.1111,0.833333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,26.3611,1.08333,0.0416667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,26.7361,4.02083,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,26.7778,1.75,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,26.9444,3.75,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,27.0278,3.08333,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,27.0694,4.70833,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,27.1111,5.66667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,27.5278,3.66667,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,27.7778,4.75,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,27.8611,5.33333,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,28.0694,2.95833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,28.3611,8.5,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::1,1,b,EG4725,4,46,20,OP50-1,1,29.3194,1.16667,0.0416667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,37.0694,14.9167,0,1,Objects apparently moving at termination of measurement,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,37.0694,14.9167,0,1,Objects apparently moving at termination of measurement,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,37.0903,14.9167,0,1,Objects apparently moving at termination of measurement,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,2,37.0694,14.9167,0,1,Objects apparently moving at termination of measurement,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,12.1111,0.375,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,16.9861,0.25,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,17.9861,0.583333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,18.2153,0.770833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,18.3194,4.875,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,18.5278,0.166667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,21.8194,9.45833,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,21.8403,9.45833,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,22.1528,0.770833,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,22.5278,3.5,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,23.3611,2.8125,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,23.9861,1.45833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,24.6111,0.291667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,24.9028,1.625,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,25.8194,7.16667,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,25.8403,7.16667,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,26.2361,3.95833,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,27.4861,0.25,0.0416667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,28.1944,3.375,0.0416667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,28.4861,0.833333,0.0416667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,28.4861,4.83333,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,28.9028,1.625,0.0416667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,29.4861,4.41667,0.0416667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,30.2778,0.625,0.125,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,30.6944,9.75,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,30.7153,9.75,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,31.0694,3.83333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,31.4444,2.33333,0.125,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,32.1111,7.5,0.125,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,32.3611,5.08333,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,32.3819,5.08333,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,32.4444,7.5,0.125,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,32.6111,3.91667,0.125,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_b::2,2,b,MY23,1,44,20,OP50-1,1,32.6528,4.41667,0.125,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,13.1215,0.791667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,13.559,49710.1,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,13.9548,2.125,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,13.9965,0.75,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,14.6632,0.125,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,15.0382,0.416667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,16.2882,3,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,17.0798,2.45833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,17.8715,1.66667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,19.2465,3.41667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,22.3298,5.70833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,22.4132,0.625,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,23.2465,2.16667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,23.2465,1.83333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,23.5382,2.60417,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,25.6632,0.625,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,25.684,0.625,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,25.6632,4.08333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,27.3715,2.83333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,28.2882,4.70833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,28.3298,0.708333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,28.4965,2.83333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,28.7465,3.54167,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,28.9548,2.125,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,28.9965,5.125,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,29.0173,5.125,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,29.2048,4,0,0,,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,29.2257,4,0,0,,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,29.2048,1.54167,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,29.2882,5.83333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,29.4548,1.58333,0.0833333,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,29.6632,2.875,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,29.7257,5.89583,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,30.0173,0.4375,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,30.184,4.6875,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,31.6632,11.5417,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,32.2882,4.75,0.166667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,32.3715,7.66667,0.166667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,32.6215,1.83333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,32.6632,0.916667,0.0416667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,32.6632,4.58333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,34.6632,17.5,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::0,0,c,MY23,4,52,20,OP50-1,1,34.7048,12.375,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,10.2882,0.375,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,12.5382,1.29167,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,13.3298,0.833333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,13.9965,0.583333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,14.4965,1.20833,0.0416667,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,16.3923,0.395833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,17.1632,0.375,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,19.2465,0.479167,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,19.4548,3.29167,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,19.684,0.916667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,19.7465,0.395833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,19.8715,0.916667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,20.1632,0.375,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,20.5382,0.208333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,21.9548,1.70833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,22.2048,0.291667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,22.9965,0.875,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,23.0798,0.25,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,23.2882,0.333333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,23.4548,2.52083,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,24.0382,0.333333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,25.0798,1.16667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,25.8298,2.16667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,26.5382,0.5,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,26.5798,1,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,27.1632,0.625,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,27.8298,0.458333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,27.9548,1.375,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,28.3298,1.45833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,28.7882,0.416667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,29.8715,0.333333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::1,1,c,CB4856,,,20,OP50-1,1,30.3715,8.04167,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,19.684,8.14583,0,1,Objects apparently moving at termination of measurement,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,19.684,8.14583,0,1,Objects apparently moving at termination of measurement,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,19.7257,8.14583,0,1,Objects apparently moving at termination of measurement,Induced Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,2,19.684,8.14583,0,1,Objects apparently moving at termination of measurement,Observed Multiple Worm
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,11.1007,49710.2,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,11.7048,0.458333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,11.9132,0.541667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,12.1215,0.166667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,12.4132,1.39583,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,12.4132,1.39583,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,12.7882,0.0416667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,12.9132,1.16667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,13.1632,0.583333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,13.5382,2.45833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,14.0382,3.5,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,14.8715,3.95833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,15.2048,4.95833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,16.0382,5.02083,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,17.0798,4.875,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,18.2882,0.541667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,18.6215,4.66667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,19.8298,2.125,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,19.8298,2.375,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,20.5798,0.895833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,20.7882,0.541667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,21.2465,2.20833,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,21.5173,6.35417,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,22.2048,6.16667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,22.2465,1.08333,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,23.9132,0.291667,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,24.3923,1.02083,0,0,,
Vesuvius,CeNDR_121018_2v2,Vesuvius_c::2,2,c,N2,3,50,20,OP50-1,1,24.3923,1.8125,0,0,,
