gwtrait	gwchr	gwpeak	mediator	multi_abs_est	multi_padjust	var	estimate	ci_lower	ci_upper	prob	mediator_gene	e_peak	eQTL_classification
t89_mean	II	873169	C48D1.7	0.0066539922202244715	0.748	NA	NA	NA	NA	NA	C48D1.7	9780	Distant eQTL
t89_mean	II	873169	F59E12.16c	0.006490320368781991	0.75	NA	NA	NA	NA	NA	F59E12.16	3511980	Distant eQTL
t89_mean	II	873169	R06B9.3.1	0.024615541636958206	0.751	NA	NA	NA	NA	NA	arrd-13	2701077	Distant eQTL
t89_mean	II	873169	ZK1055.4.2	0.010965821092057767	0.751	NA	NA	NA	NA	NA	ZK1055.4	630902	Distant eQTL
t89_mean	II	873169	B0344.2.2	0.004032160192955871	0.755	NA	NA	NA	NA	NA	wrt-9	946924	Distant eQTL
t89_mean	II	873169	W10C4.1.1	0.006464670040118105	0.755	NA	NA	NA	NA	NA	W10C4.1	946924	Distant eQTL
t89_mean	II	873169	Y47G7B.2.1	0.010296558651839885	0.757	NA	NA	NA	NA	NA	Y47G7B.2	2716732	Local eQTL
t89_mean	II	873169	Y110A2AL.1.1	0.009453636533585968	0.758	NA	NA	NA	NA	NA	Y110A2AL.1	2683072	Local eQTL
t89_mean	II	873169	K12H6.2.2	0.005125726843481071	0.76	NA	NA	NA	NA	NA	K12H6.2	2858869	Local eQTL
t89_mean	II	873169	C41D11.1c.1	0.003947150963780611	0.762	NA	NA	NA	NA	NA	eri-6	2180534	Distant eQTL
t89_mean	II	873169	C06C3.4.1	0.007807202420859356	0.763	NA	NA	NA	NA	NA	C06C3.4	946924	Distant eQTL
t89_mean	II	873169	W05B2.1.2	0.006760087490736139	0.766	NA	NA	NA	NA	NA	col-94	946924	Distant eQTL
t89_mean	II	873169	Y11D7A.1	0.002309591028740848	0.766	NA	NA	NA	NA	NA	Y11D7A.1	946924	Distant eQTL
t89_mean	II	873169	F36H12.8.1	0.0021881146082774927	0.769	NA	NA	NA	NA	NA	ttbk-2	2706815	Distant eQTL
t89_mean	II	873169	C33C12.6	0.021787725350213838	0.772	NA	NA	NA	NA	NA	srb-14	2196511	Local eQTL
t89_mean	II	873169	B0047.3.1	0.008185424353839323	0.774	NA	NA	NA	NA	NA	bath-24	1677238	Local eQTL
t89_mean	II	873169	Y38E10A.5.1	0.014412029235148716	0.774	NA	NA	NA	NA	NA	clec-4	749717	Distant eQTL
t89_mean	II	873169	F40B1.1.1	0.004742059150225862	0.776	NA	NA	NA	NA	NA	bath-13	2663729	Local eQTL
t89_mean	II	873169	Y25C1A.8b.2	0.009020700440680323	0.776	NA	NA	NA	NA	NA	Y25C1A.8	3082416	Local eQTL
t89_mean	II	873169	Y51H7BM.1.1	0.005551919641637644	0.776	NA	NA	NA	NA	NA	math-45	1677238	Local eQTL
t89_mean	II	873169	Y43C5B.2.1	0.0021818424671013153	0.777	NA	NA	NA	NA	NA	Y43C5B.2	946924	Distant eQTL
t89_mean	II	873169	F36H5.14.1	0.020785593799241244	0.779	NA	NA	NA	NA	NA	F36H5.14	1612208	Local eQTL
t89_mean	II	873169	K02F6.7.2	0.012132248098087953	0.779	NA	NA	NA	NA	NA	K02F6.7	2634728	Local eQTL
t89_mean	II	873169	R07C3.13a.1	0.0026343154101060528	0.779	NA	NA	NA	NA	NA	R07C3.13	1435693	Local eQTL
t89_mean	II	873169	T28C6.6.1	0.00266234662532756	0.779	NA	NA	NA	NA	NA	col-3	946924	Distant eQTL
t89_mean	II	873169	Y54G2A.25a.1	0.009037285890528442	0.78	NA	NA	NA	NA	NA	lad-2	946924	Distant eQTL
t89_mean	II	873169	K07E8.3.2	0.004305269305790531	0.783	NA	NA	NA	NA	NA	sdz-24	814142	Local eQTL
t89_mean	II	873169	T08E11.2.1	0.028145222097676965	0.783	NA	NA	NA	NA	NA	math-39	1749430	Local eQTL
t89_mean	II	873169	ZC317.3.1	0.002394356199745185	0.784	NA	NA	NA	NA	NA	glc-3	946924	Distant eQTL
t89_mean	II	873169	F13H10.5.1	0.01038734956941856	0.786	NA	NA	NA	NA	NA	F13H10.5	775060	Distant eQTL
t89_mean	II	873169	ZC204.12.2	0.018381432554680513	0.789	NA	NA	NA	NA	NA	ZC204.12	1611691	Local eQTL
t89_mean	II	873169	K06A4.8	0.0035803881521883083	0.79	NA	NA	NA	NA	NA	K06A4.8	946924	Distant eQTL
t89_mean	II	873169	C46F9.3.1	0.035109769919132484	0.792	NA	NA	NA	NA	NA	math-24	1161863	Local eQTL
t89_mean	II	873169	Y57A10A.27.1	0.004263327824647023	0.792	NA	NA	NA	NA	NA	Y57A10A.27	12326138	Local eQTL
t89_mean	II	873169	C24G6.7.1	0.008393925983857787	0.796	NA	NA	NA	NA	NA	grl-1	946924	Distant eQTL
t89_mean	II	873169	C40A11.1.1	0.01848319405197448	0.798	NA	NA	NA	NA	NA	math-18	1677238	Local eQTL
t89_mean	II	873169	F08D12.2.1	0.0045530054494171855	0.803	NA	NA	NA	NA	NA	F08D12.2	2761400	Local eQTL
t89_mean	II	873169	C46F9.1a.1	0.022003909627256693	0.804	NA	NA	NA	NA	NA	math-22	1611691	Local eQTL
t89_mean	II	873169	R07B7.2c.1	0.005117714555594917	0.804	NA	NA	NA	NA	NA	R07B7.2	2476363	Distant eQTL
t89_mean	II	873169	ZK783.1d.1	0.004334676764244343	0.804	NA	NA	NA	NA	NA	fbn-1	2715471	Distant eQTL
t89_mean	II	873169	T02H6.8.1	0.018933338241821623	0.805	NA	NA	NA	NA	NA	T02H6.8	622528	Local eQTL
t89_mean	II	873169	Y48G1C.12.1	0.0074452779954576115	0.805	NA	NA	NA	NA	NA	Y48G1C.12	2769983	Distant eQTL
t89_mean	II	873169	T06D4.3	0.009047547230974748	0.806	NA	NA	NA	NA	NA	nep-19	2683587	Local eQTL
t89_mean	II	873169	Y105C5A.9a.1	0.012370180547285684	0.806	NA	NA	NA	NA	NA	Y105C5A.9	1177776	Distant eQTL
t89_mean	II	873169	W09B6.4a.2	0.018511533265553208	0.807	NA	NA	NA	NA	NA	W09B6.4	1099580	Local eQTL
t89_mean	II	873169	Y47D3B.5b.1	0.012642959458833848	0.81	NA	NA	NA	NA	NA	twk-31	2787728	Distant eQTL
t89_mean	II	873169	T13B5.4.2	0.0025982818516876176	0.814	NA	NA	NA	NA	NA	col-40	1107654	Local eQTL
t89_mean	II	873169	Y110A2AL.4b.1	0.009869179098719877	0.816	NA	NA	NA	NA	NA	Y110A2AL.4	2805590	Local eQTL
t89_mean	II	873169	C23H3.5.2	0.00423104882395742	0.819	NA	NA	NA	NA	NA	C23H3.5	1186497	Distant eQTL
t89_mean	II	873169	F58E10.4.1	0.004229987174842428	0.821	NA	NA	NA	NA	NA	aip-1	473231	Distant eQTL
t89_mean	II	873169	W10D9.3a.1	0.0070854131334807	0.821	NA	NA	NA	NA	NA	W10D9.3	333781	Local eQTL
t89_mean	II	873169	T10E10.5.1	0.004571343543505026	0.823	NA	NA	NA	NA	NA	col-169	946924	Distant eQTL
t89_mean	II	873169	B0496.3a.1	0.0031590243435425844	0.824	NA	NA	NA	NA	NA	unc-82	946924	Distant eQTL
t89_mean	II	873169	Y69H2.3a.1	0.006795823890593272	0.825	NA	NA	NA	NA	NA	Y69H2.3	587549	Distant eQTL
t89_mean	II	873169	H24G06.1a.1	9.942943890460646e-4	0.826	NA	NA	NA	NA	NA	H24G06.1	1186497	Distant eQTL
t89_mean	II	873169	F46C8.8.2	0.006005164658335085	0.83	NA	NA	NA	NA	NA	F46C8.8	946924	Distant eQTL
t89_mean	II	873169	Y45F10D.14.1	0.008577730825629008	0.83	NA	NA	NA	NA	NA	Y45F10D.14	946924	Distant eQTL
t89_mean	II	873169	T07D3.6	0.01471150397440013	0.833	NA	NA	NA	NA	NA	T07D3.6	902093	Local eQTL
t89_mean	II	873169	F47B7.6	0.004379152461683576	0.838	NA	NA	NA	NA	NA	F47B7.6	3658886	Distant eQTL
t89_mean	II	873169	T08D2.5.2	0.006839704442629828	0.838	NA	NA	NA	NA	NA	T08D2.5	630902	Distant eQTL
t89_mean	II	873169	Y47H10A.2.1	0.0011631420647776913	0.84	NA	NA	NA	NA	NA	Y47H10A.2	914265	Distant eQTL
t89_mean	II	873169	W06H3.3.1	0.006242634163092696	0.842	NA	NA	NA	NA	NA	ctps-1	405719	Distant eQTL
t89_mean	II	873169	C23H3.4a.1	0.006227937594484894	0.848	NA	NA	NA	NA	NA	sptl-1	376492	Local eQTL
t89_mean	II	873169	F58G11.2a.1	0.008997684481710505	0.849	NA	NA	NA	NA	NA	rde-12	355941	Distant eQTL
t89_mean	II	873169	F15B9.9.1	0.0018246784542715042	0.851	NA	NA	NA	NA	NA	dsl-7	946924	Distant eQTL
t89_mean	II	873169	C35A5.2.1	0.0011703975261458544	0.852	NA	NA	NA	NA	NA	ugt-33	946924	Distant eQTL
t89_mean	II	873169	T10B5.10a.1	0.0011017954584423108	0.852	NA	NA	NA	NA	NA	T10B5.10	946924	Distant eQTL
t89_mean	II	873169	Y51H7C.5.1	0.0061596818103714845	0.856	NA	NA	NA	NA	NA	alkb-1	1469143	Local eQTL
t89_mean	II	873169	Y110A2AR.2i.1	0.004266957223513667	0.858	NA	NA	NA	NA	NA	ubc-15	2624924	Local eQTL
t89_mean	II	873169	Y81G3A.1.1	0.003730131709771095	0.858	NA	NA	NA	NA	NA	Y81G3A.1	13366101	Local eQTL
t89_mean	II	873169	T16A1.3.1	0.019686177307807105	0.862	NA	NA	NA	NA	NA	fbxc-49	1442585	Local eQTL
t89_mean	II	873169	F45D11.15.1	0.004388815590536672	0.863	NA	NA	NA	NA	NA	F45D11.15	1177961	Local eQTL
t89_mean	II	873169	K04G2.7a.1	0.003897308908715045	0.864	NA	NA	NA	NA	NA	K04G2.7	946924	Distant eQTL
t89_mean	II	873169	C07D8.2	0.011728326636096081	0.868	NA	NA	NA	NA	NA	C07D8.2	2208261	Distant eQTL
t89_mean	II	873169	Y48G8AR.1a.2	0.0030467958328051427	0.868	NA	NA	NA	NA	NA	grh-1	9780	Distant eQTL
t89_mean	II	873169	F11C3.2.1	0.0016021672379824485	0.873	NA	NA	NA	NA	NA	unc-122	473231	Distant eQTL
t89_mean	II	873169	R09E10.9	0.0013863299332739414	0.875	NA	NA	NA	NA	NA	R09E10.9	946924	Distant eQTL
t89_mean	II	873169	F42G2.3.1	0.0035802149900244253	0.876	NA	NA	NA	NA	NA	fbxc-20	2227220	Local eQTL
t89_mean	II	873169	Y39F10C.1b.1	0.008556521266083254	0.879	NA	NA	NA	NA	NA	Y39F10C.1	622528	Local eQTL
t89_mean	II	873169	T11A5.6c.1	0.0018721722926634118	0.884	NA	NA	NA	NA	NA	clp-9	1186497	Distant eQTL
t89_mean	II	873169	ZC204.14.1	0.010952088026619526	0.884	NA	NA	NA	NA	NA	ZC204.14	1611691	Local eQTL
t89_mean	II	873169	F47B8.5b.1	0.001917918919414935	0.885	NA	NA	NA	NA	NA	F47B8.5	946924	Distant eQTL
t89_mean	II	873169	K07E8.7a.1	6.480705306927821e-4	0.885	NA	NA	NA	NA	NA	K07E8.7	648653	Local eQTL
t89_mean	II	873169	F59E12.4a.2	0.003806085522870081	0.886	NA	NA	NA	NA	NA	npl-4.1	5544015	Local eQTL
t89_mean	II	873169	C28F5.1.1	0.0027902220840286323	0.888	NA	NA	NA	NA	NA	C28F5.1	946924	Distant eQTL
t89_mean	II	873169	C52E2.5.1	0.012445237061623938	0.888	NA	NA	NA	NA	NA	C52E2.5	1611691	Local eQTL
t89_mean	II	873169	K08H10.5	0.002082889774738895	0.891	NA	NA	NA	NA	NA	K08H10.5	795578	Distant eQTL
t89_mean	II	873169	R07C3.6.1	0.0026522758089998323	0.891	NA	NA	NA	NA	NA	fbxc-28	946924	Local eQTL
t89_mean	II	873169	T09B4.2.1	0.0025307445901819993	0.891	NA	NA	NA	NA	NA	T09B4.2	1186497	Distant eQTL
t89_mean	II	873169	F42G2.8.2	0.001362020587409624	0.896	NA	NA	NA	NA	NA	fbxa-4	2177009	Local eQTL
t89_mean	II	873169	F59H6.15.1	0.012604502715124933	0.896	NA	NA	NA	NA	NA	F59H6.15	1664487	Local eQTL
t89_mean	II	873169	F56F11.4a.1	0.001422906190340233	0.9	NA	NA	NA	NA	NA	F56F11.4	1462989	Distant eQTL
t89_mean	II	873169	F56D1.4b.1	0.002754755004194006	0.901	NA	NA	NA	NA	NA	clr-1	946924	Distant eQTL
t89_mean	II	873169	ZC247.2.1	0.0025165092662530033	0.903	NA	NA	NA	NA	NA	ZC247.2	946924	Distant eQTL
t89_mean	II	873169	W03F11.6e.1	0.0018505528645486739	0.905	NA	NA	NA	NA	NA	afd-1	946924	Distant eQTL
t89_mean	II	873169	Y47H10A.6	0.0011272175634335754	0.906	NA	NA	NA	NA	NA	Y47H10A.6	732532	Distant eQTL
t89_mean	II	873169	F56D5.9.1	0.0014694659263399044	0.907	NA	NA	NA	NA	NA	F56D5.9	1203610	Distant eQTL
t89_mean	II	873169	C33C12.11.1	0.01044599819285481	0.908	NA	NA	NA	NA	NA	C33C12.11	2194057	Local eQTL
t89_mean	II	873169	F08D12.10.1	0.0015297065871402837	0.908	NA	NA	NA	NA	NA	sdz-9	2773567	Local eQTL
t89_mean	II	873169	EGAP9.2.1	0.0016977832973747375	0.909	NA	NA	NA	NA	NA	fut-2	946924	Distant eQTL
t89_mean	II	873169	C52E2.7.1	0.014088534648432108	0.91	NA	NA	NA	NA	NA	fbxb-96	1604331	Local eQTL
t89_mean	II	873169	T02C12.4	0.002405609651531099	0.912	NA	NA	NA	NA	NA	T02C12.4	1186497	Distant eQTL
t89_mean	II	873169	B0047.5	0.007900166673650942	0.914	NA	NA	NA	NA	NA	bath-14	1739882	Local eQTL
t89_mean	II	873169	F16B4.9.1	0.0013673154689379573	0.914	NA	NA	NA	NA	NA	nhr-178	946924	Distant eQTL
t89_mean	II	873169	Y110A2AL.9.2	2.693787716441894e-4	0.916	NA	NA	NA	NA	NA	Y110A2AL.9	2769885	Local eQTL
t89_mean	II	873169	C09D4.4b.1	0.0019922395366572796	0.918	NA	NA	NA	NA	NA	C09D4.4	749717	Distant eQTL
t89_mean	II	873169	C01B9.1b.1	0.0010181816795410093	0.919	NA	NA	NA	NA	NA	C01B9.1	1186497	Distant eQTL
t89_mean	II	873169	F59E12.15.1	0.0024122607284780416	0.919	NA	NA	NA	NA	NA	F59E12.15	6095043	Local eQTL
t89_mean	II	873169	F53F4.8	0.0028408876037559357	0.921	NA	NA	NA	NA	NA	F53F4.8	355941	Distant eQTL
t89_mean	II	873169	K06C4.3.1	2.676638209805194e-4	0.926	NA	NA	NA	NA	NA	his-21	2319784	Distant eQTL
t89_mean	II	873169	Y61A9LA.7a.1	0.0024445892136909534	0.926	NA	NA	NA	NA	NA	Y61A9LA.7	946924	Distant eQTL
t89_mean	II	873169	C34C6.10.1	0.0016764946922784786	0.929	NA	NA	NA	NA	NA	C34C6.10	744778	Distant eQTL
t89_mean	II	873169	C32C4.1e.1	0.0019166450310034505	0.93	NA	NA	NA	NA	NA	kvs-2	946924	Distant eQTL
t89_mean	II	873169	F59H6.10.2	0.005949941316497254	0.931	NA	NA	NA	NA	NA	bath-3	2181630	Local eQTL
t89_mean	II	873169	Y74C9A.5.1	1.2968482787317203e-4	0.934	NA	NA	NA	NA	NA	sesn-1	2756505	Distant eQTL
t89_mean	II	873169	C33C12.12.1	0.0027766107677591125	0.935	NA	NA	NA	NA	NA	C33C12.12	2196511	Local eQTL
t89_mean	II	873169	Y71H2B.2.2	1.0895257160599273e-4	0.935	NA	NA	NA	NA	NA	Y71H2B.2	2154970	Distant eQTL
t89_mean	II	873169	F07B7.10.1	2.676638209805194e-4	0.936	NA	NA	NA	NA	NA	his-51	2319784	Distant eQTL
t89_mean	II	873169	C08F1.4b.1	0.011468385484495197	0.937	NA	NA	NA	NA	NA	math-3	1180779	Local eQTL
t89_mean	II	873169	F43C11.7.1	3.44839539898849e-4	0.937	NA	NA	NA	NA	NA	F43C11.7	2216946	Local eQTL
t89_mean	II	873169	F59A6.6b.1	0.0011812462673881313	0.94	NA	NA	NA	NA	NA	rnh-1.0	4968229	Local eQTL
t89_mean	II	873169	K06C4.11.1	2.676638209805194e-4	0.94	NA	NA	NA	NA	NA	his-19	2319784	Distant eQTL
t89_mean	II	873169	C11D2.6o.1	0.0013132498137052029	0.942	NA	NA	NA	NA	NA	unc-77	2715471	Distant eQTL
t89_mean	II	873169	C24G7.2.1	0.0016095575420253484	0.943	NA	NA	NA	NA	NA	acd-1	946924	Distant eQTL
t89_mean	II	873169	Y51H7C.15	0.0016120508680739622	0.943	NA	NA	NA	NA	NA	Y51H7C.15	1462989	Local eQTL
t89_mean	II	873169	F07B7.3.1	2.676638209805194e-4	0.944	NA	NA	NA	NA	NA	his-53	2319784	Distant eQTL
t89_mean	II	873169	K02B12.6.1	3.202318109670259e-4	0.944	NA	NA	NA	NA	NA	K02B12.6	946924	Distant eQTL
t89_mean	II	873169	C41G11.3a.2	2.4342508393071768e-4	0.945	NA	NA	NA	NA	NA	rgs-6	499521	Distant eQTL
t89_mean	II	873169	F45C12.7.1	0.0014556776231182409	0.945	NA	NA	NA	NA	NA	btb-6	921473	Local eQTL
t89_mean	II	873169	C37C3.6a.1	6.531325023677364e-4	0.949	NA	NA	NA	NA	NA	mig-6	209512	Distant eQTL
t89_mean	II	873169	H29C22.1.2	1.4332461666287654e-4	0.953	NA	NA	NA	NA	NA	H29C22.1	1186497	Distant eQTL
t89_mean	II	873169	W07E6.3b.1	0.0029447476257123033	0.953	NA	NA	NA	NA	NA	sms-5	799753	Local eQTL
t89_mean	II	873169	C04A11.1a.1	6.929482916314973e-4	0.955	NA	NA	NA	NA	NA	C04A11.1	1186497	Distant eQTL
t89_mean	II	873169	C26B9.1a.1	2.2152946586871344e-4	0.955	NA	NA	NA	NA	NA	C26B9.1	876138	Distant eQTL
t89_mean	II	873169	C08F11.14	5.583926552803635e-4	0.959	NA	NA	NA	NA	NA	C08F11.14	946924	Distant eQTL
t89_mean	II	873169	F22E5.12.1	0.0015060546823370635	0.959	NA	NA	NA	NA	NA	F22E5.12	2631593	Local eQTL
t89_mean	II	873169	F59E12.15.2	0.0010969011051280972	0.959	NA	NA	NA	NA	NA	F59E12.15	4968229	Local eQTL
t89_mean	II	873169	Y51A2D.14.2	3.3349445885766534e-4	0.959	NA	NA	NA	NA	NA	txt-14	2180709	Distant eQTL
t89_mean	II	873169	C48B4.7.1	0.001286365126802687	0.96	NA	NA	NA	NA	NA	C48B4.7	485573	Distant eQTL
t89_mean	II	873169	F09C6.4	0.001246344570387496	0.961	NA	NA	NA	NA	NA	srp-10	946924	Distant eQTL
t89_mean	II	873169	F57C2.2.1	9.492543642352518e-5	0.961	NA	NA	NA	NA	NA	btb-19	546631	Distant eQTL
t89_mean	II	873169	C54D10.14a.1	0.0012426250141973386	0.963	NA	NA	NA	NA	NA	pals-37	630902	Distant eQTL
t89_mean	II	873169	T13B5.6.1	0.005082849670646304	0.965	NA	NA	NA	NA	NA	lips-12	1091173	Local eQTL
t89_mean	II	873169	Y39A3B.3.1	0.0010862810561772767	0.965	NA	NA	NA	NA	NA	Y39A3B.3	2622464	Distant eQTL
t89_mean	II	873169	C08G5.2.1	0.003196306984020937	0.966	NA	NA	NA	NA	NA	fbxc-48	749717	Local eQTL
t89_mean	II	873169	C46F9.2.1	1.457771218115229e-4	0.966	NA	NA	NA	NA	NA	math-23	2439617	Local eQTL
t89_mean	II	873169	F45D11.16.1	4.956555233065397e-4	0.968	NA	NA	NA	NA	NA	F45D11.16	968720	Local eQTL
t89_mean	II	873169	F53B7.2a.1	8.610194327780607e-5	0.969	NA	NA	NA	NA	NA	frpr-9	946924	Distant eQTL
t89_mean	II	873169	B0491.8b.1	6.147422691560189e-4	0.972	NA	NA	NA	NA	NA	clh-2	946924	Distant eQTL
t89_mean	II	873169	F58A4.11.1	1.9073954459727701e-4	0.972	NA	NA	NA	NA	NA	gei-13	946924	Distant eQTL
t89_mean	II	873169	C08E3.8.1	0.001000751024010607	0.973	NA	NA	NA	NA	NA	fbxa-165	873752	Local eQTL
t89_mean	II	873169	F55G11.1.1	6.526854890861686e-4	0.973	NA	NA	NA	NA	NA	F55G11.1	1100853	Distant eQTL
t89_mean	II	873169	B0047.2	0.0015829429369823517	0.975	NA	NA	NA	NA	NA	btb-3	1677238	Local eQTL
t89_mean	II	873169	R03G5.2.2	1.9683032687040714e-5	0.975	NA	NA	NA	NA	NA	sek-1	209512	Distant eQTL
t89_mean	II	873169	C40D2.2.1	9.93858724846796e-4	0.976	NA	NA	NA	NA	NA	math-20	1722800	Local eQTL
t89_mean	II	873169	K01A2.7.1	5.523336935156892e-4	0.977	NA	NA	NA	NA	NA	col-69	946924	Local eQTL
t89_mean	II	873169	K02E7.10.1	7.055195704580163e-5	0.982	NA	NA	NA	NA	NA	K02E7.10	430587	Local eQTL
t89_mean	II	873169	M6.1d.1	3.5224496892787395e-4	0.982	NA	NA	NA	NA	NA	ifc-2	946924	Distant eQTL
t89_mean	II	873169	T11F9.6.1	1.3304668110483167e-5	0.982	NA	NA	NA	NA	NA	nas-22	946924	Distant eQTL
t89_mean	II	873169	K12H6.12.1	6.578091347022357e-4	0.984	NA	NA	NA	NA	NA	K12H6.12	2769983	Local eQTL
t89_mean	II	873169	R09E10.4	1.0034779861419815e-4	0.985	NA	NA	NA	NA	NA	acs-23	946924	Distant eQTL
t89_mean	II	873169	Y37E11AL.1.1	5.6733050262212294e-5	0.985	NA	NA	NA	NA	NA	Y37E11AL.1	946924	Distant eQTL
t89_mean	II	873169	ZC204.12.1	6.021639268845089e-4	0.985	NA	NA	NA	NA	NA	ZC204.12	1464906	Local eQTL
t89_mean	II	873169	F36H5.2	0.0012429985710469933	0.988	NA	NA	NA	NA	NA	math-27	1180779	Local eQTL
t89_mean	II	873169	F28A10.5.1	0.0010286828022132702	0.989	NA	NA	NA	NA	NA	F28A10.5	873752	Local eQTL
t89_mean	II	873169	Y22D7AR.5.1	4.0310268455114127e-4	0.992	NA	NA	NA	NA	NA	glb-30	946924	Distant eQTL
t89_mean	II	873169	C46G7.4t.1	6.114145360900051e-4	0.993	NA	NA	NA	NA	NA	pqn-22	946924	Distant eQTL
t89_mean	II	873169	K02E7.11.1	0.0014561344212880977	0.993	NA	NA	NA	NA	NA	K02E7.11	1083817	Local eQTL
t89_mean	II	873169	C52E2.6.1	8.381431637438801e-4	0.994	NA	NA	NA	NA	NA	fbxb-97	1676521	Local eQTL
t89_mean	II	873169	F53G2.12a.1	4.952997926207284e-5	0.994	NA	NA	NA	NA	NA	F53G2.12	2465819	Local eQTL
t89_mean	II	873169	T02H6.5.1	1.530791071028419e-4	0.995	NA	NA	NA	NA	NA	T02H6.5	671584	Local eQTL
t89_mean	II	873169	C06A5.8a.1	4.9876263638969835e-5	0.996	NA	NA	NA	NA	NA	C06A5.8	306200	Distant eQTL
t89_mean	II	873169	F49E12.8.1	1.851550592393414e-6	0.997	NA	NA	NA	NA	NA	F49E12.8	946924	Distant eQTL
t89_mean	II	873169	C23F12.1u.1	5.331910889625275e-6	0.999	NA	NA	NA	NA	NA	fln-2	946924	Distant eQTL
t89_mean	II	873169	C50D2.9.2	4.5388646493896347e-05	0.999	NA	NA	NA	NA	NA	C50D2.9	619371	Local eQTL
t89_mean	II	873169	F07B7.11.1	2.0850309496216567e-5	0.999	NA	NA	NA	NA	NA	his-54	209512	Distant eQTL
t89_mean	II	873169	K06C4.12.1	2.0850309496216567e-5	0.999	NA	NA	NA	NA	NA	his-22	209512	Distant eQTL
t89_mean	II	873169	K06C4.4.1	2.0850309496216567e-5	0.999	NA	NA	NA	NA	NA	his-20	209512	Distant eQTL
t89_mean	II	873169	F07B7.4.1	2.0850309496216567e-5	1	NA	NA	NA	NA	NA	his-52	209512	Distant eQTL
t89_mean	III	12671802	Y49E10.30.1	0.1318712537697805	0.005	med	0.12398786751271507	0.022668196835784943	0.27474771569501366	0.02	Y49E10.30	12393698	Local eQTL
t89_mean	III	12671802	Y49E10.30.1	0.1318712537697805	0.005	direct	-0.6133222534545831	-0.87271059108840765	-0.36173612338957933	0	Y49E10.30	12393698	Local eQTL
t89_mean	III	12671802	Y49E10.30.1	0.1318712537697805	0.005	total	-0.48933438594186807	-0.7259782921431781	-0.2488347029078634	0	Y49E10.30	12393698	Local eQTL
t89_mean	III	12671802	Y49E10.30.1	0.1318712537697805	0.005	prop_med	-0.2533806555900704	-0.6903428226922801	-0.038912998463266846	0.02	Y49E10.30	12393698	Local eQTL
t89_mean	III	12671802	Y111B2A.8a.2	0.11642586213616167	0.039	med	0.11196750310479267	0.009413067258321438	0.2334063147730159	0.032	aakg-1	12491769	Local eQTL
t89_mean	III	12671802	Y111B2A.8a.2	0.11642586213616167	0.039	direct	-0.6013018890466606	-0.8718211797005699	-0.33185170399183506	0	aakg-1	12491769	Local eQTL
t89_mean	III	12671802	Y111B2A.8a.2	0.11642586213616167	0.039	total	-0.48933438594186796	-0.7178091036528075	-0.2535295452062773	0	aakg-1	12491769	Local eQTL
t89_mean	III	12671802	Y111B2A.8a.2	0.11642586213616167	0.039	prop_med	-0.2288159310310439	-0.6178508124506922	-0.022703667035890333	0.032	aakg-1	12491769	Local eQTL
t89_mean	III	12671802	Y111B2A.19a.1	0.10422213177718247	0.046	med	0.09838783512792659	-0.009092562060032786	0.2571837515316514	0.062	spin-4	12695670	Local eQTL
t89_mean	III	12671802	Y111B2A.19a.1	0.10422213177718247	0.046	direct	-0.5877222210697943	-0.8686457754509387	-0.3198720192987677	0	spin-4	12695670	Local eQTL
t89_mean	III	12671802	Y111B2A.19a.1	0.10422213177718247	0.046	total	-0.48933438594186773	-0.7285393982640753	-0.25461632074180796	0	spin-4	12695670	Local eQTL
t89_mean	III	12671802	Y111B2A.19a.1	0.10422213177718247	0.046	prop_med	-0.20106462565174182	-0.6244175635617635	0.020591744078658138	0.062	spin-4	12695670	Local eQTL
t89_mean	III	12671802	Y49E10.26	0.09541205076538636	0.06	NA	NA	NA	NA	NA	Y49E10.26	12381429	Local eQTL
t89_mean	III	12671802	Y53F4B.20.1	0.07842209707610236	0.074	NA	NA	NA	NA	NA	Y53F4B.20	12619451	Distant eQTL
t89_mean	III	12671802	Y41C4A.32.1	0.14533289515414602	0.076	med	-0.155834764434621	-0.3567206711690205	0.05033460132613477	0.16	Y41C4A.32	11725248	Local eQTL
t89_mean	III	12671802	Y41C4A.32.1	0.14533289515414602	0.076	direct	-0.3334996215072471	-0.6120394156672516	-0.05358818565072241	0.022	Y41C4A.32	11725248	Local eQTL
t89_mean	III	12671802	Y41C4A.32.1	0.14533289515414602	0.076	total	-0.4893343859418681	-0.7138816014565182	-0.24869374039214062	0	Y41C4A.32	11725248	Local eQTL
t89_mean	III	12671802	Y41C4A.32.1	0.14533289515414602	0.076	prop_med	0.318462730009605	-0.11838386180307832	0.8424145486383505	0.16	Y41C4A.32	11725248	Local eQTL
t89_mean	III	12671802	Y111B2A.22a.1	0.08422011952086014	0.09	NA	NA	NA	NA	NA	ssl-1	12775374	Local eQTL
t89_mean	III	12671802	F55G1.2.1	0.08044591860785066	0.094	NA	NA	NA	NA	NA	his-59	12359497	Distant eQTL
t89_mean	III	12671802	T27C4.1.2	0.06297086938553893	0.095	NA	NA	NA	NA	NA	T27C4.1	13123964	Distant eQTL
t89_mean	III	12671802	Y48A6C.1	0.06651021064491923	0.1	NA	NA	NA	NA	NA	Y48A6C.1	11089532	Local eQTL
t89_mean	III	12671802	Y49E10.11b.1	0.06479510797944889	0.105	NA	NA	NA	NA	NA	tat-1	12725522	Local eQTL
t89_mean	III	12671802	W05B2.6.1	0.052633487533232104	0.111	NA	NA	NA	NA	NA	col-92	10983778	Local eQTL
