gwtrait	gwchr	gwpeak	mediator	multi_abs_est	multi_padjust	var	estimate	ci_lower	ci_upper	prob	mediator_gene	e_peak	eQTL_classification
t97_mean	II	38586	W09B6.4a.1	0.07035032789302365	0.089	NA	NA	NA	NA	NA	W09B6.4	1100367	Local eQTL
t97_mean	II	38586	K12H6.6a.2	0.07090596090595581	0.111	NA	NA	NA	NA	NA	K12H6.6	2831547	Local eQTL
t97_mean	II	38586	ZK617.1e.1	0.08374900962719378	0.117	NA	NA	NA	NA	NA	unc-22	473231	Distant eQTL
t97_mean	II	38586	Y48G9A.9b.1	0.06730921902718845	0.119	NA	NA	NA	NA	NA	Y48G9A.9	582303	Distant eQTL
t97_mean	II	38586	T10B11.7a.2	0.0505097856323809	0.123	NA	NA	NA	NA	NA	hrde-4	1186497	Distant eQTL
t97_mean	II	38586	C03H5.2.2	0.04443488842198759	0.138	NA	NA	NA	NA	NA	nstp-4	393537	Local eQTL
t97_mean	II	38586	K01A2.8c.1	0.07957330020913124	0.148	NA	NA	NA	NA	NA	mps-2	88086	Local eQTL
t97_mean	II	38586	F59H6.14.1	0.0862867026096672	0.152	NA	NA	NA	NA	NA	F59H6.14	1735066	Local eQTL
t97_mean	II	38586	F58G11.2a.1	0.04912282950827776	0.155	NA	NA	NA	NA	NA	rde-12	355941	Distant eQTL
t97_mean	II	38586	C40A11.1.1	0.04921009480707604	0.171	NA	NA	NA	NA	NA	math-18	1677238	Local eQTL
t97_mean	II	38586	C48D1.3.2	0.039239704161505976	0.176	NA	NA	NA	NA	NA	cho-1	620637	Distant eQTL
t97_mean	II	38586	C32B5.1b.1	0.10363467272488461	0.178	med	0.12588882953147632	-0.05290498934378915	0.31786539403933806	0.184	fbxc-40	3564964	Distant eQTL
t97_mean	II	38586	C32B5.1b.1	0.10363467272488461	0.178	direct	0.3567081831250156	0.030069898481309955	0.7456740149620593	0.036	fbxc-40	3564964	Distant eQTL
t97_mean	II	38586	C32B5.1b.1	0.10363467272488461	0.178	total	0.482597012656492	0.18025071473344406	0.786007155289264	0.01	fbxc-40	3564964	Distant eQTL
t97_mean	II	38586	C32B5.1b.1	0.10363467272488461	0.178	prop_med	0.2608570426876695	-0.1246218727919694	0.862081239437746	0.174	fbxc-40	3564964	Distant eQTL
t97_mean	II	38586	F54D10.2.1	0.0996286556855333	0.18	med	0.11801990550260008	-0.0609245818853078	0.3084144930142156	0.176	fbxa-24	3748259	Local eQTL
t97_mean	II	38586	F54D10.2.1	0.0996286556855333	0.18	direct	0.364577107153892	0.04712619950688455	0.7356244906396091	0.026	fbxa-24	3748259	Local eQTL
t97_mean	II	38586	F54D10.2.1	0.0996286556855333	0.18	total	0.4825970126564921	0.17839009118587446	0.8021438306482994	0.002	fbxa-24	3748259	Local eQTL
t97_mean	II	38586	F54D10.2.1	0.0996286556855333	0.18	prop_med	0.2445516702495743	-0.18342739971410893	0.8016553052144285	0.174	fbxa-24	3748259	Local eQTL
t97_mean	II	38586	K02E7.6	0.06278521882576762	0.181	NA	NA	NA	NA	NA	K02E7.6	1075610	Local eQTL
t97_mean	II	38586	W09B6.4c.1	0.03843324926772635	0.183	NA	NA	NA	NA	NA	W09B6.4	1075610	Local eQTL
t97_mean	II	38586	W05B2.5.2	0.0355647297755257	0.187	NA	NA	NA	NA	NA	col-93	1204125	Distant eQTL
t97_mean	II	38586	F17B5.1a.1	0.03583826920693799	0.203	NA	NA	NA	NA	NA	F17B5.1	9780	Distant eQTL
t97_mean	II	38586	R03H10.6.1	0.050474439449157894	0.208	NA	NA	NA	NA	NA	R03H10.6	4238589	Local eQTL
t97_mean	II	38586	F45E4.1.1	0.03653501024216432	0.216	NA	NA	NA	NA	NA	arf-1.1	473231	Distant eQTL
t97_mean	II	38586	C52E2.6.1	0.07902622907482544	0.217	NA	NA	NA	NA	NA	fbxb-97	1676521	Local eQTL
t97_mean	II	38586	F47B7.6	0.05447286600243583	0.222	NA	NA	NA	NA	NA	F47B7.6	3658886	Distant eQTL
t97_mean	II	38586	C23H3.9b.1	0.04826749603198795	0.227	NA	NA	NA	NA	NA	C23H3.9	815052	Local eQTL
t97_mean	II	38586	T28A11.21.2	0.058896080978541356	0.233	NA	NA	NA	NA	NA	fbxa-64	1488875	Distant eQTL
t97_mean	II	38586	F07B7.4.1	0.040170331927972085	0.236	NA	NA	NA	NA	NA	his-52	209512	Distant eQTL
t97_mean	II	38586	F45D11.15.1	0.04210934281522189	0.236	NA	NA	NA	NA	NA	F45D11.15	1177961	Local eQTL
t97_mean	II	38586	K02E7.9.1	0.07055962356740468	0.237	NA	NA	NA	NA	NA	btb-10	2780968	Distant eQTL
t97_mean	II	38586	F53F4.8	0.045689002186651104	0.238	NA	NA	NA	NA	NA	F53F4.8	355941	Distant eQTL
t97_mean	II	38586	Y17D7C.3	0.033134558869722046	0.238	NA	NA	NA	NA	NA	Y17D7C.3	587549	Distant eQTL
t97_mean	II	38586	W05B2.4.1	0.03877631058508861	0.251	NA	NA	NA	NA	NA	dhc-4	3564780	Distant eQTL
t97_mean	II	38586	Y66D12A.16d.1	0.060341889677964104	0.251	NA	NA	NA	NA	NA	Y66D12A.16	306200	Distant eQTL
t97_mean	II	38586	F36H5.14.2	0.0875367407086172	0.255	NA	NA	NA	NA	NA	F36H5.14	1180779	Local eQTL
t97_mean	II	38586	K06C4.4.1	0.040170331927972085	0.255	NA	NA	NA	NA	NA	his-20	209512	Distant eQTL
t97_mean	II	38586	F23F1.8b.1	0.04935845025913287	0.262	NA	NA	NA	NA	NA	rpt-4	1083817	Distant eQTL
t97_mean	II	38586	F31E8.2a.2	0.030556419946560727	0.265	NA	NA	NA	NA	NA	snt-1	946924	Distant eQTL
t97_mean	II	38586	C34C6.10.1	0.03410155656208539	0.267	NA	NA	NA	NA	NA	C34C6.10	744778	Distant eQTL
t97_mean	II	38586	T08H4.3.1	0.028551791955920867	0.27	NA	NA	NA	NA	NA	ast-1	551358	Distant eQTL
t97_mean	II	38586	C33C12.10.2	0.0603007965581616	0.271	NA	NA	NA	NA	NA	C33C12.10	2196441	Local eQTL
t97_mean	II	38586	C40A11.3.1	0.07058021099937677	0.271	NA	NA	NA	NA	NA	C40A11.3	1539480	Local eQTL
t97_mean	II	38586	F07B7.11.1	0.040170331927972085	0.271	NA	NA	NA	NA	NA	his-54	209512	Distant eQTL
t97_mean	II	38586	K02E7.10.1	0.04328030477744418	0.272	NA	NA	NA	NA	NA	K02E7.10	430587	Local eQTL
t97_mean	II	38586	C48B4.7.1	0.02602189748665103	0.273	NA	NA	NA	NA	NA	C48B4.7	485573	Distant eQTL
t97_mean	II	38586	K07B1.6b.2	0.038831552669921186	0.274	NA	NA	NA	NA	NA	tos-1	1733193	Distant eQTL
t97_mean	II	38586	F07E5.12.1	0.03755340582638193	0.278	NA	NA	NA	NA	NA	F07E5.12	1612208	Local eQTL
t97_mean	II	38586	F45D11.3	0.03435582551497101	0.278	NA	NA	NA	NA	NA	F45D11.3	1001269	Local eQTL
t97_mean	II	38586	K06C4.12.1	0.040170331927972085	0.281	NA	NA	NA	NA	NA	his-22	209512	Distant eQTL
t97_mean	II	38586	T02B5.1.1	0.030118928374739937	0.288	NA	NA	NA	NA	NA	cest-1.1	946924	Distant eQTL
t97_mean	II	38586	F45D11.2	0.03435582551497101	0.29	NA	NA	NA	NA	NA	F45D11.2	1001269	Local eQTL
t97_mean	II	38586	F59H6.12.1	0.06558044744676823	0.29	NA	NA	NA	NA	NA	btb-4	1735237	Local eQTL
t97_mean	II	38586	T13B5.6.1	0.056472726885916535	0.292	NA	NA	NA	NA	NA	lips-12	1091173	Local eQTL
t97_mean	II	38586	Y97E10AR.3.2	0.03338872504043266	0.293	NA	NA	NA	NA	NA	Y97E10AR.3	1186497	Distant eQTL
t97_mean	II	38586	F15B9.9.1	0.035107726179662034	0.294	NA	NA	NA	NA	NA	dsl-7	946924	Distant eQTL
t97_mean	II	38586	W09B6.4a.2	0.026643264755403222	0.297	NA	NA	NA	NA	NA	W09B6.4	1099580	Local eQTL
t97_mean	II	38586	F59H6.11.2	0.05552626791524186	0.298	NA	NA	NA	NA	NA	bath-5	1735237	Local eQTL
t97_mean	II	38586	R52.3	0.058599350349589525	0.299	NA	NA	NA	NA	NA	math-35	2200740	Local eQTL
t97_mean	II	38586	C18H7.2a.1	0.03277235871587633	0.303	NA	NA	NA	NA	NA	inx-18	946924	Distant eQTL
t97_mean	II	38586	C23H3.4a.1	0.02885857154027517	0.303	NA	NA	NA	NA	NA	sptl-1	376492	Local eQTL
t97_mean	II	38586	T02H6.8.1	0.07954886714481242	0.303	NA	NA	NA	NA	NA	T02H6.8	622528	Local eQTL
t97_mean	II	38586	C26B9.1a.1	0.023368080819787168	0.306	NA	NA	NA	NA	NA	C26B9.1	876138	Distant eQTL
t97_mean	II	38586	Y95B8A.1b.1	0.02582032681179919	0.306	NA	NA	NA	NA	NA	nas-30	1186497	Distant eQTL
t97_mean	II	38586	C46F9.1a.1	0.03904690466385274	0.309	NA	NA	NA	NA	NA	math-22	1611691	Local eQTL
t97_mean	II	38586	F42G2.4.1	0.056001856260434656	0.316	NA	NA	NA	NA	NA	fbxa-182	3636951	Distant eQTL
t97_mean	II	38586	F45D11.4	0.03435582551497101	0.316	NA	NA	NA	NA	NA	F45D11.4	1001269	Local eQTL
t97_mean	II	38586	C24H12.2	0.03541906831780892	0.32	NA	NA	NA	NA	NA	C24H12.2	1746993	Distant eQTL
t97_mean	II	38586	C32B5.13.1	0.08335825637421063	0.323	NA	NA	NA	NA	NA	C32B5.13	968720	Local eQTL
t97_mean	II	38586	R07C3.12	0.03279367792537675	0.328	NA	NA	NA	NA	NA	clec-44	913447	Local eQTL
t97_mean	II	38586	F59H6.15.1	0.037492585234107145	0.331	NA	NA	NA	NA	NA	F59H6.15	1664487	Local eQTL
t97_mean	II	38586	C44B7.10.2	0.026537326111068463	0.342	NA	NA	NA	NA	NA	acer-1	1186497	Distant eQTL
t97_mean	II	38586	C46F9.3.1	0.057609954564576925	0.343	NA	NA	NA	NA	NA	math-24	1161863	Local eQTL
t97_mean	II	38586	T08E11.3.1	0.087742802123667335	0.343	med	0.10647892711199353	-0.1252772257991036	0.4055018023854909	0.442	math-40	3629604	Distant eQTL
t97_mean	II	38586	T08E11.3.1	0.087742802123667335	0.343	direct	0.14830313288811545	-0.15481537337081716	0.5839372983685835	0.366	math-40	3629604	Distant eQTL
t97_mean	II	38586	T08E11.3.1	0.087742802123667335	0.343	total	0.254782060000109	-0.09680326463870435	0.7002993387251388	0.204	math-40	3629604	Distant eQTL
t97_mean	II	38586	T08E11.3.1	0.087742802123667335	0.343	prop_med	0.4179216037108263	-1.3239149243683626	1.936010945377165	NA	math-40	3629604	Distant eQTL
t97_mean	II	38586	F59H6.1.1	0.05798419296876535	0.344	NA	NA	NA	NA	NA	bath-19	1735066	Local eQTL
t97_mean	II	38586	F42G2.2b.1	0.05157856459390903	0.346	NA	NA	NA	NA	NA	F42G2.2	2429698	Local eQTL
t97_mean	II	38586	C08G5.3b	0.019389162835514985	0.353	NA	NA	NA	NA	NA	C08G5.3	1242460	Local eQTL
t97_mean	II	38586	F53G2.4a.1	0.038138372302113616	0.353	NA	NA	NA	NA	NA	pqn-42	2455611	Local eQTL
t97_mean	II	38586	F28A10.5.1	0.04799912497596863	0.356	NA	NA	NA	NA	NA	F28A10.5	873752	Local eQTL
t97_mean	II	38586	F25B4.3	0.02579549852872538	0.362	NA	NA	NA	NA	NA	F25B4.3	877182	Distant eQTL
t97_mean	II	38586	Y108F1.3	0.04221731667469952	0.364	NA	NA	NA	NA	NA	set-33	630616	Distant eQTL
t97_mean	II	38586	F57C2.2.1	0.017550217547667123	0.369	NA	NA	NA	NA	NA	btb-19	546631	Distant eQTL
t97_mean	II	38586	K09E3.4	0.044737976699815586	0.377	NA	NA	NA	NA	NA	K09E3.4	2208261	Distant eQTL
t97_mean	II	38586	F46F5.15a.1	0.042020649312651384	0.378	NA	NA	NA	NA	NA	F46F5.15	799753	Local eQTL
t97_mean	II	38586	T28A11.2.2	0.038689307686917335	0.378	NA	NA	NA	NA	NA	T28A11.2	925034	Distant eQTL
t97_mean	II	38586	F07E5.8.1	0.04325682101345522	0.38	NA	NA	NA	NA	NA	F07E5.8	2180709	Local eQTL
t97_mean	II	38586	C08F1.1	0.047241491752558123	0.383	NA	NA	NA	NA	NA	math-2	1739882	Local eQTL
t97_mean	II	38586	T02H6.9.1	0.04456442064237615	0.386	NA	NA	NA	NA	NA	T02H6.9	1000891	Local eQTL
t97_mean	II	38586	B0491.8b.1	0.024539988484093472	0.387	NA	NA	NA	NA	NA	clh-2	946924	Distant eQTL
t97_mean	II	38586	C08E3.11	0.017677422312406692	0.397	NA	NA	NA	NA	NA	fbxa-159	2181630	Local eQTL
t97_mean	II	38586	C54F6.13b.1	0.029982280143812375	0.397	NA	NA	NA	NA	NA	nhx-3	1186497	Distant eQTL
t97_mean	II	38586	M01D1.3.1	0.037165877394534606	0.397	NA	NA	NA	NA	NA	btb-11	1075882	Local eQTL
t97_mean	II	38586	C17H1.7.1	0.01604864225523446	0.398	NA	NA	NA	NA	NA	pals-6	946924	Distant eQTL
t97_mean	II	38586	F58E1.13.1	0.01579026958327722	0.409	NA	NA	NA	NA	NA	F58E1.13	2111466	Local eQTL
t97_mean	II	38586	Y105C5A.9b.1	0.021394151620722848	0.412	NA	NA	NA	NA	NA	Y105C5A.9	2063402	Distant eQTL
t97_mean	II	38586	B0403.5.1	0.023239475046813025	0.413	NA	NA	NA	NA	NA	B0403.5	946924	Distant eQTL
t97_mean	II	38586	C40A11.2.2	0.023612497252484134	0.414	NA	NA	NA	NA	NA	C40A11.2	1730486	Local eQTL
t97_mean	II	38586	EGAP9.2.1	0.017742411914251306	0.415	NA	NA	NA	NA	NA	fut-2	946924	Distant eQTL
t97_mean	II	38586	T10B5.10a.1	0.013625779356582213	0.415	NA	NA	NA	NA	NA	T10B5.10	946924	Distant eQTL
t97_mean	II	38586	D2062.7.1	0.030892232992034772	0.417	NA	NA	NA	NA	NA	msrp-5	2626577	Local eQTL
t97_mean	II	38586	F59H6.11.1	0.0856507721583188	0.417	NA	NA	NA	NA	NA	bath-5	1736605	Local eQTL
t97_mean	II	38586	Y51H7C.5.1	0.015664647653504237	0.419	NA	NA	NA	NA	NA	alkb-1	1469143	Local eQTL
t97_mean	II	38586	R09F10.7.1	0.016095477229265166	0.422	NA	NA	NA	NA	NA	pqn-57	946924	Distant eQTL
t97_mean	II	38586	F32D8.7b.1	0.012950158702814026	0.423	NA	NA	NA	NA	NA	F32D8.7	1186497	Distant eQTL
t97_mean	II	38586	F45E4.3c.1	0.016372286053743985	0.424	NA	NA	NA	NA	NA	cla-1	946924	Distant eQTL
t97_mean	II	38586	C54D10.14a.1	0.016519616800035802	0.426	NA	NA	NA	NA	NA	pals-37	630902	Distant eQTL
t97_mean	II	38586	C32C4.1e.1	0.015088492509972084	0.427	NA	NA	NA	NA	NA	kvs-2	946924	Distant eQTL
t97_mean	II	38586	C46G7.4t.1	0.02468122828960634	0.428	NA	NA	NA	NA	NA	pqn-22	946924	Distant eQTL
t97_mean	II	38586	F59H6.9.1	0.03402205812325902	0.43	NA	NA	NA	NA	NA	bath-1	1735066	Local eQTL
t97_mean	II	38586	T28A11.25.1	0.03034031134600422	0.431	NA	NA	NA	NA	NA	T28A11.25	925034	Distant eQTL
t97_mean	II	38586	Y69H2.3d.1	0.031679202460134205	0.431	NA	NA	NA	NA	NA	Y69H2.3	587549	Distant eQTL
t97_mean	II	38586	Y59C2A.3.1	0.01602957394359605	0.433	NA	NA	NA	NA	NA	Y59C2A.3	2214312	Local eQTL
t97_mean	II	38586	F55C10.2.1	0.019518282790381255	0.434	NA	NA	NA	NA	NA	col-154	1146328	Distant eQTL
t97_mean	II	38586	C23H3.9b.2	0.026027333380204052	0.436	NA	NA	NA	NA	NA	C23H3.9	88086	Local eQTL
t97_mean	II	38586	F32D8.1.1	0.01386970606383033	0.437	NA	NA	NA	NA	NA	F32D8.1	946924	Distant eQTL
t97_mean	II	38586	T26F2.3.1	0.016037073763325298	0.437	NA	NA	NA	NA	NA	eol-1	715409	Distant eQTL
t97_mean	II	38586	H29C22.1.2	0.025894931381574775	0.439	NA	NA	NA	NA	NA	H29C22.1	1186497	Distant eQTL
t97_mean	II	38586	K07E8.7a.1	0.016918054451849848	0.441	NA	NA	NA	NA	NA	K07E8.7	648653	Local eQTL
t97_mean	II	38586	B0399.1b.2	0.017118462030697855	0.442	NA	NA	NA	NA	NA	kcnl-1	1186497	Distant eQTL
t97_mean	II	38586	Y69H2.3a.1	0.02476853074652771	0.449	NA	NA	NA	NA	NA	Y69H2.3	587549	Distant eQTL
t97_mean	II	38586	C16C4.18.2	0.04559143038318862	0.45	NA	NA	NA	NA	NA	C16C4.18	1676521	Local eQTL
t97_mean	II	38586	R11G1.1.1	0.01284217038859037	0.45	NA	NA	NA	NA	NA	R11G1.1	541722	Distant eQTL
t97_mean	II	38586	W10D9.3a.1	0.03355109640805555	0.455	NA	NA	NA	NA	NA	W10D9.3	333781	Local eQTL
t97_mean	II	38586	C33C12.12.1	0.020205044024997038	0.456	NA	NA	NA	NA	NA	C33C12.12	2196511	Local eQTL
t97_mean	II	38586	F26B1.4.1	0.0162081133118193	0.456	NA	NA	NA	NA	NA	col-58	946924	Distant eQTL
t97_mean	II	38586	ZC317.3.1	0.012498083546477889	0.459	NA	NA	NA	NA	NA	glc-3	946924	Distant eQTL
t97_mean	II	38586	F36H5.2	0.07660411391698671	0.461	NA	NA	NA	NA	NA	math-27	1180779	Local eQTL
t97_mean	II	38586	C40D2.2.2	0.034455595174805884	0.468	NA	NA	NA	NA	NA	math-20	1510086	Local eQTL
t97_mean	II	38586	T02C12.4	0.013185945553920298	0.472	NA	NA	NA	NA	NA	T02C12.4	1186497	Distant eQTL
t97_mean	II	38586	C35A5.2.1	0.011563467125061885	0.474	NA	NA	NA	NA	NA	ugt-33	946924	Distant eQTL
t97_mean	II	38586	F59H6.3	0.029301734727512137	0.475	NA	NA	NA	NA	NA	F59H6.3	1735066	Local eQTL
t97_mean	II	38586	ZC204.14.1	0.030438011192534767	0.486	NA	NA	NA	NA	NA	ZC204.14	1611691	Local eQTL
t97_mean	II	38586	C52E2.5.1	0.039404431880294966	0.488	NA	NA	NA	NA	NA	C52E2.5	1611691	Local eQTL
t97_mean	II	38586	B0047.2	0.01670041090994964	0.489	NA	NA	NA	NA	NA	btb-3	1677238	Local eQTL
t97_mean	II	38586	F43C11.7.1	0.04468899950082899	0.49	NA	NA	NA	NA	NA	F43C11.7	2216946	Local eQTL
t97_mean	II	38586	T04B8.6	0.05788647062052321	0.492	NA	NA	NA	NA	NA	T04B8.6	637302	Local eQTL
t97_mean	II	38586	W10D9.5a.2	0.07219555649165224	0.495	NA	NA	NA	NA	NA	tomm-22	456592	Local eQTL
t97_mean	II	38586	F57C12.1.1	0.024702208669959296	0.5	NA	NA	NA	NA	NA	nas-38	946924	Distant eQTL
t97_mean	II	38586	F59H6.10.2	0.06416715367708535	0.503	NA	NA	NA	NA	NA	bath-3	2181630	Local eQTL
t97_mean	II	38586	C37C3.6a.1	0.01022269848371089	0.508	NA	NA	NA	NA	NA	mig-6	209512	Distant eQTL
t97_mean	II	38586	F54E4.1a.1	0.020975283617975	0.51	NA	NA	NA	NA	NA	rbc-1	913447	Distant eQTL
t97_mean	II	38586	T13B5.8a.1	0.02176253993295089	0.511	NA	NA	NA	NA	NA	sut-1	1132552	Local eQTL
t97_mean	II	38586	F45D11.14.1	0.031267750379400765	0.512	NA	NA	NA	NA	NA	F45D11.14	1177961	Local eQTL
t97_mean	II	38586	F52C6.8.1	0.016140548287874135	0.512	NA	NA	NA	NA	NA	bath-4	2207835	Local eQTL
t97_mean	II	38586	F47F6.9a.1	0.01238044000324977	0.513	NA	NA	NA	NA	NA	clpr-2	1392737	Local eQTL
t97_mean	II	38586	T27A1.2b.1	0.05515354485638639	0.513	NA	NA	NA	NA	NA	T27A1.2	520214	Local eQTL
t97_mean	II	38586	D1007.16.2	0.01316995227640638	0.517	NA	NA	NA	NA	NA	eaf-1	1186497	Distant eQTL
t97_mean	II	38586	K02E7.11.1	0.04489686220535038	0.518	NA	NA	NA	NA	NA	K02E7.11	1083817	Local eQTL
t97_mean	II	38586	Y51H7C.15	0.017066244356855755	0.519	NA	NA	NA	NA	NA	Y51H7C.15	1462989	Local eQTL
t97_mean	II	38586	F52C6.7	0.020474595222234795	0.524	NA	NA	NA	NA	NA	bath-11	2724907	Local eQTL
t97_mean	II	38586	K02E7.4.1	0.04304693569950246	0.525	NA	NA	NA	NA	NA	K02E7.4	902093	Local eQTL
t97_mean	II	38586	T21C9.9.1	0.017855549045330613	0.526	NA	NA	NA	NA	NA	T21C9.9	1186497	Distant eQTL
t97_mean	II	38586	ZK563.1.1	0.01753096244319571	0.531	NA	NA	NA	NA	NA	slcf-2	946924	Distant eQTL
t97_mean	II	38586	Y57G11C.20.1	0.016588293204766617	0.532	NA	NA	NA	NA	NA	Y57G11C.20	2458227	Distant eQTL
t97_mean	II	38586	W04H10.6a.1	0.022574258653062288	0.534	NA	NA	NA	NA	NA	W04H10.6	619041	Local eQTL
t97_mean	II	38586	T07D3.6	0.014482318974808485	0.536	NA	NA	NA	NA	NA	T07D3.6	902093	Local eQTL
t97_mean	II	38586	F46F5.1b.1	0.024869935655393867	0.54	NA	NA	NA	NA	NA	F46F5.1	749717	Local eQTL
t97_mean	II	38586	T09B4.2.1	0.009364315284969676	0.542	NA	NA	NA	NA	NA	T09B4.2	1186497	Distant eQTL
t97_mean	II	38586	Y51H1A.3b.1	0.016789090374844908	0.544	NA	NA	NA	NA	NA	Y51H1A.3	546631	Distant eQTL
t97_mean	II	38586	F45D11.8	0.014138791130231098	0.547	NA	NA	NA	NA	NA	fbxb-28	980171	Local eQTL
t97_mean	II	38586	M03E7.2.1	0.015317451438328402	0.552	NA	NA	NA	NA	NA	M03E7.2	946924	Distant eQTL
t97_mean	II	38586	ZK250.6.1	0.049028334647479646	0.552	NA	NA	NA	NA	NA	math-48	1468125	Local eQTL
t97_mean	II	38586	C41H7.3.1	0.025007196242116433	0.555	NA	NA	NA	NA	NA	lido-12	2701077	Local eQTL
t97_mean	II	38586	C08F1.4b.1	0.05593584848318325	0.56	NA	NA	NA	NA	NA	math-3	1180779	Local eQTL
t97_mean	II	38586	C41H7.4.1	0.03353016152145576	0.563	NA	NA	NA	NA	NA	lido-11	2701077	Local eQTL
t97_mean	II	38586	Y105C5A.9a.1	0.033834623846395455	0.565	NA	NA	NA	NA	NA	Y105C5A.9	1177776	Distant eQTL
t97_mean	II	38586	F38B6.5a.1	0.02074144229007607	0.566	NA	NA	NA	NA	NA	col-172	946924	Distant eQTL
t97_mean	II	38586	T06C12.5	0.006586787978124488	0.568	NA	NA	NA	NA	NA	fbxa-198	1156235	Distant eQTL
t97_mean	II	38586	Y51A2D.14.2	0.0176417453349681	0.57	NA	NA	NA	NA	NA	txt-14	2180709	Distant eQTL
t97_mean	II	38586	Y6D1A.2.1	0.010496392446972215	0.571	NA	NA	NA	NA	NA	Y6D1A.2	946924	Distant eQTL
t97_mean	II	38586	F36A4.6.1	0.017835509951598872	0.573	NA	NA	NA	NA	NA	col-33	1186497	Distant eQTL
t97_mean	II	38586	F36H5.1.1	0.048621301358471085	0.573	NA	NA	NA	NA	NA	math-26	1678404	Local eQTL
t97_mean	II	38586	Y54G2A.4.1	0.010549870868997765	0.576	NA	NA	NA	NA	NA	samt-1	946924	Distant eQTL
t97_mean	II	38586	Y73B3A.13	0.0079535336410722	0.579	NA	NA	NA	NA	NA	Y73B3A.13	546631	Distant eQTL
t97_mean	II	38586	T27D1.3.1	0.025603323600883025	0.582	NA	NA	NA	NA	NA	npr-15	630931	Distant eQTL
