Plate Number,Genotype,Well Number,Lifespan Estimate (Days),Healthspan Estimate (Days),Activity Type,Time Point (Days),Activity
2,JU258,1,11,8,-1,25,1
2,JU258,1,11,8,-1,25.5,0
2,JU258,1,11,8,-1,26,0
2,JU258,1,11,8,-1,26.5,0
2,JU258,1,11,8,-1,27,0
2,JU258,1,11,8,-1,27.5,0
2,JU258,1,11,8,-1,28,0
2,JU258,1,11,8,-1,28.5,0
2,JU258,1,11,8,-1,29,0
2,JU258,1,11,8,-2,1.5,31
2,JU258,1,11,8,-2,2,161
2,JU258,1,11,8,-2,2.5,120
2,JU258,1,11,8,-2,3,246
2,JU258,1,11,8,-2,3.5,313
2,JU258,1,11,8,-2,4,367
2,JU258,1,11,8,-2,4.5,510
2,JU258,1,11,8,-2,5,570
2,JU258,1,11,8,-2,5.5,436
2,JU258,1,11,8,-2,6,223
2,JU258,1,11,8,-2,6.5,379
2,JU258,1,11,8,-2,7,196
2,JU258,1,11,8,-2,7.5,341
2,JU258,1,11,8,-2,8,110
2,JU258,1,11,8,-2,8.5,109
2,JU258,1,11,8,-2,9,146
2,JU258,1,11,8,-2,9.5,77
2,JU258,1,11,8,-2,10,55
2,JU258,1,11,8,-2,10.5,53
2,JU258,1,11,8,-2,11,9
2,JU258,1,11,8,-2,11.5,1
2,JU258,1,11,8,-2,12,1
2,JU258,1,11,8,-2,12.5,0
2,JU258,1,11,8,-2,13,5
2,JU258,1,11,8,-2,13.5,12
2,JU258,1,11,8,-2,14,0
2,JU258,1,11,8,-2,14.5,0
2,JU258,1,11,8,-2,15,0
2,JU258,1,11,8,-2,15.5,0
2,JU258,1,11,8,-2,16,0
2,JU258,1,11,8,-2,16.5,0
2,JU258,1,11,8,-2,17,0
2,JU258,1,11,8,-2,17.5,0
2,JU258,1,11,8,-2,18,0
2,JU258,1,11,8,-2,18.5,0
2,JU258,1,11,8,-2,19,0
2,JU258,1,11,8,-2,19.5,0
2,JU258,1,11,8,-2,20,0
2,JU258,1,11,8,-2,20.5,0
2,JU258,1,11,8,-2,24,0
2,JU258,1,11,8,-2,24.5,0
2,JU258,1,11,8,-2,25,0
2,JU258,1,11,8,-2,25.5,0
2,JU258,1,11,8,-2,26,0
2,JU258,1,11,8,-2,26.5,0
2,JU258,1,11,8,-2,27,0
2,JU258,1,11,8,-2,27.5,0
2,JU258,1,11,8,-2,28,0
2,JU258,1,11,8,-2,28.5,0
2,JU258,1,11,8,-2,29,0
2,JU258,2,14,10.5,-1,1.5,7
2,JU258,2,14,10.5,-1,2,20
2,JU258,2,14,10.5,-1,2.5,36
2,JU258,2,14,10.5,-1,3,12
2,JU258,2,14,10.5,-1,3.5,60
2,JU258,2,14,10.5,-1,4,127
2,JU258,2,14,10.5,-1,4.5,91
2,JU258,2,14,10.5,-1,5,245
2,JU258,2,14,10.5,-1,5.5,153
2,JU258,2,14,10.5,-1,6,414
2,JU258,2,14,10.5,-1,6.5,152
2,JU258,2,14,10.5,-1,7,311
2,JU258,2,14,10.5,-1,7.5,192
2,JU258,2,14,10.5,-1,8,222
2,JU258,2,14,10.5,-1,8.5,186
2,JU258,2,14,10.5,-1,9,159
2,JU258,2,14,10.5,-1,9.5,70
2,JU258,2,14,10.5,-1,10,77
2,JU258,2,14,10.5,-1,10.5,73
2,JU258,2,14,10.5,-1,11,90
2,JU258,2,14,10.5,-1,11.5,35
2,JU258,2,14,10.5,-1,12,57
2,JU258,2,14,10.5,-1,12.5,81
2,JU258,2,14,10.5,-1,13,31
2,JU258,2,14,10.5,-1,13.5,7
2,JU258,2,14,10.5,-1,14,79
2,JU258,2,14,10.5,-1,14.5,2
2,JU258,2,14,10.5,-1,15,7
2,JU258,2,14,10.5,-1,15.5,1
2,JU258,2,14,10.5,-1,16,1
2,JU258,2,14,10.5,-1,16.5,0
2,JU258,2,14,10.5,-1,17,1
2,JU258,2,14,10.5,-1,17.5,0
2,JU258,2,14,10.5,-1,18,0
2,JU258,2,14,10.5,-1,18.5,0
2,JU258,2,14,10.5,-1,19,0
2,JU258,2,14,10.5,-1,19.5,0
2,JU258,2,14,10.5,-1,20,0
2,JU258,2,14,10.5,-1,20.5,0
2,JU258,2,14,10.5,-1,24,0
2,JU258,2,14,10.5,-1,24.5,1
2,JU258,2,14,10.5,-1,25,1
2,JU258,2,14,10.5,-1,25.5,0
2,JU258,2,14,10.5,-1,26,0
2,JU258,2,14,10.5,-1,26.5,0
2,JU258,2,14,10.5,-1,27,0
2,JU258,2,14,10.5,-1,27.5,0
2,JU258,2,14,10.5,-1,28,0
2,JU258,2,14,10.5,-1,28.5,0
2,JU258,2,14,10.5,-1,29,0
2,JU258,2,14,10.5,-2,1.5,7
2,JU258,2,14,10.5,-2,2,3
2,JU258,2,14,10.5,-2,2.5,4
2,JU258,2,14,10.5,-2,3,4
2,JU258,2,14,10.5,-2,3.5,21
2,JU258,2,14,10.5,-2,4,35
2,JU258,2,14,10.5,-2,4.5,131
2,JU258,2,14,10.5,-2,5,58
2,JU258,2,14,10.5,-2,5.5,138
2,JU258,2,14,10.5,-2,6,104
2,JU258,2,14,10.5,-2,6.5,66
2,JU258,2,14,10.5,-2,7,167
2,JU258,2,14,10.5,-2,7.5,120
2,JU258,2,14,10.5,-2,8,124
2,JU258,2,14,10.5,-2,8.5,143
2,JU258,2,14,10.5,-2,9,36
2,JU258,2,14,10.5,-2,9.5,44
2,JU258,2,14,10.5,-2,10,57
2,JU258,2,14,10.5,-2,10.5,10
2,JU258,2,14,10.5,-2,11,109
2,JU258,2,14,10.5,-2,11.5,1
2,JU258,2,14,10.5,-2,12,22
2,JU258,2,14,10.5,-2,12.5,40
2,JU258,2,14,10.5,-2,13,45
2,JU258,2,14,10.5,-2,13.5,1
2,JU258,2,14,10.5,-2,14,8
2,JU258,2,14,10.5,-2,14.5,6
2,JU258,2,14,10.5,-2,15,0
2,JU258,2,14,10.5,-2,15.5,0
2,JU258,2,14,10.5,-2,16,0
2,JU258,2,14,10.5,-2,16.5,1
2,JU258,2,14,10.5,-2,17,0
2,JU258,2,14,10.5,-2,17.5,0
2,JU258,2,14,10.5,-2,18,0
2,JU258,2,14,10.5,-2,18.5,0
2,JU258,2,14,10.5,-2,19,1
2,JU258,2,14,10.5,-2,19.5,0
2,JU258,2,14,10.5,-2,20,0
2,JU258,2,14,10.5,-2,20.5,0
2,JU258,2,14,10.5,-2,24,0
2,JU258,2,14,10.5,-2,24.5,0
2,JU258,2,14,10.5,-2,25,0
2,JU258,2,14,10.5,-2,25.5,0
2,JU258,2,14,10.5,-2,26,0
2,JU258,2,14,10.5,-2,26.5,0
2,JU258,2,14,10.5,-2,27,0
2,JU258,2,14,10.5,-2,27.5,0
2,JU258,2,14,10.5,-2,28,0
2,JU258,2,14,10.5,-2,28.5,0
2,JU258,2,14,10.5,-2,29,0
2,LKC34,1,12,9,-1,1.5,16
2,LKC34,1,12,9,-1,2,318
2,LKC34,1,12,9,-1,2.5,422
2,LKC34,1,12,9,-1,3,81
2,LKC34,1,12,9,-1,3.5,224
2,LKC34,1,12,9,-1,4,213
2,LKC34,1,12,9,-1,4.5,212
2,LKC34,1,12,9,-1,5,285
2,LKC34,1,12,9,-1,5.5,92
2,LKC34,1,12,9,-1,6,112
2,LKC34,1,12,9,-1,6.5,139
2,LKC34,1,12,9,-1,7,107
2,LKC34,1,12,9,-1,7.5,206
2,LKC34,1,12,9,-1,8,227
2,LKC34,1,12,9,-1,8.5,70
2,LKC34,1,12,9,-1,9,116
2,LKC34,1,12,9,-1,9.5,91
2,LKC34,1,12,9,-1,10,22
2,LKC34,1,12,9,-1,10.5,97
2,LKC34,1,12,9,-1,11,104
2,LKC34,1,12,9,-1,11.5,20
2,LKC34,1,12,9,-1,12,17
2,LKC34,1,12,9,-1,12.5,3
2,LKC34,1,12,9,-1,13,10
2,LKC34,1,12,9,-1,13.5,1
2,LKC34,1,12,9,-1,14,0
2,LKC34,1,12,9,-1,14.5,2
2,LKC34,1,12,9,-1,15,3
2,LKC34,1,12,9,-1,15.5,6
2,LKC34,1,12,9,-1,16,3
2,LKC34,1,12,9,-1,16.5,1
2,LKC34,1,12,9,-1,17,1
2,LKC34,1,12,9,-1,17.5,0
2,LKC34,1,12,9,-1,18,0
2,LKC34,1,12,9,-1,18.5,0
2,LKC34,1,12,9,-1,19,1
2,LKC34,1,12,9,-1,19.5,1
2,LKC34,1,12,9,-1,20,0
2,LKC34,1,12,9,-1,20.5,0
2,LKC34,1,12,9,-1,24,0
2,LKC34,1,12,9,-1,24.5,0
2,LKC34,1,12,9,-1,25,0
2,LKC34,1,12,9,-1,25.5,0
2,LKC34,1,12,9,-1,26,0
2,LKC34,1,12,9,-1,26.5,0
2,LKC34,1,12,9,-1,27,0
2,LKC34,1,12,9,-1,27.5,0
2,LKC34,1,12,9,-1,28,0
2,LKC34,1,12,9,-1,28.5,0
2,LKC34,1,12,9,-1,29,0
2,LKC34,1,12,9,-2,1.5,60
2,LKC34,1,12,9,-2,2,148
2,LKC34,1,12,9,-2,2.5,453
2,LKC34,1,12,9,-2,3,114
2,LKC34,1,12,9,-2,3.5,152
2,LKC34,1,12,9,-2,4,325
2,LKC34,1,12,9,-2,4.5,280
2,LKC34,1,12,9,-2,5,304
2,LKC34,1,12,9,-2,5.5,187
2,LKC34,1,12,9,-2,6,76
2,LKC34,1,12,9,-2,6.5,71
2,LKC34,1,12,9,-2,7,128
2,LKC34,1,12,9,-2,7.5,147
2,LKC34,1,12,9,-2,8,162
2,LKC34,1,12,9,-2,8.5,103
2,LKC34,1,12,9,-2,9,114
2,LKC34,1,12,9,-2,9.5,29
2,LKC34,1,12,9,-2,10,22
2,LKC34,1,12,9,-2,10.5,90
2,LKC34,1,12,9,-2,11,33
2,LKC34,1,12,9,-2,11.5,6
2,LKC34,1,12,9,-2,12,4
2,LKC34,1,12,9,-2,12.5,1
2,LKC34,1,12,9,-2,13,0
2,LKC34,1,12,9,-2,13.5,3
2,LKC34,1,12,9,-2,14,0
2,LKC34,1,12,9,-2,14.5,0
2,LKC34,1,12,9,-2,15,1
2,LKC34,1,12,9,-2,15.5,7
2,LKC34,1,12,9,-2,16,1
2,LKC34,1,12,9,-2,16.5,0
2,LKC34,1,12,9,-2,17,0
2,LKC34,1,12,9,-2,17.5,0
2,LKC34,1,12,9,-2,18,0
2,LKC34,1,12,9,-2,18.5,0
2,LKC34,1,12,9,-2,19,0
2,LKC34,1,12,9,-2,19.5,0
2,LKC34,1,12,9,-2,20,0
2,LKC34,1,12,9,-2,20.5,0
2,LKC34,1,12,9,-2,24,0
2,LKC34,1,12,9,-2,24.5,0
2,LKC34,1,12,9,-2,25,0
2,LKC34,1,12,9,-2,25.5,0
2,LKC34,1,12,9,-2,26,0
2,LKC34,1,12,9,-2,26.5,0
2,LKC34,1,12,9,-2,27,0
2,LKC34,1,12,9,-2,27.5,0
2,LKC34,1,12,9,-2,28,0
2,LKC34,1,12,9,-2,28.5,0
2,LKC34,1,12,9,-2,29,0
2,LKC34,2,14.5,10,-1,1.5,34
2,LKC34,2,14.5,10,-1,2,144
2,LKC34,2,14.5,10,-1,2.5,71
2,LKC34,2,14.5,10,-1,3,72
2,LKC34,2,14.5,10,-1,3.5,240
2,LKC34,2,14.5,10,-1,4,106
2,LKC34,2,14.5,10,-1,4.5,516
2,LKC34,2,14.5,10,-1,5,285
2,LKC34,2,14.5,10,-1,5.5,538
2,LKC34,2,14.5,10,-1,6,428
2,LKC34,2,14.5,10,-1,6.5,563
2,LKC34,2,14.5,10,-1,7,622
2,LKC34,2,14.5,10,-1,7.5,593
2,LKC34,2,14.5,10,-1,8,402
2,LKC34,2,14.5,10,-1,8.5,172
2,LKC34,2,14.5,10,-1,9,447
2,LKC34,2,14.5,10,-1,9.5,338
2,LKC34,2,14.5,10,-1,10,131
2,LKC34,2,14.5,10,-1,10.5,439
2,LKC34,2,14.5,10,-1,11,143
2,LKC34,2,14.5,10,-1,11.5,75
2,LKC34,2,14.5,10,-1,12,43
2,LKC34,2,14.5,10,-1,12.5,13
2,LKC34,2,14.5,10,-1,13,64
2,LKC34,2,14.5,10,-1,13.5,6
2,LKC34,2,14.5,10,-1,14,31
2,LKC34,2,14.5,10,-1,14.5,22
2,LKC34,2,14.5,10,-1,15,15
2,LKC34,2,14.5,10,-1,15.5,20
2,LKC34,2,14.5,10,-1,16,16
2,LKC34,2,14.5,10,-1,16.5,1
2,LKC34,2,14.5,10,-1,17,1
2,LKC34,2,14.5,10,-1,17.5,0
2,LKC34,2,14.5,10,-1,18,1
2,LKC34,2,14.5,10,-1,18.5,4
2,LKC34,2,14.5,10,-1,19,1
2,LKC34,2,14.5,10,-1,19.5,1
2,LKC34,2,14.5,10,-1,20,0
2,LKC34,2,14.5,10,-1,20.5,0
2,LKC34,2,14.5,10,-1,24,0
2,LKC34,2,14.5,10,-1,24.5,2
2,LKC34,2,14.5,10,-1,25,0
2,LKC34,2,14.5,10,-1,25.5,0
2,LKC34,2,14.5,10,-1,26,0
2,LKC34,2,14.5,10,-1,26.5,0
2,LKC34,2,14.5,10,-1,27,0
2,LKC34,2,14.5,10,-1,27.5,0
2,LKC34,2,14.5,10,-1,28,0
2,LKC34,2,14.5,10,-1,28.5,0
2,LKC34,2,14.5,10,-1,29,0
2,LKC34,2,14.5,10,-2,1.5,0
2,LKC34,2,14.5,10,-2,2,5
2,LKC34,2,14.5,10,-2,2.5,157
2,LKC34,2,14.5,10,-2,3,130
2,LKC34,2,14.5,10,-2,3.5,254
2,LKC34,2,14.5,10,-2,4,135
2,LKC34,2,14.5,10,-2,4.5,311
2,LKC34,2,14.5,10,-2,5,343
2,LKC34,2,14.5,10,-2,5.5,482
2,LKC34,2,14.5,10,-2,6,291
2,LKC34,2,14.5,10,-2,6.5,470
2,LKC34,2,14.5,10,-2,7,272
2,LKC34,2,14.5,10,-2,7.5,351
2,LKC34,2,14.5,10,-2,8,276
2,LKC34,2,14.5,10,-2,8.5,116
2,LKC34,2,14.5,10,-2,9,250
2,LKC34,2,14.5,10,-2,9.5,263
2,LKC34,2,14.5,10,-2,10,83
2,LKC34,2,14.5,10,-2,10.5,439
2,LKC34,2,14.5,10,-2,11,85
2,LKC34,2,14.5,10,-2,11.5,28
2,LKC34,2,14.5,10,-2,12,10
2,LKC34,2,14.5,10,-2,12.5,18
2,LKC34,2,14.5,10,-2,13,59
2,LKC34,2,14.5,10,-2,13.5,1
2,LKC34,2,14.5,10,-2,14,19
2,LKC34,2,14.5,10,-2,14.5,72
2,LKC34,2,14.5,10,-2,15,4
2,LKC34,2,14.5,10,-2,15.5,1
2,LKC34,2,14.5,10,-2,16,17
2,LKC34,2,14.5,10,-2,16.5,0
2,LKC34,2,14.5,10,-2,17,0
2,LKC34,2,14.5,10,-2,17.5,0
2,LKC34,2,14.5,10,-2,18,4
2,LKC34,2,14.5,10,-2,18.5,1
2,LKC34,2,14.5,10,-2,19,0
2,LKC34,2,14.5,10,-2,19.5,0
2,LKC34,2,14.5,10,-2,20,0
2,LKC34,2,14.5,10,-2,20.5,0
2,LKC34,2,14.5,10,-2,24,0
2,LKC34,2,14.5,10,-2,24.5,0
2,LKC34,2,14.5,10,-2,25,0
2,LKC34,2,14.5,10,-2,25.5,0
2,LKC34,2,14.5,10,-2,26,0
2,LKC34,2,14.5,10,-2,26.5,0
2,LKC34,2,14.5,10,-2,27,0
2,LKC34,2,14.5,10,-2,27.5,0
2,LKC34,2,14.5,10,-2,28,0
2,LKC34,2,14.5,10,-2,28.5,0
2,LKC34,2,14.5,10,-2,29,0
2,DL238,1,12,9,-1,1.5,80
2,DL238,1,12,9,-1,2,86
2,DL238,1,12,9,-1,2.5,44
2,DL238,1,12,9,-1,3,246
2,DL238,1,12,9,-1,3.5,756
2,DL238,1,12,9,-1,4,1101
2,DL238,1,12,9,-1,4.5,1668
2,DL238,1,12,9,-1,5,3191
2,DL238,1,12,9,-1,5.5,1647
2,DL238,1,12,9,-1,6,2397
2,DL238,1,12,9,-1,6.5,2306
2,DL238,1,12,9,-1,7,3124
2,DL238,1,12,9,-1,7.5,2304
2,DL238,1,12,9,-1,8,2425
2,DL238,1,12,9,-1,8.5,1266
2,DL238,1,12,9,-1,9,1664
2,DL238,1,12,9,-1,9.5,1491
2,DL238,1,12,9,-1,10,806
2,DL238,1,12,9,-1,10.5,821
2,DL238,1,12,9,-1,11,254
2,DL238,1,12,9,-1,11.5,94
2,DL238,1,12,9,-1,12,146
2,DL238,1,12,9,-1,12.5,24
2,DL238,1,12,9,-1,13,28
2,DL238,1,12,9,-1,13.5,12
2,DL238,1,12,9,-1,14,63
2,DL238,1,12,9,-1,14.5,52
2,DL238,1,12,9,-1,15,6
2,DL238,1,12,9,-1,15.5,1
2,DL238,1,12,9,-1,16,7
2,DL238,1,12,9,-1,16.5,0
2,DL238,1,12,9,-1,17,4
2,DL238,1,12,9,-1,17.5,6
2,DL238,1,12,9,-1,18,3
2,DL238,1,12,9,-1,18.5,11
2,DL238,1,12,9,-1,19,10
2,DL238,1,12,9,-1,19.5,0
2,DL238,1,12,9,-1,20,0
2,DL238,1,12,9,-1,20.5,0
2,DL238,1,12,9,-1,24,0
2,DL238,1,12,9,-1,24.5,0
2,DL238,1,12,9,-1,25,0
2,DL238,1,12,9,-1,25.5,0
2,DL238,1,12,9,-1,26,0
2,DL238,1,12,9,-1,26.5,0
2,DL238,1,12,9,-1,27,0
2,DL238,1,12,9,-1,27.5,0
2,DL238,1,12,9,-1,28,0
2,DL238,1,12,9,-1,28.5,0
2,DL238,1,12,9,-1,29,0
2,DL238,1,12,9,-2,1.5,23
2,DL238,1,12,9,-2,2,34
2,DL238,1,12,9,-2,2.5,261
2,DL238,1,12,9,-2,3,239
2,DL238,1,12,9,-2,3.5,276
2,DL238,1,12,9,-2,4,807
2,DL238,1,12,9,-2,4.5,1157
2,DL238,1,12,9,-2,5,2442
2,DL238,1,12,9,-2,5.5,2139
2,DL238,1,12,9,-2,6,1238
2,DL238,1,12,9,-2,6.5,1964
2,DL238,1,12,9,-2,7,1376
2,DL238,1,12,9,-2,7.5,1941
2,DL238,1,12,9,-2,8,950
2,DL238,1,12,9,-2,8.5,991
2,DL238,1,12,9,-2,9,516
2,DL238,1,12,9,-2,9.5,525
2,DL238,1,12,9,-2,10,380
2,DL238,1,12,9,-2,10.5,161
2,DL238,1,12,9,-2,11,106
2,DL238,1,12,9,-2,11.5,44
2,DL238,1,12,9,-2,12,37
2,DL238,1,12,9,-2,12.5,16
2,DL238,1,12,9,-2,13,2
2,DL238,1,12,9,-2,13.5,3
2,DL238,1,12,9,-2,14,47
2,DL238,1,12,9,-2,14.5,1
2,DL238,1,12,9,-2,15,0
2,DL238,1,12,9,-2,15.5,0
2,DL238,1,12,9,-2,16,2
2,DL238,1,12,9,-2,16.5,1
2,DL238,1,12,9,-2,17,1
2,DL238,1,12,9,-2,17.5,0
2,DL238,1,12,9,-2,18,0
2,DL238,1,12,9,-2,18.5,0
2,DL238,1,12,9,-2,19,0
2,DL238,1,12,9,-2,19.5,0
2,DL238,1,12,9,-2,20,0
2,DL238,1,12,9,-2,20.5,0
2,DL238,1,12,9,-2,24,0
2,DL238,1,12,9,-2,24.5,0
2,DL238,1,12,9,-2,25,0
2,DL238,1,12,9,-2,25.5,0
2,DL238,1,12,9,-2,26,0
2,DL238,1,12,9,-2,26.5,0
2,DL238,1,12,9,-2,27,0
2,DL238,1,12,9,-2,27.5,0
2,DL238,1,12,9,-2,28,0
2,DL238,1,12,9,-2,28.5,0
2,DL238,1,12,9,-2,29,0
2,DL238,2,12,9,-1,1.5,103
2,DL238,2,12,9,-1,2,26
2,DL238,2,12,9,-1,2.5,179
2,DL238,2,12,9,-1,3,126
2,DL238,2,12,9,-1,3.5,191
2,DL238,2,12,9,-1,4,52
2,DL238,2,12,9,-1,4.5,81
2,DL238,2,12,9,-1,5,321
2,DL238,2,12,9,-1,5.5,189
2,DL238,2,12,9,-1,6,532
2,DL238,2,12,9,-1,6.5,514
2,DL238,2,12,9,-1,7,802
2,DL238,2,12,9,-1,7.5,787
2,DL238,2,12,9,-1,8,294
2,DL238,2,12,9,-1,8.5,311
2,DL238,2,12,9,-1,9,312
2,DL238,2,12,9,-1,9.5,163
2,DL238,2,12,9,-1,10,134
2,DL238,2,12,9,-1,10.5,173
2,DL238,2,12,9,-1,11,11
2,DL238,2,12,9,-1,11.5,8
2,DL238,2,12,9,-1,12,21
2,DL238,2,12,9,-1,12.5,17
2,DL238,2,12,9,-1,13,6
2,DL238,2,12,9,-1,13.5,3
2,DL238,2,12,9,-1,14,10
2,DL238,2,12,9,-1,14.5,1
2,DL238,2,12,9,-1,15,1
2,DL238,2,12,9,-1,15.5,1
2,DL238,2,12,9,-1,16,0
2,DL238,2,12,9,-1,16.5,0
2,DL238,2,12,9,-1,17,0
2,DL238,2,12,9,-1,17.5,0
2,DL238,2,12,9,-1,18,0
2,DL238,2,12,9,-1,18.5,0
2,DL238,2,12,9,-1,19,0
2,DL238,2,12,9,-1,19.5,0
2,DL238,2,12,9,-1,20,0
2,DL238,2,12,9,-1,20.5,0
2,DL238,2,12,9,-1,24,0
2,DL238,2,12,9,-1,24.5,0
2,DL238,2,12,9,-1,25,0
2,DL238,2,12,9,-1,25.5,0
2,DL238,2,12,9,-1,26,0
2,DL238,2,12,9,-1,26.5,0
2,DL238,2,12,9,-1,27,0
2,DL238,2,12,9,-1,27.5,0
2,DL238,2,12,9,-1,28,0
2,DL238,2,12,9,-1,28.5,0
2,DL238,2,12,9,-1,29,0
2,DL238,2,12,9,-2,1.5,160
2,DL238,2,12,9,-2,2,30
2,DL238,2,12,9,-2,2.5,372
2,DL238,2,12,9,-2,3,47
2,DL238,2,12,9,-2,3.5,123
2,DL238,2,12,9,-2,4,76
2,DL238,2,12,9,-2,4.5,28
2,DL238,2,12,9,-2,5,174
2,DL238,2,12,9,-2,5.5,141
2,DL238,2,12,9,-2,6,354
2,DL238,2,12,9,-2,6.5,689
2,DL238,2,12,9,-2,7,379
2,DL238,2,12,9,-2,7.5,703
2,DL238,2,12,9,-2,8,83
2,DL238,2,12,9,-2,8.5,175
2,DL238,2,12,9,-2,9,164
2,DL238,2,12,9,-2,9.5,67
2,DL238,2,12,9,-2,10,27
2,DL238,2,12,9,-2,10.5,70
2,DL238,2,12,9,-2,11,21
2,DL238,2,12,9,-2,11.5,1
2,DL238,2,12,9,-2,12,22
2,DL238,2,12,9,-2,12.5,7
2,DL238,2,12,9,-2,13,1
2,DL238,2,12,9,-2,13.5,0
2,DL238,2,12,9,-2,14,13
2,DL238,2,12,9,-2,14.5,0
2,DL238,2,12,9,-2,15,0
2,DL238,2,12,9,-2,15.5,0
2,DL238,2,12,9,-2,16,0
2,DL238,2,12,9,-2,16.5,2
2,DL238,2,12,9,-2,17,0
2,DL238,2,12,9,-2,17.5,0
2,DL238,2,12,9,-2,18,0
2,DL238,2,12,9,-2,18.5,0
2,DL238,2,12,9,-2,19,0
2,DL238,2,12,9,-2,19.5,0
2,DL238,2,12,9,-2,20,0
2,DL238,2,12,9,-2,20.5,0
2,DL238,2,12,9,-2,24,0
2,DL238,2,12,9,-2,24.5,0
2,DL238,2,12,9,-2,25,0
2,DL238,2,12,9,-2,25.5,0
2,DL238,2,12,9,-2,26,0
2,DL238,2,12,9,-2,26.5,0
2,DL238,2,12,9,-2,27,0
2,DL238,2,12,9,-2,27.5,0
2,DL238,2,12,9,-2,28,0
2,DL238,2,12,9,-2,28.5,0
2,DL238,2,12,9,-2,29,0
2,JT11398,1,14,10,-1,1.5,6
2,JT11398,1,14,10,-1,2,91
2,JT11398,1,14,10,-1,2.5,44
2,JT11398,1,14,10,-1,3,110
2,JT11398,1,14,10,-1,3.5,64
2,JT11398,1,14,10,-1,4,128
2,JT11398,1,14,10,-1,4.5,344
2,JT11398,1,14,10,-1,5,627
2,JT11398,1,14,10,-1,5.5,1034
2,JT11398,1,14,10,-1,6,1993
2,JT11398,1,14,10,-1,6.5,1204
2,JT11398,1,14,10,-1,7,1037
2,JT11398,1,14,10,-1,7.5,1096
2,JT11398,1,14,10,-1,8,862
2,JT11398,1,14,10,-1,8.5,250
2,JT11398,1,14,10,-1,9,935
2,JT11398,1,14,10,-1,9.5,1054
2,JT11398,1,14,10,-1,10,699
2,JT11398,1,14,10,-1,10.5,235
2,JT11398,1,14,10,-1,11,369
2,JT11398,1,14,10,-1,11.5,98
2,JT11398,1,14,10,-1,12,161
2,JT11398,1,14,10,-1,12.5,115
2,JT11398,1,14,10,-1,13,37
2,JT11398,1,14,10,-1,13.5,59
2,JT11398,1,14,10,-1,14,130
2,JT11398,1,14,10,-1,14.5,27
2,JT11398,1,14,10,-1,15,19
2,JT11398,1,14,10,-1,15.5,12
2,JT11398,1,14,10,-1,16,23
2,JT11398,1,14,10,-1,16.5,1
2,JT11398,1,14,10,-1,17,0
2,JT11398,1,14,10,-1,17.5,1
2,JT11398,1,14,10,-1,18,1
2,JT11398,1,14,10,-1,18.5,0
2,JT11398,1,14,10,-1,19,0
2,JT11398,1,14,10,-1,19.5,0
2,JT11398,1,14,10,-1,20,0
2,JT11398,1,14,10,-1,20.5,0
2,JT11398,1,14,10,-1,24,0
2,JT11398,1,14,10,-1,24.5,0
2,JT11398,1,14,10,-1,25,0
2,JT11398,1,14,10,-1,25.5,0
2,JT11398,1,14,10,-1,26,0
2,JT11398,1,14,10,-1,26.5,0
2,JT11398,1,14,10,-1,27,0
2,JT11398,1,14,10,-1,27.5,0
2,JT11398,1,14,10,-1,28,0
2,JT11398,1,14,10,-1,28.5,0
2,JT11398,1,14,10,-1,29,0
2,JT11398,1,14,10,-2,1.5,8
2,JT11398,1,14,10,-2,2,20
2,JT11398,1,14,10,-2,2.5,49
2,JT11398,1,14,10,-2,3,34
2,JT11398,1,14,10,-2,3.5,391
2,JT11398,1,14,10,-2,4,190
2,JT11398,1,14,10,-2,4.5,249
2,JT11398,1,14,10,-2,5,441
2,JT11398,1,14,10,-2,5.5,1145
2,JT11398,1,14,10,-2,6,1164
2,JT11398,1,14,10,-2,6.5,729
2,JT11398,1,14,10,-2,7,668
2,JT11398,1,14,10,-2,7.5,674
2,JT11398,1,14,10,-2,8,639
2,JT11398,1,14,10,-2,8.5,288
2,JT11398,1,14,10,-2,9,231
2,JT11398,1,14,10,-2,9.5,373
2,JT11398,1,14,10,-2,10,480
2,JT11398,1,14,10,-2,10.5,51
2,JT11398,1,14,10,-2,11,154
2,JT11398,1,14,10,-2,11.5,79
2,JT11398,1,14,10,-2,12,72
2,JT11398,1,14,10,-2,12.5,101
2,JT11398,1,14,10,-2,13,13
2,JT11398,1,14,10,-2,13.5,6
2,JT11398,1,14,10,-2,14,199
2,JT11398,1,14,10,-2,14.5,38
2,JT11398,1,14,10,-2,15,4
2,JT11398,1,14,10,-2,15.5,3
2,JT11398,1,14,10,-2,16,1
2,JT11398,1,14,10,-2,16.5,1
2,JT11398,1,14,10,-2,17,0
2,JT11398,1,14,10,-2,17.5,0
2,JT11398,1,14,10,-2,18,0
2,JT11398,1,14,10,-2,18.5,0
2,JT11398,1,14,10,-2,19,0
2,JT11398,1,14,10,-2,19.5,0
2,JT11398,1,14,10,-2,20,0
2,JT11398,1,14,10,-2,20.5,0
2,JT11398,1,14,10,-2,24,0
2,JT11398,1,14,10,-2,24.5,0
2,JT11398,1,14,10,-2,25,0
2,JT11398,1,14,10,-2,25.5,1
2,JT11398,1,14,10,-2,26,0
2,JT11398,1,14,10,-2,26.5,0
2,JT11398,1,14,10,-2,27,0
2,JT11398,1,14,10,-2,27.5,0
2,JT11398,1,14,10,-2,28,0
2,JT11398,1,14,10,-2,28.5,0
2,JT11398,1,14,10,-2,29,0
2,JT11398,2,14,9,-1,1.5,104
